provenance_id,source_organization,source_title,source_role,source_path,source_sha256,download_sha256,resource_url,notes
bpbd2023_social,Badan Penanggulangan Bencana Daerah,Dampak bencana terhadap masyarakat Per Kabupaten/Kota 2023,impact_continuity,data/processed/bpbd/sumbar_open_data/2023/dampak-bencana-terhadap-masyarakat-per-kabupaten-kota/01-Sheet1.csv,90403f0c47964d5d9ba75a90de4ee34285b042122309f02f89b11ea2b91a2b6c,4ed58227ff7bc8dc119246776e412f3ad13e1f103732c8d1a2c6777792156ace,https://data.sumbarprov.go.id/dataset/6358facb-7d31-45ac-9c87-ff29e521ef5b/resource/3c8a6024-83f6-4032-aca1-acea1d6e3e10/download/dampak-bencana-terhadap-masyarakat-per-kabupatenkota.xlsx,Dash markers in additive count cells are interpreted as explicit source zeros; totals validated.
bpbd2023_housing,Badan Penanggulangan Bencana Daerah,Dampak Bencana Terhadap Pemukiman Masyarakat Per Kabupaten/Kota Tahun 2023,housing_continuity,data/processed/bpbd/sumbar_open_data/2023/dampak-bencana-terhadap-pemukiman-masyarakat-per-kabupaten-kota-tahun-2023/01-Sheet1.csv,7489ccfb70048208830ba0d2a094826a48f9b6cee2fdf8f41202bcda44040818,1ec69f6ad78c1dc87fed3c84bdccb28aaa1145f21c42a3193836d9c9e44687bb,https://data.sumbarprov.go.id/dataset/c7ceae41-76ae-449d-a06b-a8eb4e21c17a/resource/b4d6871f-78b4-4306-b10b-19051d1fec57/download/dampak-bencana-terhadap-pemukiman-per-kabupaten-kota.xlsx,Heavy/moderate/light damage counts and source row totals validated.
bpbd2023_loss,Badan Penanggulangan Bencana Daerah,Data Kerugian Akibat Bencana Tahun 2023,economic_loss,data/processed/bpbd/sumbar_open_data/2023/data-kerugian-akiban-bencana-tahun-2023/01-Sheet1.csv,9e41aa6777492321140f0440eee10e49204d7faa7ec2653c218ed6bc93b26def,1d91d226e0bab0bc967f4d060f4122fab9a90983f5b53ab9566c8cc3cba4da5f,https://data.sumbarprov.go.id/dataset/565069bb-7c13-45b6-bea2-0761675bb179/resource/9a63ce80-cb99-4675-af76-1eed7fc0ec14/download/data-kerugian-bencana.xlsx,Only numeric Taksiran kerugian cells are materialized; source blanks/dashes remain missing and are documented in coverage table.
