source_record_id,source_id,source_workflow_run_id,source_artifact_name,source_artifact_digest_sha256,snapshot_name,snapshot_sha256,retrieved_at_utc,bps_last_update,bps_var_id,bps_var_label,bps_vervar_id,bps_vervar_label,bps_turvar_id,bps_turvar_label,bps_th_id,bps_th_label,source_period_type,value,unit,source_integrity_status,current_geography_mapping_status,canonical_indicator_target,growth_input_status,notes
bps484_1990_1300_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1300,SUMATERA BARAT (Provinsi),34,Laki-Laki + Perempuan,90,1990,census,4000207,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1302_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1302,Pesisir Selatan,34,Laki-Laki + Perempuan,90,1990,census,385616,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1303_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1303,Kab.Solok,34,Laki-Laki + Perempuan,90,1990,census,410682,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1304_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1304,Sijunjung,34,Laki-Laki + Perempuan,90,1990,census,250037,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1305_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1305,Tanah Datar,34,Laki-Laki + Perempuan,90,1990,census,333146,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1306_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1306,Padang Pariaman,34,Laki-Laki + Perempuan,90,1990,census,713795,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1307_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1307,Agam,34,Laki-Laki + Perempuan,90,1990,census,423005,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1308_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1308,Lima Puluh Kota,34,Laki-Laki + Perempuan,90,1990,census,293291,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1309_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1309,Pasaman,34,Laki-Laki + Perempuan,90,1990,census,502082,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1371_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1371,Padang,34,Laki-Laki + Perempuan,90,1990,census,631543,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1372_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1372,Kota Solok,34,Laki-Laki + Perempuan,90,1990,census,42822,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1373_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1373,Sawahlunto,34,Laki-Laki + Perempuan,90,1990,census,13795,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1374_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1374,Padang Panjang,34,Laki-Laki + Perempuan,90,1990,census,36607,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1375_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1375,Bukittinggi,34,Laki-Laki + Perempuan,90,1990,census,83917,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1990_1376_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1990.json,7bb4effe5fbf7bda0acb38aea89a50fb2c785db1d7b576b0de0967e3d70630a8,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1376,Payakumbuh,34,Laki-Laki + Perempuan,90,1990,census,90061,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_1995_1301_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1301,Kepulauan Mentawai,34,Laki-Laki + Perempuan,95,1995,supas,4323170,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1303_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1303,Kab.Solok,34,Laki-Laki + Perempuan,95,1995,supas,403068,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1304_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1304,Sijunjung,34,Laki-Laki + Perempuan,95,1995,supas,463282,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1305_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1305,Tanah Datar,34,Laki-Laki + Perempuan,95,1995,supas,302492,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1306_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1306,Padang Pariaman,34,Laki-Laki + Perempuan,95,1995,supas,352506,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1307_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1307,Agam,34,Laki-Laki + Perempuan,95,1995,supas,521731,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1308_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1308,Lima Puluh Kota,34,Laki-Laki + Perempuan,95,1995,supas,417263,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1309_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1309,Pasaman,34,Laki-Laki + Perempuan,95,1995,supas,308615,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1310_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1310,Solok Selatan,34,Laki-Laki + Perempuan,95,1995,supas,502413,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1372_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1372,Kota Solok,34,Laki-Laki + Perempuan,95,1995,supas,719344,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1373_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1373,Sawahlunto,34,Laki-Laki + Perempuan,95,1995,supas,49577,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1374_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1374,Padang Panjang,34,Laki-Laki + Perempuan,95,1995,supas,55090,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1375_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1375,Bukittinggi,34,Laki-Laki + Perempuan,95,1995,supas,40104,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1376_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1376,Payakumbuh,34,Laki-Laki + Perempuan,95,1995,supas,91243,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_1995_1377_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-1995.json,bc66afa41c73caff2be497d752b9e9d2f1563a0799822df1acf8250848913ab1,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1377,Pariaman,34,Laki-Laki + Perempuan,95,1995,supas,96442,Jiwa,anomalous_key_label_alignment,hold_source_key_label_alignment_anomaly,hold_unmapped_population_anchor,blocked_source_integrity_anomaly,1995 datacontent key profile is shifted relative to the current vervar metadata: 1300/1302/1371 are absent while 1301/1310/1377 are present; values must not be remapped by inference.
bps484_2000_1300_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1300,SUMATERA BARAT (Provinsi),34,Laki-Laki + Perempuan,100,2000,census,4248931,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1301_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1301,Kepulauan Mentawai,34,Laki-Laki + Perempuan,100,2000,census,61200,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1302_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1302,Pesisir Selatan,34,Laki-Laki + Perempuan,100,2000,census,407984,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1303_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1303,Kab.Solok,34,Laki-Laki + Perempuan,100,2000,census,449994,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1304_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1304,Sijunjung,34,Laki-Laki + Perempuan,100,2000,census,319433,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1305_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1305,Tanah Datar,34,Laki-Laki + Perempuan,100,2000,census,334026,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1306_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1306,Padang Pariaman,34,Laki-Laki + Perempuan,100,2000,census,632884,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
