source_record_id,source_id,source_workflow_run_id,source_artifact_name,source_artifact_digest_sha256,snapshot_name,snapshot_sha256,retrieved_at_utc,bps_last_update,bps_var_id,bps_var_label,bps_vervar_id,bps_vervar_label,bps_turvar_id,bps_turvar_label,bps_th_id,bps_th_label,source_period_type,value,unit,source_integrity_status,current_geography_mapping_status,canonical_indicator_target,growth_input_status,notes
bps484_2000_1307_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1307,Agam,34,Laki-Laki + Perempuan,100,2000,census,408648,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1308_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1308,Lima Puluh Kota,34,Laki-Laki + Perempuan,100,2000,census,312023,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1309_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1309,Pasaman,34,Laki-Laki + Perempuan,100,2000,census,495522,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1371_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1371,Padang,34,Laki-Laki + Perempuan,100,2000,census,789740,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1372_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1372,Kota Solok,34,Laki-Laki + Perempuan,100,2000,census,48315,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1373_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1373,Sawahlunto,34,Laki-Laki + Perempuan,100,2000,census,14366,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1374_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1374,Padang Panjang,34,Laki-Laki + Perempuan,100,2000,census,40751,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1375_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1375,Bukittinggi,34,Laki-Laki + Perempuan,100,2000,census,91383,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2000_1376_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2000.json,486a7a63f1577dd6f9a22b6f67eac836f6beaeee34bcfe62f07aa7e4228c0d92,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1376,Payakumbuh,34,Laki-Laki + Perempuan,100,2000,census,97757,Jiwa,source_native_snapshot_consistent,historical_boundary_lineage_required,historical_population_source_era,blocked_boundary_and_reference_date_compatibility,Retain source-era geography; do not map local rows to current canonical boundaries without explicit boundary lineage.
bps484_2005_1300_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1300,SUMATERA BARAT (Provinsi),34,Laki-Laki + Perempuan,105,2005,supas,4566492,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1301_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1301,Kepulauan Mentawai,34,Laki-Laki + Perempuan,105,2005,supas,68343,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1302_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1302,Pesisir Selatan,34,Laki-Laki + Perempuan,105,2005,supas,415124,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1303_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1303,Kab.Solok,34,Laki-Laki + Perempuan,105,2005,supas,325013,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1304_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1304,Sijunjung,34,Laki-Laki + Perempuan,105,2005,supas,189547,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1305_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1305,Tanah Datar,34,Laki-Laki + Perempuan,105,2005,supas,328489,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1306_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1306,Padang Pariaman,34,Laki-Laki + Perempuan,105,2005,supas,374472,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1307_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1307,Agam,34,Laki-Laki + Perempuan,105,2005,supas,425657,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1308_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1308,Lima Puluh Kota,34,Laki-Laki + Perempuan,105,2005,supas,328128,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1309_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1309,Pasaman,34,Laki-Laki + Perempuan,105,2005,supas,249342,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1310_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1310,Solok Selatan,34,Laki-Laki + Perempuan,105,2005,supas,127251,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1311_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1311,Dharmasraya,34,Laki-Laki + Perempuan,105,2005,supas,160882,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1312_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1312,Pasaman Barat,34,Laki-Laki + Perempuan,105,2005,supas,307914,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1371_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1371,Padang,34,Laki-Laki + Perempuan,105,2005,supas,800940,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1372_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1372,Kota Solok,34,Laki-Laki + Perempuan,105,2005,supas,54796,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1373_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1373,Sawahlunto,34,Laki-Laki + Perempuan,105,2005,supas,52457,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1374_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1374,Padang Panjang,34,Laki-Laki + Perempuan,105,2005,supas,47914,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1375_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1375,Bukittinggi,34,Laki-Laki + Perempuan,105,2005,supas,100839,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1376_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1376,Payakumbuh,34,Laki-Laki + Perempuan,105,2005,supas,104969,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2005_1377_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2005.json,b99ed3df50c69ca969ae62f356e1a7b190010f1c1f26da8f9ee22a88c0a1ce95,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1377,Pariaman,34,Laki-Laki + Perempuan,105,2005,supas,77080,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2010_1300_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2010.json,4a6ee47ef4e6c50512d100e091ddfe0554d2fd0e8f85596ceca3ea133b09ec86,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1300,SUMATERA BARAT (Provinsi),34,Laki-Laki + Perempuan,110,2010,census,4865841,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2010_1301_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2010.json,4a6ee47ef4e6c50512d100e091ddfe0554d2fd0e8f85596ceca3ea133b09ec86,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1301,Kepulauan Mentawai,34,Laki-Laki + Perempuan,110,2010,census,76173,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2010_1302_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2010.json,4a6ee47ef4e6c50512d100e091ddfe0554d2fd0e8f85596ceca3ea133b09ec86,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1302,Pesisir Selatan,34,Laki-Laki + Perempuan,110,2010,census,429246,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2010_1303_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2010.json,4a6ee47ef4e6c50512d100e091ddfe0554d2fd0e8f85596ceca3ea133b09ec86,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1303,Kab.Solok,34,Laki-Laki + Perempuan,110,2010,census,348566,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2010_1304_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2010.json,4a6ee47ef4e6c50512d100e091ddfe0554d2fd0e8f85596ceca3ea133b09ec86,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1304,Sijunjung,34,Laki-Laki + Perempuan,110,2010,census,201823,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2010_1305_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2010.json,4a6ee47ef4e6c50512d100e091ddfe0554d2fd0e8f85596ceca3ea133b09ec86,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1305,Tanah Datar,34,Laki-Laki + Perempuan,110,2010,census,338584,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2010_1306_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2010.json,4a6ee47ef4e6c50512d100e091ddfe0554d2fd0e8f85596ceca3ea133b09ec86,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1306,Padang Pariaman,34,Laki-Laki + Perempuan,110,2010,census,391056,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
bps484_2010_1307_total,bps_webapi,31894824526,bps-census-supas-var-484,a0ca1710a649d42e78ef290860c7d48715e7deec2f2789f11d90257733ef7c68,var-484-2010.json,4a6ee47ef4e6c50512d100e091ddfe0554d2fd0e8f85596ceca3ea133b09ec86,2026-08-15T16:11:37+00:00,2021-01-22 08:57:53,484,[Hasil Sensus dan SUPAS] Jumlah Penduduk Menurut Jenis Kelamin dan Kabupaten/Kota di Sumatera Barat,1307,Agam,34,Laki-Laki + Perempuan,110,2010,census,455484,Jiwa,source_native_snapshot_consistent,current_code_set_present_boundary_continuity_unqualified,population_total_candidate,blocked_boundary_and_reference_date_compatibility,"All current 20 source codes are present, but current-boundary continuity and exact reference date remain unqualified for growth use."
