year,portal_dataset_id,portal_dataset_url,portal_source,portal_geography_claim,drive_folder_id,sumbar_file_name,sumbar_drive_file_id,m42_locator_id,observed_bytes,m42_bytes,observed_sha256,m42_sha256,drive_locator_match,byte_size_match,sha256_match,evidence_independence_state,independent_crosscheck_eligible
2010,a7e098a3-dace-459f-9bc2-bfc42bbeafc2,https://data.bnpb.go.id/dataset/jumlah-kejadian-dan-dampak-bencana-tahun-2010,https://dibi.bnpb.go.id,kabupaten_kota,1HuADXppt6XVdfCt8FZ4Cobw1uAl8QO9F,stat_by_wil_13_2010.xlsx,1grzKv-JYqXh8iLRXwztFOtSQL3vqiG0G,1grzKv-JYqXh8iLRXwztFOtSQL3vqiG0G,28112,28112,bc720b2e9eff0d6fc246a6df98b862b9047d3dc35b754c0b707f6e5d91918a32,bc720b2e9eff0d6fc246a6df98b862b9047d3dc35b754c0b707f6e5d91918a32,true,true,true,same_source_object_byte_identical_republication,false
2011,4040fe7c-530b-49e8-8dec-09cec50f319c,https://data.bnpb.go.id/dataset/jumlah-kejadian-dan-dampak-bencana-tahun-2011,https://dibi.bnpb.go.id,kabupaten_kota,1AsFCoVXTcx_gKbLeWSTXZdvPyzS_b58y,stat_by_wil_13_2011.xlsx,1aiyS3evqAIdS_qvAIMXkPcT6ZHsYJcEJ,1aiyS3evqAIdS_qvAIMXkPcT6ZHsYJcEJ,27987,27987,92cf736ef5c128d00ed6c7d37223f62ff3d0654d3bd36392d1b679495c626e1a,92cf736ef5c128d00ed6c7d37223f62ff3d0654d3bd36392d1b679495c626e1a,true,true,true,same_source_object_byte_identical_republication,false
2012,e734e68d-c526-46d7-9601-755d9e14ff82,https://data.bnpb.go.id/dataset/jumlah-kejadian-dan-dampak-bencana-tahun-2012,https://dibi.bnpb.go.id,kabupaten_kota,1iAhPmnbQ6ymdRnUqGUuUhApmymWHjfg3,stat_by_wil_13_2012.xlsx,1bH89AFGZ3-lSFyhM0uD-D58MhCF_Xq_F,1bH89AFGZ3-lSFyhM0uD-D58MhCF_Xq_F,28150,28150,f6b8388cba8cd8e471bb0703226a7f02abbeba5a83944fbf53909bc2ec46b081,f6b8388cba8cd8e471bb0703226a7f02abbeba5a83944fbf53909bc2ec46b081,true,true,true,same_source_object_byte_identical_republication,false
2013,9076aeb3-ff85-4591-8f2b-82e049075901,https://data.bnpb.go.id/dataset/jumlah-kejadian-dan-dampak-bencana-tahun-2013,https://dibi.bnpb.go.id,kabupaten_kota,1P6aH3hmMQ8K3A6J0ABtT-uM4bfLeYFdr,stat_by_wil_13_2013.xlsx,16xTOHKIcvm6-35MouBc5SAhWzHCFMfAJ,16xTOHKIcvm6-35MouBc5SAhWzHCFMfAJ,28150,28150,3e541817cdcc82a4fbc49fbcb1352b37663b1d571a70fb730ef9345f47fb4d20,3e541817cdcc82a4fbc49fbcb1352b37663b1d571a70fb730ef9345f47fb4d20,true,true,true,same_source_object_byte_identical_republication,false
2014,89599698-64c7-4a3d-9aba-0ff8bd68df49,https://data.bnpb.go.id/dataset/jumlah-kejadian-dan-dampak-bencana-tahun-2014,https://dibi.bnpb.go.id,kabupaten_kota,1NsN2l293L8vyxPq0wxRbmvRyqBQvVq-Z,stat_by_wil_13_2014.xlsx,1iX-fioBCs0ucwYWdJcPauWrBBNPfeT0g,1iX-fioBCs0ucwYWdJcPauWrBBNPfeT0g,28030,28030,c8396605b8a8fde621f77cc64e4caa1aa519bd2083f6dd336ce830f0b02a627f,c8396605b8a8fde621f77cc64e4caa1aa519bd2083f6dd336ce830f0b02a627f,true,true,true,same_source_object_byte_identical_republication,false
2015,2fe6e372-0af6-413b-9175-9e3a896ebca9,https://data.bnpb.go.id/dataset/jumlah-kejadian-dan-dampak-bencana-tahun-2015,https://dibi.bnpb.go.id,kabupaten_kota,1iJ3br2AAf2y92CrODRa_q_5YzevneOa6,stat_by_wil_13_2015.xlsx,1vRof8V29l81XhKfA0ERodnV8AzBChwCe,1vRof8V29l81XhKfA0ERodnV8AzBChwCe,28032,28032,91f9479e3d55765a317763148f8169e3d8d11a7c3916eb56e663d5a50f1c9342,91f9479e3d55765a317763148f8169e3d8d11a7c3916eb56e663d5a50f1c9342,true,true,true,same_source_object_byte_identical_republication,false
2016,dd3bc505-6f45-40b5-873d-caa82ea4bf10,https://data.bnpb.go.id/dataset/jumlah-kejadian-dan-dampak-bencana-tahun-2016,https://dibi.bnpb.go.id,kabupaten_kota,19q72ocka_qm4cA0VYp0fFKYL4cgh4dLS,stat_by_wil_13_2016.xlsx,14TV7RFzAJwFHYTzbkfOEvFcYbSbueNJY,14TV7RFzAJwFHYTzbkfOEvFcYbSbueNJY,28312,28312,7d1ae5ac65aa2dd9e3e18ba2b058a2db9b8e504fb213990a4f108950553c5ee4,7d1ae5ac65aa2dd9e3e18ba2b058a2db9b8e504fb213990a4f108950553c5ee4,true,true,true,same_source_object_byte_identical_republication,false
2017,282bd95e-fe10-4a90-afa7-69cea5fb02c8,https://data.bnpb.go.id/dataset/jumlah-kejadian-dan-dampak-bencana-tahun-2017,https://dibi.bnpb.go.id,kabupaten_kota,1tuz5clbQ3r65MSj25SPuNLzqszlrkMzb,stat_by_wil_13_2017.xlsx,1qRNz3QLxm0UERt1L_qiZNcP25tSZ25YN,1qRNz3QLxm0UERt1L_qiZNcP25tSZ25YN,28058,28058,de218de3da3c16db20442a5e9fbedac1f6b6906128160b43c3400bf5a63f266d,de218de3da3c16db20442a5e9fbedac1f6b6906128160b43c3400bf5a63f266d,true,true,true,same_source_object_byte_identical_republication,false
