year,requested_html_url,final_html_url,html_http_status,page_title,jurisdiction_expected,jurisdiction_match,fiscal_year_match,december_realization_semantics_match,same_selector_export_link_match,export_url,final_export_url,export_http_status,export_content_type,account_count,taxonomy_numeric_representation,html_role,html_response_sha256,export_response_sha256,html_snapshot,export_snapshot,page_pass
2018,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2018,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2018,200,Portal Data SIKD,Kota Padang,True,True,True,True,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2018&provinsi=03&pemda=12,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2018&provinsi=03&pemda=12,200,application/vnd.ms-excel,29,djpk_csv_apbd_spreadsheetml_exact_rupiah,identity_year_december_same_selector_link,2a290e2fabb9b25ad7514d81b195410576c845dc61c87897354449bc5aebad76,10eaf0aecea49a130f92ea3921a3b25db05497b14af7175af3e0c6ac86b811c0,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2018-desember.html,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2018-desember.xml,True
2019,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2019,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2019,200,Portal Data SIKD,Kota Padang,True,True,True,True,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2019&provinsi=03&pemda=12,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2019&provinsi=03&pemda=12,200,application/vnd.ms-excel,28,djpk_csv_apbd_spreadsheetml_exact_rupiah,identity_year_december_same_selector_link,0f5f64730a63c1cde72655d113488214874ca14b46c599edecc82fb37be75795,0eb039b819802b998ee3974849555520eb3c64a23aed1b5a7443d527ec006729,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2019-desember.html,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2019-desember.xml,True
2020,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2020,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2020,200,Portal Data SIKD,Kota Padang,True,True,True,True,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2020&provinsi=03&pemda=12,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2020&provinsi=03&pemda=12,200,application/vnd.ms-excel,41,djpk_csv_apbd_spreadsheetml_exact_rupiah,identity_year_december_same_selector_link,f41a4a7c0d705d7cfc7993987b5d13d55bf698054720c38cf7b6c0204d8749ed,2d56a24d0ca1065e9f244eb15842d1add3b8ff3452c52b05ef5a3f03e8f79cd2,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2020-desember.html,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2020-desember.xml,True
2021,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2021,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2021,200,Portal Data SIKD,Kota Padang,True,True,True,True,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2021&provinsi=03&pemda=12,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2021&provinsi=03&pemda=12,200,application/vnd.ms-excel,40,djpk_csv_apbd_spreadsheetml_exact_rupiah,identity_year_december_same_selector_link,441af2e057c6f41d4c5778622c9278bc42fcfbcc2b92d4196df26fac56198bf5,084f0af0f1fb3d0fe76f91175cfbeda5fc5c0773c8dbf2ed896e42ee2c87e8f3,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2021-desember.html,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2021-desember.xml,True
2022,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2022,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2022,200,Portal Data SIKD,Kota Padang,True,True,True,True,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2022&provinsi=03&pemda=12,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2022&provinsi=03&pemda=12,200,application/vnd.ms-excel,30,djpk_csv_apbd_spreadsheetml_exact_rupiah,identity_year_december_same_selector_link,bf96505bfef35d0151298fa77221b702735cb8a3518ac9388650c8fc0f19bfca,aa31801a5f710ee46b87df7fe571be213a1a3454546917b7c7a620d0268d6256,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2022-desember.html,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2022-desember.xml,True
2023,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2023,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2023,200,Portal Data SIKD,Kota Padang,True,True,True,True,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2023&provinsi=03&pemda=12,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2023&provinsi=03&pemda=12,200,application/vnd.ms-excel,28,djpk_csv_apbd_spreadsheetml_exact_rupiah,identity_year_december_same_selector_link,688dbc60feee19bdcc896b21ff434dfce42832dfe89694f60470e53315517c48,3b12e9215527e6d44443c0e58c7f16b90dad6f8c83e994b896b2ed8e02d1d08a,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2023-desember.html,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2023-desember.xml,True
2024,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2024,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2024,200,Portal Data SIKD,Kota Padang,True,True,True,True,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2024&provinsi=03&pemda=12,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2024&provinsi=03&pemda=12,200,application/vnd.ms-excel,27,djpk_csv_apbd_spreadsheetml_exact_rupiah,identity_year_december_same_selector_link,191db486521b1e9022cf39103e3f065d160191c19832824a30e032c6546c95a7,a217eaf4a6e94ca89960ad924e06bfa72cc667ed7d03f968f5c46c6991418e8f,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2024-desember.html,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2024-desember.xml,True
2025,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2025,https://djpk.kemenkeu.go.id/portal/data/apbd?pemda=12&periode=12&provinsi=03&tahun=2025,200,Portal Data SIKD,Kota Padang,True,True,True,True,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2025&provinsi=03&pemda=12,https://djpk.kemenkeu.go.id/portal/csv_apbd?type=apbd&periode=12&tahun=2025&provinsi=03&pemda=12,200,application/vnd.ms-excel,28,djpk_csv_apbd_spreadsheetml_exact_rupiah,identity_year_december_same_selector_link,50afa5244eaed56a970a5e6966c07ac7cb291d9ab53737a79a7ca6760bb87285,fb1bdf042fc9dfbc9e0939a70275bf6d2e1b73d97e5f1919649be3ff9260b7d2,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2025-desember.html,data/processed/djpk/taxonomy_probe/kota-padang-apbd-2025-desember.xml,True
