regime_id,indicator_id,geography_id,geography_name,analysis_year,z_time,value,favorable_direction_semantics
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,real_grdp_growth,idn.13.1303,Solok,2020,-0.6,-1.14,higher_rate_is_generally_favorable_but_slope_is_not_structural_acceleration
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,rice_yield,idn.13.1303,Solok,2020,-0.6,4.644,higher_is_generally_favorable_with_context
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,expected_years_schooling,idn.13.1303,Solok,2021,-0.2,13.05,higher_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,mean_years_schooling,idn.13.1303,Solok,2021,-0.2,7.87,higher_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,labor_force_participation,idn.13.1303,Solok,2021,-0.2,71.21,higher_is_generally_favorable_with_context
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,unemployment_rate,idn.13.1303,Solok,2021,-0.2,4.67,lower_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,poverty_rate,idn.13.1303,Solok,2021,-0.2,8.01,lower_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,real_grdp_growth,idn.13.1303,Solok,2021,-0.2,3.28,higher_rate_is_generally_favorable_but_slope_is_not_structural_acceleration
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,rice_yield,idn.13.1303,Solok,2021,-0.2,5.263000000000001,higher_is_generally_favorable_with_context
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,expected_years_schooling,idn.13.1303,Solok,2022,0.2,13.3,higher_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,mean_years_schooling,idn.13.1303,Solok,2022,0.2,7.89,higher_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,labor_force_participation,idn.13.1303,Solok,2022,0.2,74.44,higher_is_generally_favorable_with_context
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,unemployment_rate,idn.13.1303,Solok,2022,0.2,5.89,lower_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,poverty_rate,idn.13.1303,Solok,2022,0.2,7.12,lower_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,real_grdp_growth,idn.13.1303,Solok,2022,0.2,4.28,higher_rate_is_generally_favorable_but_slope_is_not_structural_acceleration
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,rice_yield,idn.13.1303,Solok,2022,0.2,5.45,higher_is_generally_favorable_with_context
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,expected_years_schooling,idn.13.1303,Solok,2023,0.6,13.55,higher_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,mean_years_schooling,idn.13.1303,Solok,2023,0.6,7.9,higher_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,labor_force_participation,idn.13.1303,Solok,2023,0.6,76.74,higher_is_generally_favorable_with_context
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,unemployment_rate,idn.13.1303,Solok,2023,0.6,4.99,lower_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,poverty_rate,idn.13.1303,Solok,2023,0.6,7.13,lower_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,real_grdp_growth,idn.13.1303,Solok,2023,0.6,4.36,higher_rate_is_generally_favorable_but_slope_is_not_structural_acceleration
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,rice_yield,idn.13.1303,Solok,2023,0.6,5.264,higher_is_generally_favorable_with_context
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,expected_years_schooling,idn.13.1303,Solok,2024,1.0,13.56,higher_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,mean_years_schooling,idn.13.1303,Solok,2024,1.0,7.91,higher_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,labor_force_participation,idn.13.1303,Solok,2024,1.0,76.8,higher_is_generally_favorable_with_context
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,unemployment_rate,idn.13.1303,Solok,2024,1.0,4.91,lower_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,poverty_rate,idn.13.1303,Solok,2024,1.0,7.31,lower_is_generally_favorable
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,real_grdp_growth,idn.13.1303,Solok,2024,1.0,3.91,higher_rate_is_generally_favorable_but_slope_is_not_structural_acceleration
sumbar_current_kabkota_hierarchical_trajectory_2018_2025_v1,rice_yield,idn.13.1303,Solok,2024,1.0,4.728000000000001,higher_is_generally_favorable_with_context
