provenance_id,source_id,artifact_locator,retrieved_at,source_release,checksum_sha256,parser_revision,transform_revision,extraction_method,notes
chirpsprov_abb2dd60088714756570bb9f,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2009,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:39:13 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_b12d5727b3360f9d0d1cfcbb,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2015,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:43:09 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_b1892e858b9a21df3f3835f6,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=1981,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:21:33 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_b4a99eb15560b1d88e757010,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2014,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:42:28 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_bdfc0cb4713e768353b0af59,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2016,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:43:50 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_bf295e30ff22919e667a8443,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2012,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:41:09 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_c8030a113fbc38a4dd14a894,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2018,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:45:12 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_d583a73735d084b8b2496aa8,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2007,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:37:56 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_d76928f82e8715e9e28c66e3,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=1982,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:22:12 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_dccafa903dab232b9aad0bd5,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2017,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:44:30 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_dce3ffaedc1a899d204a1612,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=1989,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:26:28 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_ed07e8adb20331297fea22e4,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2008,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:38:35 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_f02726b2fbc31c90fe475402,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2011,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:40:30 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_fc3b6aa57f2d9a4e61b62b31,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=2000,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:33:22 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
chirpsprov_fd5c54c3ffb3d358e77e15f7,chirps_v3,repo://data/processed/climate/rainfall/chirps-source-contract.csv#year=1998,2026-08-16T12:55:23.994232+00:00,"Tue, 25 Feb 2025 18:32:04 GMT",2aacf97886045a3900f1796b65ff401f93057f73f04e1f271a5a79d09213f239,chirps_v3_final_monthly_cog:rasterio-1.5.0,build_chirps_rainfall_production:v1|materialize_chirps_rainfall:v1,remote_cog_range_read+geodesic_area_weighted_zonal_aggregation,year_source_files=12; geometry_source=big_admin_boundaries_june_2026; geometry_response_sha256=7ff9b6bd0a570c10f20d5ab1d5b1d9b0ce7f2a6c4cfcf610a3a0dd0a5a766175; checksum_scope=committed_source_contract_artifact_not_full_upstream_raster_bytes; source_contract_records_prefix_sha256_etag_last_modified_and_content_length_for_each_COG
