observation_id,indicator_id,geography_id,time_start,time_end,frequency,value_numeric,unit,claim_type,provenance_id,suppressed,comparable,methodology_version,price_basis,notes
bpbdimpactobs_4a440670eb4a3811540c62a3,office_facilities_affected,idn.13.1304,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1304; source_geography_name=KABUPATEN SIJUNJUNG; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_085f35697f26bfce0167f305,office_facilities_affected,idn.13.1305,2024-01-01,2024-12-31,annual,1,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1305; source_geography_name=KABUPATEN TANAH DATAR; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_fa53c48c23c7c767f51afb85,office_facilities_affected,idn.13.1306,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1306; source_geography_name=KABUPATEN PADANG PARIAMAN; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_c0d34bed4f400cb48da59eae,office_facilities_affected,idn.13.1307,2024-01-01,2024-12-31,annual,2,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1307; source_geography_name=KABUPATEN AGAM; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_fe4feb828199f4b38a5a9bbd,office_facilities_affected,idn.13.1308,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1308; source_geography_name=KABUPATEN LIMA PULUH KOTA; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_21011501f6381b6aeeee05a0,office_facilities_affected,idn.13.1309,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1309; source_geography_name=KABUPATEN PASAMAN; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_a928f454d90e0cdd67a1d080,office_facilities_affected,idn.13.1310,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1310; source_geography_name=KABUPATEN SOLOK SELATAN; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_ae24cf5b066e519aef03b819,office_facilities_affected,idn.13.1311,2024-01-01,2024-12-31,annual,1,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1311; source_geography_name=KABUPATEN DHARMASRAYA; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_33ec9c38b2df85527d03b3db,office_facilities_affected,idn.13.1312,2024-01-01,2024-12-31,annual,5,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1312; source_geography_name=KABUPATEN PASAMAN BARAT; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_6a3ca034666c6d0261fd744e,office_facilities_affected,idn.13.1371,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1371; source_geography_name=KOTA PADANG; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_158640ee62de3e48096f6fec,office_facilities_affected,idn.13.1372,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1372; source_geography_name=KOTA SOLOK; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_b885f558fb3d35fa37a0a069,office_facilities_affected,idn.13.1373,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1373; source_geography_name=KOTA SAWAHLUNTO; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_10d1a7d18aa54ce81f7ba3a9,office_facilities_affected,idn.13.1374,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1374; source_geography_name=KOTA PADANG PANJANG; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_e4319e3d54d8acf67325267f,office_facilities_affected,idn.13.1375,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1375; source_geography_name=KOTA BUKITTINGGI; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_0abe9d86f379339179281428,office_facilities_affected,idn.13.1376,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1376; source_geography_name=KOTA PAYAKUMBUH; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_8321d51d247390f93ff4c50b,office_facilities_affected,idn.13.1377,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1377; source_geography_name=KOTA PARIAMAN; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_b83f227ac9eff35c09d4e9bf,suffering_people,idn.13.1301,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1301; source_geography_name=KABUPATEN KEPULAUAN MENTAWAI; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_bcc886f1cfe45c50f8682be7,suffering_people,idn.13.1302,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1302; source_geography_name=KABUPATEN PESISIR SELATAN; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_18285bcbe2c8350ea567bba3,suffering_people,idn.13.1303,2024-01-01,2024-12-31,annual,150,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1303; source_geography_name=KABUPATEN SOLOK; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_5ed2dc20177720e16c4bd553,suffering_people,idn.13.1304,2024-01-01,2024-12-31,annual,4,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1304; source_geography_name=KABUPATEN SIJUNJUNG; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_4333112109d30e3e84ad136a,suffering_people,idn.13.1305,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1305; source_geography_name=KABUPATEN TANAH DATAR; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_3cd173348be7523853311b1f,suffering_people,idn.13.1306,2024-01-01,2024-12-31,annual,188,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1306; source_geography_name=KABUPATEN PADANG PARIAMAN; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_54a2aebb5e9cefb3f7e6687e,suffering_people,idn.13.1307,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1307; source_geography_name=KABUPATEN AGAM; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_c07b2f0c9e6a856828de6375,suffering_people,idn.13.1308,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1308; source_geography_name=KABUPATEN LIMA PULUH KOTA; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_8207414990028ec4755e0bdf,suffering_people,idn.13.1309,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1309; source_geography_name=KABUPATEN PASAMAN; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_cfa799cbeb0e8478ccc76c3c,suffering_people,idn.13.1310,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1310; source_geography_name=KABUPATEN SOLOK SELATAN; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_ba6dd6ae21b531a74cab532e,suffering_people,idn.13.1311,2024-01-01,2024-12-31,annual,200,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1311; source_geography_name=KABUPATEN DHARMASRAYA; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_9412174b31742ca08910cfa1,suffering_people,idn.13.1312,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1312; source_geography_name=KABUPATEN PASAMAN BARAT; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_86d5de60a7344798a274acf8,suffering_people,idn.13.1371,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1371; source_geography_name=KOTA PADANG; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_60a6490a951525e832208a70,suffering_people,idn.13.1372,2024-01-01,2024-12-31,annual,344,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1372; source_geography_name=KOTA SOLOK; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_a8373fc34474373e5adbe7c7,suffering_people,idn.13.1373,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1373; source_geography_name=KOTA SAWAHLUNTO; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_061962d2ac45686f6c6b08fe,suffering_people,idn.13.1374,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1374; source_geography_name=KOTA PADANG PANJANG; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_f14abd0108cd275a98f6e62e,suffering_people,idn.13.1375,2024-01-01,2024-12-31,annual,39,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1375; source_geography_name=KOTA BUKITTINGGI; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_b126c4d51a3c2e0bf7883c3c,suffering_people,idn.13.1376,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1376; source_geography_name=KOTA PAYAKUMBUH; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_e38b9ce20efa169c1539cd72,suffering_people,idn.13.1377,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1377; source_geography_name=KOTA PARIAMAN; source_column=Menderita; missing_values_inferred=false
bpbdimpactobs_1362b736455f365a8e2dcd48,worship_facilities_affected,idn.13.1301,2024-01-01,2024-12-31,annual,1,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1301; source_geography_name=KABUPATEN KEPULAUAN MENTAWAI; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_fc5b1fcdd54c57c4ec65b6ca,worship_facilities_affected,idn.13.1302,2024-01-01,2024-12-31,annual,34,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1302; source_geography_name=KABUPATEN PESISIR SELATAN; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_2e5f0d5990aeedc3971a3333,worship_facilities_affected,idn.13.1303,2024-01-01,2024-12-31,annual,1,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1303; source_geography_name=KABUPATEN SOLOK; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_20f71bcd3be0edee23783000,worship_facilities_affected,idn.13.1304,2024-01-01,2024-12-31,annual,2,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1304; source_geography_name=KABUPATEN SIJUNJUNG; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_dfa9bdd25de2c98b6b5dbd26,worship_facilities_affected,idn.13.1305,2024-01-01,2024-12-31,annual,10,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1305; source_geography_name=KABUPATEN TANAH DATAR; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_5b7fcda0954a115c9abfa196,worship_facilities_affected,idn.13.1306,2024-01-01,2024-12-31,annual,11,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1306; source_geography_name=KABUPATEN PADANG PARIAMAN; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_e8bf99bde9563896151ff52e,worship_facilities_affected,idn.13.1307,2024-01-01,2024-12-31,annual,9,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1307; source_geography_name=KABUPATEN AGAM; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_233f07bb1de7d6d085544077,worship_facilities_affected,idn.13.1308,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1308; source_geography_name=KABUPATEN LIMA PULUH KOTA; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_8e2fefa0630424bdb30a2773,worship_facilities_affected,idn.13.1309,2024-01-01,2024-12-31,annual,1,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1309; source_geography_name=KABUPATEN PASAMAN; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_262c62b27741296c98935706,worship_facilities_affected,idn.13.1310,2024-01-01,2024-12-31,annual,3,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1310; source_geography_name=KABUPATEN SOLOK SELATAN; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_c35b855a80e59fb49bace291,worship_facilities_affected,idn.13.1311,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1311; source_geography_name=KABUPATEN DHARMASRAYA; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_e527afa1659a25f23929aae7,worship_facilities_affected,idn.13.1312,2024-01-01,2024-12-31,annual,2,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1312; source_geography_name=KABUPATEN PASAMAN BARAT; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_deccf98140c8474c44135ab8,worship_facilities_affected,idn.13.1371,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1371; source_geography_name=KOTA PADANG; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_07a7843d88009603322194a3,worship_facilities_affected,idn.13.1372,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1372; source_geography_name=KOTA SOLOK; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_62ea2f1e1a9e3d6bf828013d,worship_facilities_affected,idn.13.1373,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1373; source_geography_name=KOTA SAWAHLUNTO; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_6d3a3d59a3bf9a3fd068871c,worship_facilities_affected,idn.13.1374,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1374; source_geography_name=KOTA PADANG PANJANG; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_d92377d269eedd87e31bc9d5,worship_facilities_affected,idn.13.1375,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1375; source_geography_name=KOTA BUKITTINGGI; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_36149872a3738ea0516620c4,worship_facilities_affected,idn.13.1376,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1376; source_geography_name=KOTA PAYAKUMBUH; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
bpbdimpactobs_bc383de3146edfdca50ecfb0,worship_facilities_affected,idn.13.1377,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1377; source_geography_name=KOTA PARIAMAN; source_column=Fasilitasi Peribadatan; missing_values_inferred=false
