observation_id,indicator_id,geography_id,time_start,time_end,frequency,value_numeric,unit,claim_type,provenance_id,suppressed,comparable,methodology_version,price_basis,notes
bpbdimpactobs_b22c7bafdedfdd0519d99aa5,houses_heavily_damaged,idn.13.1377,2024-01-01,2024-12-31,annual,1,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1377; source_geography_name=KOTA PARIAMAN; source_column=Rumah Rusak Berat; missing_values_inferred=false
bpbdimpactobs_387812bb1fd29d8c70d0bfc4,houses_lightly_damaged,idn.13.1301,2024-01-01,2024-12-31,annual,34,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1301; source_geography_name=KABUPATEN KEPULAUAN MENTAWAI; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_c4c8651b2cd10a7569750183,houses_lightly_damaged,idn.13.1302,2024-01-01,2024-12-31,annual,4673,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1302; source_geography_name=KABUPATEN PESISIR SELATAN; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_66bd46352cc35e97ba15072f,houses_lightly_damaged,idn.13.1303,2024-01-01,2024-12-31,annual,5,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1303; source_geography_name=KABUPATEN SOLOK; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_fec2ff8a6c5767b54524dab3,houses_lightly_damaged,idn.13.1304,2024-01-01,2024-12-31,annual,51,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1304; source_geography_name=KABUPATEN SIJUNJUNG; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_9efbdef45cde7b01d0d4cddf,houses_lightly_damaged,idn.13.1305,2024-01-01,2024-12-31,annual,5,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1305; source_geography_name=KABUPATEN TANAH DATAR; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_36bc2f1bd7e78b2f5db0257f,houses_lightly_damaged,idn.13.1306,2024-01-01,2024-12-31,annual,23,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1306; source_geography_name=KABUPATEN PADANG PARIAMAN; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_89c0bcf7bfb5916411c3ebe3,houses_lightly_damaged,idn.13.1307,2024-01-01,2024-12-31,annual,303,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1307; source_geography_name=KABUPATEN AGAM; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_0fe9aa71b6b158adb22adeb4,houses_lightly_damaged,idn.13.1308,2024-01-01,2024-12-31,annual,17,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1308; source_geography_name=KABUPATEN LIMA PULUH KOTA; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_74ddc4f0d4cfc9f4cb794037,houses_lightly_damaged,idn.13.1309,2024-01-01,2024-12-31,annual,0,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1309; source_geography_name=KABUPATEN PASAMAN; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_33235c939b2791e79f2d7bc7,houses_lightly_damaged,idn.13.1310,2024-01-01,2024-12-31,annual,60,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1310; source_geography_name=KABUPATEN SOLOK SELATAN; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_ea354a35a49d6822d1af161b,houses_lightly_damaged,idn.13.1311,2024-01-01,2024-12-31,annual,2,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1311; source_geography_name=KABUPATEN DHARMASRAYA; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_35badda9f640033fd57ef00c,houses_lightly_damaged,idn.13.1312,2024-01-01,2024-12-31,annual,2,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1312; source_geography_name=KABUPATEN PASAMAN BARAT; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_d45b7d3973ce9608a1adb072,houses_lightly_damaged,idn.13.1371,2024-01-01,2024-12-31,annual,11,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1371; source_geography_name=KOTA PADANG; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_5b6997aa65c0809aad241238,houses_lightly_damaged,idn.13.1372,2024-01-01,2024-12-31,annual,0,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1372; source_geography_name=KOTA SOLOK; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_e9132ebd741bd3ac09e76a4a,houses_lightly_damaged,idn.13.1373,2024-01-01,2024-12-31,annual,4,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1373; source_geography_name=KOTA SAWAHLUNTO; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_df5c51ac022f6d43b759693c,houses_lightly_damaged,idn.13.1374,2024-01-01,2024-12-31,annual,2,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1374; source_geography_name=KOTA PADANG PANJANG; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_73ce82b5098e2750c98ab5ea,houses_lightly_damaged,idn.13.1375,2024-01-01,2024-12-31,annual,0,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1375; source_geography_name=KOTA BUKITTINGGI; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_fe6cc9fa7dc51a3e6c3b971c,houses_lightly_damaged,idn.13.1376,2024-01-01,2024-12-31,annual,65,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1376; source_geography_name=KOTA PAYAKUMBUH; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_2ad3c8e2d6cae6fa0c39177c,houses_lightly_damaged,idn.13.1377,2024-01-01,2024-12-31,annual,6,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1377; source_geography_name=KOTA PARIAMAN; source_column=Rumah Rusak Ringan; missing_values_inferred=false
bpbdimpactobs_75641dfb575ee308fd276f58,houses_moderately_damaged,idn.13.1301,2024-01-01,2024-12-31,annual,3,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1301; source_geography_name=KABUPATEN KEPULAUAN MENTAWAI; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_75668d342eda13c1b04450a2,houses_moderately_damaged,idn.13.1302,2024-01-01,2024-12-31,annual,4326,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1302; source_geography_name=KABUPATEN PESISIR SELATAN; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_0fab27b577fdcab52c4b9f1a,houses_moderately_damaged,idn.13.1303,2024-01-01,2024-12-31,annual,3,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1303; source_geography_name=KABUPATEN SOLOK; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_28c107dd25d2ec459ac5746d,houses_moderately_damaged,idn.13.1304,2024-01-01,2024-12-31,annual,0,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1304; source_geography_name=KABUPATEN SIJUNJUNG; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_811a1020d558fd096f23784a,houses_moderately_damaged,idn.13.1305,2024-01-01,2024-12-31,annual,51,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1305; source_geography_name=KABUPATEN TANAH DATAR; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_54896a6a0118f7d412c067be,houses_moderately_damaged,idn.13.1306,2024-01-01,2024-12-31,annual,71,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1306; source_geography_name=KABUPATEN PADANG PARIAMAN; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_5642b39b08bcf10b594e1ecd,houses_moderately_damaged,idn.13.1307,2024-01-01,2024-12-31,annual,46,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1307; source_geography_name=KABUPATEN AGAM; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_d5ffe555fa6cef5078c36487,houses_moderately_damaged,idn.13.1308,2024-01-01,2024-12-31,annual,6,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1308; source_geography_name=KABUPATEN LIMA PULUH KOTA; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_00656fb0bcd49d86fec391c8,houses_moderately_damaged,idn.13.1309,2024-01-01,2024-12-31,annual,0,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1309; source_geography_name=KABUPATEN PASAMAN; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_36367431d22e88e7283bb617,houses_moderately_damaged,idn.13.1310,2024-01-01,2024-12-31,annual,26,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1310; source_geography_name=KABUPATEN SOLOK SELATAN; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_ecebb29dca6ea4ae19d584fd,houses_moderately_damaged,idn.13.1311,2024-01-01,2024-12-31,annual,608,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1311; source_geography_name=KABUPATEN DHARMASRAYA; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_22695a28181c5445ae618acf,houses_moderately_damaged,idn.13.1312,2024-01-01,2024-12-31,annual,7,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1312; source_geography_name=KABUPATEN PASAMAN BARAT; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_544b6abb32b80259d3e726ef,houses_moderately_damaged,idn.13.1371,2024-01-01,2024-12-31,annual,3,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1371; source_geography_name=KOTA PADANG; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_c4183bfad0c6984f0d69005f,houses_moderately_damaged,idn.13.1372,2024-01-01,2024-12-31,annual,0,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1372; source_geography_name=KOTA SOLOK; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_0bc9aa4cfd84a8f8f26d342c,houses_moderately_damaged,idn.13.1373,2024-01-01,2024-12-31,annual,4,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1373; source_geography_name=KOTA SAWAHLUNTO; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_ff53e34f8f6e31d912087e19,houses_moderately_damaged,idn.13.1374,2024-01-01,2024-12-31,annual,0,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1374; source_geography_name=KOTA PADANG PANJANG; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_2db843afe1e9035266803cff,houses_moderately_damaged,idn.13.1375,2024-01-01,2024-12-31,annual,0,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1375; source_geography_name=KOTA BUKITTINGGI; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_69e2df875a105a22bfd83974,houses_moderately_damaged,idn.13.1376,2024-01-01,2024-12-31,annual,22,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1376; source_geography_name=KOTA PAYAKUMBUH; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_8d5ae05a89342a19ef770f90,houses_moderately_damaged,idn.13.1377,2024-01-01,2024-12-31,annual,2,housing_units,observed,bpbdprov_391582da56d97f0abd7efe06,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1377; source_geography_name=KOTA PARIAMAN; source_column=Rumah Rusak Sedang; missing_values_inferred=false
bpbdimpactobs_625a69adfb5bc6e5350e190e,injured_or_sick_people,idn.13.1301,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1301; source_geography_name=KABUPATEN KEPULAUAN MENTAWAI; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_70b5fccdf0c04c92efd39772,injured_or_sick_people,idn.13.1302,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1302; source_geography_name=KABUPATEN PESISIR SELATAN; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_6356e75f4cadc67a6344d7e8,injured_or_sick_people,idn.13.1303,2024-01-01,2024-12-31,annual,25,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1303; source_geography_name=KABUPATEN SOLOK; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_f93ecb02da4a845a30e88af5,injured_or_sick_people,idn.13.1304,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1304; source_geography_name=KABUPATEN SIJUNJUNG; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_39f18c5a68e329983ae9ee23,injured_or_sick_people,idn.13.1305,2024-01-01,2024-12-31,annual,2,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1305; source_geography_name=KABUPATEN TANAH DATAR; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_462e982fe10e37553a9eb4a3,injured_or_sick_people,idn.13.1306,2024-01-01,2024-12-31,annual,4,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1306; source_geography_name=KABUPATEN PADANG PARIAMAN; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_91fbb1d225f9f7375f14fcfb,injured_or_sick_people,idn.13.1307,2024-01-01,2024-12-31,annual,26,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1307; source_geography_name=KABUPATEN AGAM; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_ca0082253f2c776fb0e752ad,injured_or_sick_people,idn.13.1308,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1308; source_geography_name=KABUPATEN LIMA PULUH KOTA; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_aa859859894ae6c171f92d38,injured_or_sick_people,idn.13.1309,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1309; source_geography_name=KABUPATEN PASAMAN; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_7a4dcfc8e44bf23b0146bd93,injured_or_sick_people,idn.13.1310,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1310; source_geography_name=KABUPATEN SOLOK SELATAN; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_11a777460934c93a8d3c83c5,injured_or_sick_people,idn.13.1311,2024-01-01,2024-12-31,annual,5,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1311; source_geography_name=KABUPATEN DHARMASRAYA; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_e484f0c124607b40bff671b6,injured_or_sick_people,idn.13.1312,2024-01-01,2024-12-31,annual,2,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1312; source_geography_name=KABUPATEN PASAMAN BARAT; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_84f8162b0b01d5b2a15cb651,injured_or_sick_people,idn.13.1371,2024-01-01,2024-12-31,annual,6,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1371; source_geography_name=KOTA PADANG; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_c919bd27f8e2848aef505d28,injured_or_sick_people,idn.13.1372,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1372; source_geography_name=KOTA SOLOK; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_1ac4758386c7a0a6631ffc49,injured_or_sick_people,idn.13.1373,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1373; source_geography_name=KOTA SAWAHLUNTO; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_28c3cb97584c2588e9b19797,injured_or_sick_people,idn.13.1374,2024-01-01,2024-12-31,annual,1,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1374; source_geography_name=KOTA PADANG PANJANG; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_7b8bca91f3c8d80ec2530bd7,injured_or_sick_people,idn.13.1375,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1375; source_geography_name=KOTA BUKITTINGGI; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_5a33e1fda32548a566bc5fee,injured_or_sick_people,idn.13.1376,2024-01-01,2024-12-31,annual,1,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1376; source_geography_name=KOTA PAYAKUMBUH; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_eb6c2b692e588d6198dbfacb,injured_or_sick_people,idn.13.1377,2024-01-01,2024-12-31,annual,1,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1377; source_geography_name=KOTA PARIAMAN; source_column=Luka/Sakit; missing_values_inferred=false
bpbdimpactobs_858fba53abdc585b766f6fd8,missing_people,idn.13.1301,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1301; source_geography_name=KABUPATEN KEPULAUAN MENTAWAI; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_ec5bc4a43153890d1cf3cc5a,missing_people,idn.13.1302,2024-01-01,2024-12-31,annual,5,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1302; source_geography_name=KABUPATEN PESISIR SELATAN; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_102e15e7d77c138ac0d1de03,missing_people,idn.13.1303,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1303; source_geography_name=KABUPATEN SOLOK; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_3fb1a92030d6e16caee5ca64,missing_people,idn.13.1304,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1304; source_geography_name=KABUPATEN SIJUNJUNG; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_361ef5778a8391248de653c6,missing_people,idn.13.1305,2024-01-01,2024-12-31,annual,10,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1305; source_geography_name=KABUPATEN TANAH DATAR; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_241fabec02341081e86a345e,missing_people,idn.13.1306,2024-01-01,2024-12-31,annual,4,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1306; source_geography_name=KABUPATEN PADANG PARIAMAN; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_e3f735c1dfea82ce5f4a5655,missing_people,idn.13.1307,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1307; source_geography_name=KABUPATEN AGAM; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_ae0726bb6b04299bd3604a11,missing_people,idn.13.1308,2024-01-01,2024-12-31,annual,1,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1308; source_geography_name=KABUPATEN LIMA PULUH KOTA; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_083780de7da9bdc9f47c745f,missing_people,idn.13.1309,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1309; source_geography_name=KABUPATEN PASAMAN; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_3d72a511613c04400d4658bc,missing_people,idn.13.1310,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1310; source_geography_name=KABUPATEN SOLOK SELATAN; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_afb821467cb8080a3e3da151,missing_people,idn.13.1311,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1311; source_geography_name=KABUPATEN DHARMASRAYA; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_4488e301067065567285df8b,missing_people,idn.13.1312,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1312; source_geography_name=KABUPATEN PASAMAN BARAT; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_c78c8018d91456cf8e66441f,missing_people,idn.13.1371,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1371; source_geography_name=KOTA PADANG; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_7e71e9ff665a2e41df044fe4,missing_people,idn.13.1372,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1372; source_geography_name=KOTA SOLOK; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_68c96a7abed917ed2cb5476b,missing_people,idn.13.1373,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1373; source_geography_name=KOTA SAWAHLUNTO; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_656fb0d06d0054b56c801683,missing_people,idn.13.1374,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1374; source_geography_name=KOTA PADANG PANJANG; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_661be73a6709d34c022ede42,missing_people,idn.13.1375,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1375; source_geography_name=KOTA BUKITTINGGI; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_f58f84cb6a23a29f09605f29,missing_people,idn.13.1376,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1376; source_geography_name=KOTA PAYAKUMBUH; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_bc525e09710732d16e5580b1,missing_people,idn.13.1377,2024-01-01,2024-12-31,annual,0,people,observed,bpbdprov_4698d57b104a9dc21a24906c,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1377; source_geography_name=KOTA PARIAMAN; source_column=Hilang; missing_values_inferred=false
bpbdimpactobs_05112222522e8a282ec6da48,office_facilities_affected,idn.13.1301,2024-01-01,2024-12-31,annual,0,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1301; source_geography_name=KABUPATEN KEPULAUAN MENTAWAI; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_83ecb9e253cfcd026e003637,office_facilities_affected,idn.13.1302,2024-01-01,2024-12-31,annual,1,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1302; source_geography_name=KABUPATEN PESISIR SELATAN; source_column=Fasilitas Kantor; missing_values_inferred=false
bpbdimpactobs_87c51bdd7729dbe3bd266126,office_facilities_affected,idn.13.1303,2024-01-01,2024-12-31,annual,1,facilities,observed,bpbdprov_5c1e682a7d4d01cc5be8940e,false,,BPBD/Pusdalops 2024 published table,,source_geography_code=1303; source_geography_name=KABUPATEN SOLOK; source_column=Fasilitas Kantor; missing_values_inferred=false
