indicator_id,hierarchical_trajectory_qualified,hierarchical_rmse,hierarchical_mae,independent_ols_rmse,independent_ols_mae,rmse_improvement_vs_independent_ols,mae_improvement_vs_independent_ols,shared_slope_per_year,persistent_increase_count,persistent_decrease_count,robust_trajectory_count
expected_years_schooling,False,0.11792746665751899,0.09009715655301444,0.1179880011289278,0.09009499070859339,6.053447140880186e-05,-2.165844421045393e-06,0.07424812030075079,0,0,0
mean_years_schooling,False,0.11939307072058693,0.09525732108350114,0.11973065712357217,0.09406925421424157,0.00033758640298524323,-0.0011880668692595686,0.10877192982456105,0,0,0
labor_force_participation,True,2.1745798988849803,1.7343664717944478,2.2224517695260113,1.7639868067022633,0.047871870641031045,0.02962033490781546,0.4891979949874689,17,0,17
unemployment_rate,True,0.9133821761823658,0.6517089787030113,0.9433569396392535,0.6693881825703891,0.029974763456887654,0.01767920386737787,-0.07718045112781956,5,11,16
poverty_rate,False,0.329988547376552,0.2608348820175277,0.3281090310069135,0.2595944398239665,-0.0018795163696384565,-0.0012404421935611754,-0.14476817042606485,0,0,0
real_grdp_growth,True,2.891504710331939,1.9637148880982833,2.918693053225795,1.9662150019597369,0.027188342893856188,0.0025001138614535456,0.021942355889724322,0,0,0
rice_yield,True,0.34336922905243245,0.26651451318784514,0.3529738419809365,0.27071631985430356,0.009604612928504064,0.004201806666458419,0.03405451127819542,10,3,13
