series_id,start_year,end_year,year_count,single_slope_mm_per_year,single_training_mae_mm,single_training_rmse_mm,selected_break_year,pre_segment_year_count,post_segment_year_count,pre_slope_mm_per_year,post_slope_mm_per_year,segmented_training_mae_mm,segmented_training_rmse_mm,outer_forecast_count,single_backtest_rmse_mm,single_backtest_mae_mm,segmented_backtest_rmse_mm,segmented_backtest_mae_mm,predictive_qualification_pass,rolling_median_break_year,rolling_break_q25_year,rolling_break_q75_year,rolling_break_within_3y_fraction,rolling_break_stability_pass,full_break_within_3y_of_rolling_median,pre_post_slopes_opposite_nonzero,pettitt_break_year,pettitt_k,pettitt_approx_p,pettitt_role,classification,public_claim_authorized,claim_type,station_observation_equivalence,climate_change_attribution_performed,causal_analysis_performed,historical_boundary_continuity_claimed,spatial_frame
sumbar_current_boundary_unweighted_mean_rainfall,1981,2025,45,9.45303388144044,326.1619560524099,452.60052959450576,1998,18,27,-43.69866423684211,9.953079730650135,296.56344197038163,415.30639541198957,20,402.6548582336686,343.1222863257704,420.1431113538848,333.38058141393884,False,1998.0,1992.0,1998.0,0.55,False,True,True,1998,222.0,0.08363061874097305,secondary_diagnostic_only,regime_shift_not_qualified,False,model_estimate_spatial_mean,False,False,False,False,fixed_current_boundary_june_2026
