geography_id,geography_name,omitted_year,full_period_slope_mm_per_year,leave_one_year_out_slope_mm_per_year,same_direction_as_full
idn.13.1306,Padang Pariaman,2001,13.25866127430556,13.01402321008403,True
idn.13.1306,Padang Pariaman,2002,13.25866127430556,13.10282199350649,True
idn.13.1306,Padang Pariaman,2003,13.25866127430556,13.381866089285719,True
idn.13.1306,Padang Pariaman,2004,13.25866127430556,13.25866127430556,True
idn.13.1306,Padang Pariaman,2005,13.25866127430556,13.292080930555572,True
idn.13.1306,Padang Pariaman,2006,13.25866127430556,13.25866127430556,True
idn.13.1306,Padang Pariaman,2007,13.25866127430556,13.10282199350649,True
idn.13.1306,Padang Pariaman,2008,13.25866127430556,13.01402321008403,True
idn.13.1306,Padang Pariaman,2009,13.25866127430556,13.381866089285719,True
idn.13.1306,Padang Pariaman,2010,13.25866127430556,12.421909681350112,True
idn.13.1306,Padang Pariaman,2011,13.25866127430556,13.615295796874975,True
idn.13.1306,Padang Pariaman,2012,13.25866127430556,12.421909681350112,True
idn.13.1306,Padang Pariaman,2013,13.25866127430556,12.421909681350112,True
idn.13.1306,Padang Pariaman,2014,13.25866127430556,13.381866089285719,True
idn.13.1306,Padang Pariaman,2015,13.25866127430556,14.571817782882883,True
idn.13.1306,Padang Pariaman,2016,13.25866127430556,12.0850105327381,True
idn.13.1306,Padang Pariaman,2017,13.25866127430556,12.421909681350112,True
idn.13.1306,Padang Pariaman,2018,13.25866127430556,13.381866089285719,True
idn.13.1306,Padang Pariaman,2019,13.25866127430556,15.524645226190472,True
idn.13.1306,Padang Pariaman,2020,13.25866127430556,13.32732334375002,True
idn.13.1306,Padang Pariaman,2021,13.25866127430556,11.917155503030298,True
idn.13.1306,Padang Pariaman,2022,13.25866127430556,11.105813542857128,True
idn.13.1306,Padang Pariaman,2023,13.25866127430556,14.740753185913178,True
idn.13.1306,Padang Pariaman,2024,13.25866127430556,11.302819219327727,True
idn.13.1306,Padang Pariaman,2025,13.25866127430556,13.381866089285719,True
idn.13.1307,Agam,1981,7.2699828243243285,8.343522357142847,True
idn.13.1307,Agam,1982,7.2699828243243285,6.068891622632581,True
idn.13.1307,Agam,1983,7.2699828243243285,6.752773212365559,True
idn.13.1307,Agam,1984,7.2699828243243285,8.568311727272704,True
idn.13.1307,Agam,1985,7.2699828243243285,7.637672691964285,True
idn.13.1307,Agam,1986,7.2699828243243285,8.343522357142847,True
idn.13.1307,Agam,1987,7.2699828243243285,8.281111944862158,True
idn.13.1307,Agam,1988,7.2699828243243285,8.343522357142847,True
idn.13.1307,Agam,1989,7.2699828243243285,7.4283896580645195,True
idn.13.1307,Agam,1990,7.2699828243243285,7.715609273809518,True
idn.13.1307,Agam,1991,7.2699828243243285,7.715609273809518,True
idn.13.1307,Agam,1992,7.2699828243243285,7.3711672243243225,True
idn.13.1307,Agam,1993,7.2699828243243285,6.7650474147465385,True
idn.13.1307,Agam,1994,7.2699828243243285,6.663375833333305,True
idn.13.1307,Agam,1995,7.2699828243243285,7.2699828243243285,True
idn.13.1307,Agam,1996,7.2699828243243285,6.876205718947382,True
idn.13.1307,Agam,1997,7.2699828243243285,6.7650474147465385,True
idn.13.1307,Agam,1998,7.2699828243243285,6.843882277931041,True
idn.13.1307,Agam,1999,7.2699828243243285,7.469260258064523,True
idn.13.1307,Agam,2000,7.2699828243243285,6.915886791068587,True
idn.13.1307,Agam,2001,7.2699828243243285,6.876205718947382,True
idn.13.1307,Agam,2002,7.2699828243243285,6.876205718947382,True
idn.13.1307,Agam,2003,7.2699828243243285,7.3711672243243225,True
idn.13.1307,Agam,2004,7.2699828243243285,6.915886791068587,True
idn.13.1307,Agam,2005,7.2699828243243285,6.843882277931041,True
idn.13.1307,Agam,2006,7.2699828243243285,7.4283896580645195,True
idn.13.1307,Agam,2007,7.2699828243243285,6.801450923645325,True
idn.13.1307,Agam,2008,7.2699828243243285,6.843882277931041,True
idn.13.1307,Agam,2009,7.2699828243243285,7.2699828243243285,True
idn.13.1307,Agam,2010,7.2699828243243285,6.801450923645325,True
idn.13.1307,Agam,2011,7.2699828243243285,7.528391656250009,True
idn.13.1307,Agam,2012,7.2699828243243285,6.7650474147465385,True
idn.13.1307,Agam,2013,7.2699828243243285,6.801450923645325,True
idn.13.1307,Agam,2014,7.2699828243243285,7.442387400000005,True
idn.13.1307,Agam,2015,7.2699828243243285,7.9585098750000025,True
idn.13.1307,Agam,2016,7.2699828243243285,6.5697069666666605,True
idn.13.1307,Agam,2017,7.2699828243243285,6.843882277931041,True
idn.13.1307,Agam,2018,7.2699828243243285,7.2699828243243285,True
idn.13.1307,Agam,2019,7.2699828243243285,8.343522357142847,True
idn.13.1307,Agam,2020,7.2699828243243285,7.528391656250009,True
idn.13.1307,Agam,2021,7.2699828243243285,6.915886791068587,True
idn.13.1307,Agam,2022,7.2699828243243285,5.950892475186108,True
idn.13.1307,Agam,2023,7.2699828243243285,7.758753488095242,True
idn.13.1307,Agam,2024,7.2699828243243285,5.950892475186108,True
idn.13.1307,Agam,2025,7.2699828243243285,7.514393914314524,True
idn.13.1308,Lima Puluh Kota,1981,11.442208167857132,11.739588520202012,True
idn.13.1308,Lima Puluh Kota,1982,11.442208167857132,10.243126552631566,True
idn.13.1308,Lima Puluh Kota,1983,11.442208167857132,10.775514965641019,True
idn.13.1308,Lima Puluh Kota,1984,11.442208167857132,12.896507523504278,True
idn.13.1308,Lima Puluh Kota,1985,11.442208167857132,12.345276125000012,True
idn.13.1308,Lima Puluh Kota,1986,11.442208167857132,12.383611932500008,True
idn.13.1308,Lima Puluh Kota,1987,11.442208167857132,10.850552256410257,True
idn.13.1308,Lima Puluh Kota,1988,11.442208167857132,12.297931125000003,True
idn.13.1308,Lima Puluh Kota,1989,11.442208167857132,11.771202447317998,True
idn.13.1308,Lima Puluh Kota,1990,11.442208167857132,11.337957931746024,True
idn.13.1308,Lima Puluh Kota,1991,11.442208167857132,11.686073462662339,True
idn.13.1308,Lima Puluh Kota,1992,11.442208167857132,11.739588520202012,True
idn.13.1308,Lima Puluh Kota,1993,11.442208167857132,10.878203119658114,True
idn.13.1308,Lima Puluh Kota,1994,11.442208167857132,10.54555535071428,True
idn.13.1308,Lima Puluh Kota,1995,11.442208167857132,11.632513636904758,True
idn.13.1308,Lima Puluh Kota,1996,11.442208167857132,11.343294352380951,True
idn.13.1308,Lima Puluh Kota,1997,11.442208167857132,10.850552256410257,True
idn.13.1308,Lima Puluh Kota,1998,11.442208167857132,10.878203119658114,True
idn.13.1308,Lima Puluh Kota,1999,11.442208167857132,11.771202447317998,True
idn.13.1308,Lima Puluh Kota,2000,11.442208167857132,11.343294352380951,True
idn.13.1308,Lima Puluh Kota,2001,11.442208167857132,11.550587458333322,True
idn.13.1308,Lima Puluh Kota,2002,11.442208167857132,11.343294352380951,True
idn.13.1308,Lima Puluh Kota,2003,11.442208167857132,11.283422198412698,True
idn.13.1308,Lima Puluh Kota,2004,11.442208167857132,11.632513636904758,True
idn.13.1308,Lima Puluh Kota,2005,11.442208167857132,11.442208167857132,True
idn.13.1308,Lima Puluh Kota,2006,11.442208167857132,11.686073462662339,True
idn.13.1308,Lima Puluh Kota,2007,11.442208167857132,10.878203119658114,True
idn.13.1308,Lima Puluh Kota,2008,11.442208167857132,10.850552256410257,True
idn.13.1308,Lima Puluh Kota,2009,11.442208167857132,11.442208167857132,True
idn.13.1308,Lima Puluh Kota,2010,11.442208167857132,10.850552256410257,True
idn.13.1308,Lima Puluh Kota,2011,11.442208167857132,11.686073462662339,True
idn.13.1308,Lima Puluh Kota,2012,11.442208167857132,10.54555535071428,True
idn.13.1308,Lima Puluh Kota,2013,11.442208167857132,10.850552256410257,True
idn.13.1308,Lima Puluh Kota,2014,11.442208167857132,12.297931125000003,True
idn.13.1308,Lima Puluh Kota,2015,11.442208167857132,12.362395562500023,True
idn.13.1308,Lima Puluh Kota,2016,11.442208167857132,11.550587458333322,True
idn.13.1308,Lima Puluh Kota,2017,11.442208167857132,10.156934972488026,True
idn.13.1308,Lima Puluh Kota,2018,11.442208167857132,11.787408895030424,True
idn.13.1308,Lima Puluh Kota,2019,11.442208167857132,12.587176956410257,True
idn.13.1308,Lima Puluh Kota,2020,11.442208167857132,12.358971187500007,True
idn.13.1308,Lima Puluh Kota,2021,11.442208167857132,11.771202447317998,True
idn.13.1308,Lima Puluh Kota,2022,11.442208167857132,9.422868838541664,True
idn.13.1308,Lima Puluh Kota,2023,11.442208167857132,11.550587458333322,True
idn.13.1308,Lima Puluh Kota,2024,11.442208167857132,10.156934972488026,True
idn.13.1308,Lima Puluh Kota,2025,11.442208167857132,9.842264590460534,True
