expansion_row_id,expansion_series_id,indicator_id,canonical_promotion_status,claim_type,source_id,domain,retrieved_at_utc,bps_last_update,bps_var_id,bps_var_label,bps_var_unit,bps_var_decimal,bps_var_definition,bps_var_note,bps_subject,bps_th_id,bps_th_label,bps_turth_id,bps_turth_label,source_geography_dimension,source_geography_id,source_geography_label,canonical_geography_id,geography_mapping_status,selected_vervar_id,selected_vervar_label,selected_turvar_id,selected_turvar_label,raw_value,denominator_raw_value,transform,source_key,denominator_source_key,source_snapshot,source_snapshot_sha256
bpsexp_31009734c236a623e09350f2,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,124,2024,0,Tahun,vervar,1309,Kab.Pasaman,idn.13.1309,qualified_current_code,1309,Kab.Pasaman,0,Tidak ada,0.217,,identity,13098301240,,var-83-2024.json,4d174be861844b9d396f90bc321ad8d6e5623cb7a81b0bac9c0a91381e106e95
bpsexp_357d355ca3a50c964e566993,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,122,2022,0,Tahun,vervar,1310,Kab.Solok Selatan,idn.13.1310,qualified_current_code,1310,Kab.Solok Selatan,0,Tidak ada,0.253,,identity,13108301220,,var-83-2022.json,f9d090d628c4f62778543e48cc5d4ac2a9848e5fc8e21e2ecaeea5ec0cc0e565
bpsexp_3960ad774ad4a25ba9fa216b,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,118,2018,0,Tahun,vervar,1377,Kota Pariaman,idn.13.1377,qualified_current_code,1377,Kota Pariaman,0,Tidak ada,0.316,,identity,13778301180,,var-83-2018.json,783e2be3cc4be7cbd9235895834a0ceab5401f3aebda402a0248e6085cb204dd
bpsexp_39c960e79d0c8d66ef2c0c54,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,121,2021,0,Tahun,vervar,1306,Kab.Padang Pariaman,idn.13.1306,qualified_current_code,1306,Kab.Padang Pariaman,0,Tidak ada,0.269,,identity,13068301210,,var-83-2021.json,17a5f03dfc16e7d6f3d315289a996211817c9e4886cb2a23dad76ae4be96d450
bpsexp_3ac5c47861f745a5d3843455,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,120,2020,0,Tahun,vervar,1377,Kota Pariaman,idn.13.1377,qualified_current_code,1377,Kota Pariaman,0,Tidak ada,0.31,,identity,13778301200,,var-83-2020.json,4f257ccd587771d8c5d9229f7514402734ff45250af010879e09a7011480aa84
bpsexp_3d868e3391c29b96bb6a85b3,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,118,2018,0,Tahun,vervar,1311,Kab.Dharmasraya,idn.13.1311,qualified_current_code,1311,Kab.Dharmasraya,0,Tidak ada,0.264,,identity,13118301180,,var-83-2018.json,783e2be3cc4be7cbd9235895834a0ceab5401f3aebda402a0248e6085cb204dd
bpsexp_3df5ff94dd6808755a3d0e35,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,122,2022,0,Tahun,vervar,1309,Kab.Pasaman,idn.13.1309,qualified_current_code,1309,Kab.Pasaman,0,Tidak ada,0.23,,identity,13098301220,,var-83-2022.json,f9d090d628c4f62778543e48cc5d4ac2a9848e5fc8e21e2ecaeea5ec0cc0e565
bpsexp_3f4eea99c7d4f0d6aae7bf1f,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,121,2021,0,Tahun,vervar,1308,Kab.Lima Puluh Kota,idn.13.1308,qualified_current_code,1308,Kab.Lima Puluh Kota,0,Tidak ada,0.244,,identity,13088301210,,var-83-2021.json,17a5f03dfc16e7d6f3d315289a996211817c9e4886cb2a23dad76ae4be96d450
bpsexp_419147262da15e82f99aaad7,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,118,2018,0,Tahun,vervar,1310,Kab.Solok Selatan,idn.13.1310,qualified_current_code,1310,Kab.Solok Selatan,0,Tidak ada,0.309,,identity,13108301180,,var-83-2018.json,783e2be3cc4be7cbd9235895834a0ceab5401f3aebda402a0248e6085cb204dd
bpsexp_421b8a333d0b653ad30ef299,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,124,2024,0,Tahun,vervar,1376,Kota Payakumbuh,idn.13.1376,qualified_current_code,1376,Kota Payakumbuh,0,Tidak ada,0.313,,identity,13768301240,,var-83-2024.json,4d174be861844b9d396f90bc321ad8d6e5623cb7a81b0bac9c0a91381e106e95
bpsexp_437c6c2e42855d953e1b3b62,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,121,2021,0,Tahun,vervar,1310,Kab.Solok Selatan,idn.13.1310,qualified_current_code,1310,Kab.Solok Selatan,0,Tidak ada,0.277,,identity,13108301210,,var-83-2021.json,17a5f03dfc16e7d6f3d315289a996211817c9e4886cb2a23dad76ae4be96d450
bpsexp_4383705ecb9c2413e9faae9e,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,123,2023,0,Tahun,vervar,1312,Kab.Pasaman Barat,idn.13.1312,qualified_current_code,1312,Kab.Pasaman Barat,0,Tidak ada,0.238,,identity,13128301230,,var-83-2023.json,851bacb2cf1763efa338f2a2bd875dbaa07e6a4906c374000b1d1870c3e6e757
bpsexp_4537463f63fc49bd633fef41,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,123,2023,0,Tahun,vervar,1304,Kab.Sijunjung,idn.13.1304,qualified_current_code,1304,Kab.Sijunjung,0,Tidak ada,0.263,,identity,13048301230,,var-83-2023.json,851bacb2cf1763efa338f2a2bd875dbaa07e6a4906c374000b1d1870c3e6e757
bpsexp_47964a8bb6269ca267a065df,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,122,2022,0,Tahun,vervar,1372,Kota Solok,idn.13.1372,qualified_current_code,1372,Kota Solok,0,Tidak ada,0.288,,identity,13728301220,,var-83-2022.json,f9d090d628c4f62778543e48cc5d4ac2a9848e5fc8e21e2ecaeea5ec0cc0e565
bpsexp_4918ac9c1498b0f1c6d4256d,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,118,2018,0,Tahun,vervar,1376,Kota Payakumbuh,idn.13.1376,qualified_current_code,1376,Kota Payakumbuh,0,Tidak ada,0.302,,identity,13768301180,,var-83-2018.json,783e2be3cc4be7cbd9235895834a0ceab5401f3aebda402a0248e6085cb204dd
bpsexp_4bca10f8eb10ce9b313e8ee5,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,118,2018,0,Tahun,vervar,1312,Kab.Pasaman Barat,idn.13.1312,qualified_current_code,1312,Kab.Pasaman Barat,0,Tidak ada,0.29,,identity,13128301180,,var-83-2018.json,783e2be3cc4be7cbd9235895834a0ceab5401f3aebda402a0248e6085cb204dd
bpsexp_50be2ea83c8af24172e70d11,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,118,2018,0,Tahun,vervar,1305,Kab.Tanah Datar,idn.13.1305,qualified_current_code,1305,Kab.Tanah Datar,0,Tidak ada,0.288,,identity,13058301180,,var-83-2018.json,783e2be3cc4be7cbd9235895834a0ceab5401f3aebda402a0248e6085cb204dd
bpsexp_54627b7df4a7334edeb12528,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,118,2018,0,Tahun,vervar,1309,Kab.Pasaman,idn.13.1309,qualified_current_code,1309,Kab.Pasaman,0,Tidak ada,0.266,,identity,13098301180,,var-83-2018.json,783e2be3cc4be7cbd9235895834a0ceab5401f3aebda402a0248e6085cb204dd
bpsexp_5474da1c6a62679f51f49041,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,120,2020,0,Tahun,vervar,1307,Kab.Agam,idn.13.1307,qualified_current_code,1307,Kab.Agam,0,Tidak ada,0.278,,identity,13078301200,,var-83-2020.json,4f257ccd587771d8c5d9229f7514402734ff45250af010879e09a7011480aa84
bpsexp_561cf708fb53018ddf376bf0,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,123,2023,0,Tahun,vervar,1302,Kab.Pesisir Selatan,idn.13.1302,qualified_current_code,1302,Kab.Pesisir Selatan,0,Tidak ada,0.259,,identity,13028301230,,var-83-2023.json,851bacb2cf1763efa338f2a2bd875dbaa07e6a4906c374000b1d1870c3e6e757
bpsexp_5711062428ab60c93b218321,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,125,2025,0,Tahun,vervar,1312,Kab.Pasaman Barat,idn.13.1312,qualified_current_code,1312,Kab.Pasaman Barat,0,Tidak ada,0.257,,identity,13128301250,,var-83-2025.json,3b8e6ef917e238726223a38d0e7c040bdbc6ddaaa3110bffd08502b0f2da58cd
bpsexp_5afbefa5f4151b646db3c3e4,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,123,2023,0,Tahun,vervar,1309,Kab.Pasaman,idn.13.1309,qualified_current_code,1309,Kab.Pasaman,0,Tidak ada,0.243,,identity,13098301230,,var-83-2023.json,851bacb2cf1763efa338f2a2bd875dbaa07e6a4906c374000b1d1870c3e6e757
bpsexp_5b26f44d55d91318ee0e817a,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,122,2022,0,Tahun,vervar,1373,Kota Sawahlunto,idn.13.1373,qualified_current_code,1373,Kota Sawahlunto,0,Tidak ada,0.314,,identity,13738301220,,var-83-2022.json,f9d090d628c4f62778543e48cc5d4ac2a9848e5fc8e21e2ecaeea5ec0cc0e565
bpsexp_5c6209bce7166f1adda34004,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,122,2022,0,Tahun,vervar,1376,Kota Payakumbuh,idn.13.1376,qualified_current_code,1376,Kota Payakumbuh,0,Tidak ada,0.311,,identity,13768301220,,var-83-2022.json,f9d090d628c4f62778543e48cc5d4ac2a9848e5fc8e21e2ecaeea5ec0cc0e565
bpsexp_5d5514a9ce9320c794ac7890,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,120,2020,0,Tahun,vervar,1302,Kab.Pesisir Selatan,idn.13.1302,qualified_current_code,1302,Kab.Pesisir Selatan,0,Tidak ada,0.264,,identity,13028301200,,var-83-2020.json,4f257ccd587771d8c5d9229f7514402734ff45250af010879e09a7011480aa84
bpsexp_645eae111c042229c5b1fbee,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,119,2019,0,Tahun,vervar,1308,Kab.Lima Puluh Kota,idn.13.1308,qualified_current_code,1308,Kab.Lima Puluh Kota,0,Tidak ada,0.238,,identity,13088301190,,var-83-2019.json,c9b021a2d7f7632bd6ae8f52cf51e818a5cf9d4669318e0dd6cd04ccbd0665d0
bpsexp_64b4294f68d495221452f099,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,123,2023,0,Tahun,vervar,1377,Kota Pariaman,idn.13.1377,qualified_current_code,1377,Kota Pariaman,0,Tidak ada,0.289,,identity,13778301230,,var-83-2023.json,851bacb2cf1763efa338f2a2bd875dbaa07e6a4906c374000b1d1870c3e6e757
bpsexp_68ae2e3b15cf683ae2c5cce0,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,124,2024,0,Tahun,vervar,1308,Kab.Lima Puluh Kota,idn.13.1308,qualified_current_code,1308,Kab.Lima Puluh Kota,0,Tidak ada,0.22,,identity,13088301240,,var-83-2024.json,4d174be861844b9d396f90bc321ad8d6e5623cb7a81b0bac9c0a91381e106e95
bpsexp_69086c24c4a38ca0a1b713eb,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,119,2019,0,Tahun,vervar,1304,Kab.Sijunjung,idn.13.1304,qualified_current_code,1304,Kab.Sijunjung,0,Tidak ada,0.293,,identity,13048301190,,var-83-2019.json,c9b021a2d7f7632bd6ae8f52cf51e818a5cf9d4669318e0dd6cd04ccbd0665d0
bpsexp_6c3c1804f9a25bbf083c352a,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,124,2024,0,Tahun,vervar,1310,Kab.Solok Selatan,idn.13.1310,qualified_current_code,1310,Kab.Solok Selatan,0,Tidak ada,0.313,,identity,13108301240,,var-83-2024.json,4d174be861844b9d396f90bc321ad8d6e5623cb7a81b0bac9c0a91381e106e95
bpsexp_6df36ff6f26548257e0568ec,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,125,2025,0,Tahun,vervar,1301,Kab.Kep.Mentawai,idn.13.1301,qualified_current_code,1301,Kab.Kep.Mentawai,0,Tidak ada,0.291,,identity,13018301250,,var-83-2025.json,3b8e6ef917e238726223a38d0e7c040bdbc6ddaaa3110bffd08502b0f2da58cd
bpsexp_71c3aa340fb89a7795ef4b86,inequality_gini,gini_ratio,canonical_ready_province_only,observed,bps_webapi,1300,2026-08-15T16:51:45+00:00,2026-02-28 01:15:11,83,Gini Ratio Menurut Kabupaten/Kota di Sumatera Barat,,3,,"Tahun 1996,1999, 2022, 2025 Susenas dilaksanakan dalam 3 (tiga) tahunan dan datanya tersedia untuk Sumatera Barat.
Mulai Tahun 2007 telah dilakukan setiap tahun dan tersedia data Kabupaten/Kota. <br/> Sumber: BPS, Survei Sosial Ekonomi Nasional",Kemiskinan dan Ketimpangan,120,2020,0,Tahun,vervar,1304,Kab.Sijunjung,idn.13.1304,qualified_current_code,1304,Kab.Sijunjung,0,Tidak ada,0.269,,identity,13048301200,,var-83-2020.json,4f257ccd587771d8c5d9229f7514402734ff45250af010879e09a7011480aa84
