candidate_id,indicator_id,geography_id,bps_code,canonical_name,year,value,unit,claim_type,methodology_regime,source_var_id,source_vervar_id,source_reference_period,raw_snapshot_path,raw_snapshot_sha256
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1309,1309,Pasaman,2021,82.57,percent,observed,susenas_sdgs_adequate_drinking_water,352,1309,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1310,1310,Solok Selatan,2021,81.01,percent,observed,susenas_sdgs_adequate_drinking_water,352,1310,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1311,1311,Dharmasraya,2021,70.27,percent,observed,susenas_sdgs_adequate_drinking_water,352,1311,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1312,1312,Pasaman Barat,2021,81.47,percent,observed,susenas_sdgs_adequate_drinking_water,352,1312,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1371,1371,Padang,2021,95.52,percent,observed,susenas_sdgs_adequate_drinking_water,352,1371,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1372,1372,Solok,2021,96.55,percent,observed,susenas_sdgs_adequate_drinking_water,352,1372,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1373,1373,Sawahlunto,2021,88.27,percent,observed,susenas_sdgs_adequate_drinking_water,352,1373,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1374,1374,Padang Panjang,2021,98.45,percent,observed,susenas_sdgs_adequate_drinking_water,352,1374,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1375,1375,Bukittinggi,2021,97.05,percent,observed,susenas_sdgs_adequate_drinking_water,352,1375,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1376,1376,Payakumbuh,2021,99.43,percent,observed,susenas_sdgs_adequate_drinking_water,352,1376,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1377,1377,Pariaman,2021,97.69,percent,observed,susenas_sdgs_adequate_drinking_water,352,1377,2021,data/processed/bps/m28_stage2b_full_history/var-352/2021.json,528887b3e18c52ac92404edf089757f0316bfd5ec316a8032131e0583f134621
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1301,1301,Kepulauan Mentawai,2022,63.21,percent,observed,susenas_sdgs_adequate_drinking_water,352,1301,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1302,1302,Pesisir Selatan,2022,85.83,percent,observed,susenas_sdgs_adequate_drinking_water,352,1302,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1303,1303,Solok,2022,81.02,percent,observed,susenas_sdgs_adequate_drinking_water,352,1303,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1304,1304,Sijunjung,2022,70.27,percent,observed,susenas_sdgs_adequate_drinking_water,352,1304,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1305,1305,Tanah Datar,2022,87.8,percent,observed,susenas_sdgs_adequate_drinking_water,352,1305,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1306,1306,Padang Pariaman,2022,88.22,percent,observed,susenas_sdgs_adequate_drinking_water,352,1306,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
safe_drinking_water_access,adequate_drinking_water_access,idn.13.1307,1307,Agam,2022,92.8,percent,observed,susenas_sdgs_adequate_drinking_water,352,1307,2022,data/processed/bps/m28_stage2b_full_history/var-352/2022.json,c15f2ec8dce10b39ffe4c71077e5d1b65dced253a1371c621183803afb1c9070
