candidate_id,bps_var_id,pilot_year,resolved_th_id,selected_turvar_id,selected_turvar_label,selected_turth_id,provisional_claim_type,mapped_geography_count,missing_geography_codes,selector_present,turth_present,period_present,datacontent_key_count,expected_key_count,unexpected_key_count,source_title,source_unit,source_last_update,classification,error,redacted_structure_path,redacted_structure_sha256
real_grdp_per_capita_2010,169,2024,124,31,Harga Konstan 2010,0,observed_source_published,0,1301|1302|1303|1304|1305|1306|1307|1308|1309|1310|1311|1312|1371|1372|1373|1374|1375|1376|1377,True,True,True,21,21,0,[Seri 2010] Produk Domestik Regional Bruto per Kapita Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Ribu Rupiah,2025-02-28 05:26:10,held_structure_pilot_failed,,data/processed/bps/m28_stage1b_structure/var-169-2024-structure.json,ebddded293790fc4333b63731d9acf404eabe2221d32634eaa9d6dbe160ce54f
morbidity_rate,547,2024,124,,,0,observed,19,,True,True,True,20,20,0,Angka Kesakitan/Morbiditas Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,2024-12-19 03:14:37,structure_pilot_pass,,data/processed/bps/m28_stage1b_structure/var-547-2024-structure.json,450e54381365b88baf9d5709e0732905acce8de8413695df60e074e1d5d90699
jkn_coverage,763,2024,124,,,0,observed,19,,True,True,True,20,20,0,Cakupan Kepesertaan Jaminan Kesehatan Nasional Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,2026-05-20 03:53:12,structure_pilot_pass,,data/processed/bps/m28_stage1b_structure/var-763-2024-structure.json,d447433eb9b68d0a97591ac15165cfc3697ddf5e4105de1b4bebbd059f31040c
internet_access_age5plus,320,2024,124,595,Pernah Mengakses Internet,0,observed,19,,True,True,True,20,20,0,Persentase Penduduk Usia 5 Tahun Ke Atas yang Mengakses Internet dalam 3 Bulan Terakhir Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,2026-02-28 02:00:54,structure_pilot_pass,,data/processed/bps/m28_stage1b_structure/var-320-2024-structure.json,4589d907c3c66bad9a94eca4dc190f89707c91564a113db1fdddba251c840c3c
sanitation_access_adequate,341,2024,124,,,0,observed,19,,True,True,True,20,20,0,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sanitasi Layak Menurut Kabupaten/Kota,Persen,2026-04-07 01:43:31,structure_pilot_pass,,data/processed/bps/m28_stage1b_structure/var-341-2024-structure.json,d5740114c66025ebdf32bb23cfd58f947eebfaecbf0f0c6d10f8ad66ecc7ca00
safe_drinking_water_access,352,2024,124,,,0,observed,19,,True,True,True,20,20,0,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sumber Air Minum Layak Menurut Kabupaten/Kota,Persen,2026-04-07 02:07:20,structure_pilot_pass,,data/processed/bps/m28_stage1b_structure/var-352-2024-structure.json,31630b2b39875aecc7c39becf604a34a3f446bb021b8fe1e225340f9d4d5c9f0
dependency_ratio_projection,756,2024,124,,,0,model_estimate_projection,19,,True,True,True,20,20,0,[Proyeksi 2020-2035] Dependency Ratio Penduduk Menurut Kabupaten/Kota di Provinsi Sumatera Barat,,2025-04-28 11:21:27,structure_pilot_pass,,data/processed/bps/m28_stage1b_structure/var-756-2024-structure.json,28ee03303c8cd0be6770a12de0330acf8e70c2fc2da82ba47f08316b3d76a018
