geography_id,geography_name,year,event_time,real_grdp_constant_2000_million_rupiah,log_real_grdp,price_basis,unit,source_block,source_table,source_pdf_page,revision_status,source_internal_consistency_status
idn.13.1373,Kota Sawahlunto,2007,-2,458646.42,13.03603486539115,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1373,Kota Sawahlunto,2008,-1,474379.28,13.069762449489222,constant_2000,million_rupiah,preperiod_table22,22,97,revised,preperiod_level_source_qualified
idn.13.1373,Kota Sawahlunto,2009,0,494707.85,13.111722665292852,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,overlap_reconciled_growth_crosscheck_not_applied
idn.13.1373,Kota Sawahlunto,2010,1,519599.07,13.160812773938643,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,postperiod_level_growth_crosscheck_passed
idn.13.1373,Kota Sawahlunto,2011,2,550056.74,13.217776715524016,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,postperiod_level_growth_crosscheck_passed
idn.13.1373,Kota Sawahlunto,2012,3,582968.72,13.275888810376934,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,revised,postperiod_level_growth_crosscheck_passed
idn.13.1373,Kota Sawahlunto,2013,4,617979.14,13.33420998182484,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,preliminary,postperiod_level_growth_crosscheck_passed
idn.13.1374,Kota Padang Panjang,2005,-4,311166.4,12.648083096305614,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1374,Kota Padang Panjang,2006,-3,330172.93,12.707371826489762,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1374,Kota Padang Panjang,2007,-2,351227.59,12.769189696882997,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1374,Kota Padang Panjang,2008,-1,373245.04,12.829990426632632,constant_2000,million_rupiah,preperiod_table22,22,97,revised,preperiod_level_source_qualified
idn.13.1374,Kota Padang Panjang,2009,0,396828.98,12.891260686000175,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,overlap_reconciled_growth_crosscheck_not_applied
idn.13.1374,Kota Padang Panjang,2010,1,420842.59,12.950014147261237,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,postperiod_level_growth_crosscheck_passed
idn.13.1374,Kota Padang Panjang,2011,2,446700.28,13.009643134158908,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,postperiod_level_growth_crosscheck_passed
idn.13.1374,Kota Padang Panjang,2012,3,474561.42,13.070146330172676,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,revised,postperiod_level_growth_crosscheck_passed
idn.13.1374,Kota Padang Panjang,2013,4,503717.7,13.129771271080612,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,preliminary,postperiod_level_growth_crosscheck_passed
idn.13.1375,Kota Bukittinggi,2005,-4,762433.07,13.544270006561893,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1375,Kota Bukittinggi,2006,-3,809613.62,13.60431240049636,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1375,Kota Bukittinggi,2007,-2,862157.54,13.667193293967951,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1375,Kota Bukittinggi,2008,-1,918914.69,13.730948567866799,constant_2000,million_rupiah,preperiod_table22,22,97,revised,preperiod_level_source_qualified
idn.13.1375,Kota Bukittinggi,2009,0,969590.89,13.784629498625986,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,overlap_reconciled_growth_crosscheck_not_applied
idn.13.1375,Kota Bukittinggi,2010,1,1029155.1,13.844248732320708,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,postperiod_level_growth_crosscheck_passed
idn.13.1375,Kota Bukittinggi,2011,2,1039252.85,13.854012599473403,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,unspecified,postperiod_level_growth_internal_mismatch_unresolved
idn.13.1375,Kota Bukittinggi,2012,3,1163140.55,13.966634275445653,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,revised,postperiod_level_growth_internal_mismatch_unresolved
idn.13.1375,Kota Bukittinggi,2013,4,1235499.4,14.026985818777337,constant_2000,million_rupiah,postperiod_table13_1_2,13.1.2,413,preliminary,postperiod_level_growth_crosscheck_passed
idn.13.1376,Kota Payakumbuh,2005,-4,644369.03,13.376026868918979,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1376,Kota Payakumbuh,2006,-3,684222.31,13.43603815841876,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1376,Kota Payakumbuh,2007,-2,727773.48,13.497745124914267,constant_2000,million_rupiah,preperiod_table22,22,97,unspecified,preperiod_level_source_qualified
idn.13.1376,Kota Payakumbuh,2008,-1,774485.72,13.55995450096734,constant_2000,million_rupiah,preperiod_table22,22,97,revised,preperiod_level_source_qualified
