year,quarter,quarter_number,dataset_title,dataset_identifier,dataset_detail_url,listing_pages,release_date,modified_date,public_access_level,update_frequency,collection_frequency,collection_method,resource_name,resource_format,resource_transport_locator_count,resource_transport_locators,declared_expected_variable_count,declared_expected_variables,declared_expected_schema_complete,promotion_state,resource_file_downloaded,target_investment_values_inspected,investment_value_aggregation_performed
2016,II,2,Data Realisasi Investasi Triwulan II Tahun 2016,Data-realisasi-investasi-triwulan-ii-tahun-2016-9viQ5TO,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-ii-tahun-2016-9viQ5TO,9,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2016,III,3,Data Realisasi Investasi Triwulan III Tahun 2016,Data-realisasi-investasi-triwulan-iii-tahun-2016-1ECr7jF,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iii-tahun-2016-1ECr7jF,9,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2016,IV,4,Data Realisasi Investasi Triwulan IV Tahun 2016,Data-realisasi-investasi-triwulan-iv-tahun-2016-jwmY1RM,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iv-tahun-2016-jwmY1RM,9,29 November 2024,26 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2017,I,1,Data Realisasi Investasi Triwulan I Tahun 2017,Data-realisasi-investasi-triwulan-i-tahun-2017-LzO8DHT,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-i-tahun-2017-LzO8DHT,9,29 November 2024,26 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2017,II,2,Data Realisasi Investasi Triwulan II Tahun 2017,Data-realisasi-investasi-triwulan-ii-tahun-2017-ZrFL97N,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-ii-tahun-2017-ZrFL97N,9,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2017,III,3,Data Realisasi Investasi Triwulan III Tahun 2017,Data-realisasi-investasi-triwulan-iii-tahun-2017-8p2TRIL,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iii-tahun-2017-8p2TRIL,8,29 November 2024,26 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2017,IV,4,Data Realisasi Investasi Triwulan IV Tahun 2017,Data-realisasi-investasi-triwulan-iv-tahun-2017-KO8lKPd,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iv-tahun-2017-KO8lKPd,8,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2018,I,1,Data Realisasi Investasi Triwulan I Tahun 2018,Data-realisasi-investasi-triwulan-i-tahun-2018-3gA3OjM,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-i-tahun-2018-3gA3OjM,8,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2018,II,2,Data Realisasi Investasi Triwulan II Tahun 2018,Data-realisasi-investasi-triwulan-ii-tahun-2018-0iq9kfq,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-ii-tahun-2018-0iq9kfq,8,29 November 2024,26 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2018,III,3,Data Realisasi Investasi Triwulan III Tahun 2018,Data-realisasi-investasi-triwulan-iii-tahun-2018-Q2PSQlc,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iii-tahun-2018-Q2PSQlc,8,29 November 2024,26 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2018,IV,4,Data Realisasi Investasi Triwulan IV Tahun 2018,Data-realisasi-investasi-triwulan-iv-tahun-2018-F9M7bk9,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iv-tahun-2018-F9M7bk9,8,29 November 2024,26 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2019,I,1,Data Realisasi Investasi Triwulan I Tahun 2019,Data-realisasi-investasi-triwulan-i-tahun-2019-D9863Al,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-i-tahun-2019-D9863Al,8,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2019,II,2,Data Realisasi Investasi Triwulan II Tahun 2019,Data-realisasi-investasi-triwulan-ii-tahun-2019-pcqR17c,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-ii-tahun-2019-pcqR17c,8,29 November 2024,26 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2019,III,3,Data Realisasi Investasi Triwulan III Tahun 2019,Data-realisasi-investasi-triwulan-iii-tahun-2019-IH9wFIE,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iii-tahun-2019-IH9wFIE,8,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2019,IV,4,Data Realisasi Investasi Triwulan IV Tahun 2019,Data-realisasi-investasi-triwulan-iv-tahun-2019-X5Sqrn9,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iv-tahun-2019-X5Sqrn9,7,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2020,I,1,Data Realisasi Investasi Triwulan I Tahun 2020,Data-realisasi-investasi-triwulan-i-tahun-2020-AOB4ZBB,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-i-tahun-2020-AOB4ZBB,7,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2020,II,2,Data Realisasi Investasi Triwulan II Tahun 2020,Data-realisasi-investasi-triwulan-ii-tahun-2020-2D2ROx9,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-ii-tahun-2020-2D2ROx9,7,29 November 2024,26 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2020,III,3,Data Realisasi Investasi Triwulan III Tahun 2020,Data-realisasi-investasi-triwulan-iii-tahun-2020-8i2qwNr,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iii-tahun-2020-8i2qwNr,7,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2020,IV,4,Data Realisasi Investasi Triwulan IV Tahun 2020,Data-realisasi-investasi-triwulan-iv-tahun-2020-v3HNqaX,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iv-tahun-2020-v3HNqaX,7,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2021,I,1,Data Realisasi Investasi Triwulan I Tahun 2021,Data-realisasi-investasi-triwulan-i-tahun-2021-KtsYXpM,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-i-tahun-2021-KtsYXpM,7,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2021,II,2,Data Realisasi Investasi Triwulan II Tahun 2021,Data-realisasi-investasi-triwulan-ii-tahun-2021-WnE2Dzx,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-ii-tahun-2021-WnE2Dzx,7,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2021,III,3,Data Realisasi Investasi Triwulan III Tahun 2021,Data-realisasi-investasi-triwulan-iii-tahun-2021-kd1FbXw,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iii-tahun-2021-kd1FbXw,7,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2021,IV,4,Data Realisasi Investasi Triwulan IV Tahun 2021,Data-realisasi-investasi-triwulan-iv-tahun-2021-7ZQkG68,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iv-tahun-2021-7ZQkG68,7,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2022,I,1,Data Realisasi Investasi Triwulan I Tahun 2022,Data-realisasi-investasi-triwulan-i-tahun-2022-wRMSb3X,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-i-tahun-2022-wRMSb3X,6,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2022,II,2,Data Realisasi Investasi Triwulan II Tahun 2022,Data-realisasi-investasi-triwulan-ii-tahun-2022,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-ii-tahun-2022,6,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2022,III,3,Data Realisasi Investasi Triwulan III Tahun 2022,Data-realisasi-investasi-triwulan-iii-tahun-2022,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iii-tahun-2022,6,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2022,IV,4,Data Realisasi Investasi Triwulan IV Tahun 2022,Data-realisasi-investasi-triwulan-iv-tahun-2022-n28Sqxg,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iv-tahun-2022-n28Sqxg,6,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2023,I,1,Data Realisasi Investasi Triwulan I Tahun 2023,Data-realisasi-investasi-triwulan-i-tahun-2023-6pOYjbx,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-i-tahun-2023-6pOYjbx,6,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2023,II,2,Data Realisasi Investasi Triwulan II Tahun 2023,Data-realisasi-investasi-triwulan-ii-tahun-2023,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-ii-tahun-2023,6,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2023,III,3,Data Realisasi Investasi Triwulan III Tahun 2023,Data-realisasi-investasi-triwulan-iii-tahun-2023,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iii-tahun-2023,6,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2023,IV,4,Data Realisasi Investasi Triwulan IV Tahun 2023,Data-realisasi-investasi-triwulan-iv-tahun-2023-EggwcsQ,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-iv-tahun-2023-EggwcsQ,6,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
2024,I,1,Data Realisasi Investasi Triwulan I Tahun 2024,Data-realisasi-investasi-triwulan-i-tahun-2024,https://data.bkpm.go.id/dataset-detail/data-realisasi-investasi-triwulan-i-tahun-2024,6,29 November 2024,27 Maret 2026,Publik,Triwulanan,Triwulanan,Pengumpulan Online melalui Sistem OSS,Tipe Data : Upload File,CSV,2,https://data.bkpm.go.id/storage/image/setting/233cda5b-67e0-4829-8ed3-a2d8483aa9b7.webp;https://data.bkpm.go.id/storage/image/setting/e40e20af-6d33-4ebf-908b-d1c7ac96f9e8.webp,14,periode;status_penanaman_modal;regional;negara;sektor_utama;nama_sektor;deskripsi_kbli_2digit;provinsi;kabupaten_kota;jawa_luar_jawa;pulau;investasi_rp_juta;investasi_us_ribu;tki,true,metadata_and_transport_qualified_schema_pending,false,false,false
