dimension_tuple_sha256,multiplicity,page_count,page_paths,distinct_full_row_hash_count,full_row_hashes,exact_full_row_duplicate,crosses_page_boundary,differing_non_dimension_fields
004298d3e1d3644d9538cfb55bbb485eb696099a61490d2e75dc29209aef6ca4,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,b23e1320f896addc9f77d596e78710f5450a8e59d7856ebe51a9db4600564b92,true,false,
033e77d4253f75dc4e11e7f7e76d5051ce8ff0543af5ed10fa48d5cf45ff0c4f,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,139abd07c8d56488e58dfc5a7f6ce611d1bd35bb32fa5130b99e8bda0d40bed8|14b2217d23c018d4309171c8bd8e559e7b617dcc0831bdc8fc262c73d08816bb,false,false,investasi_rp_juta|investasi_us_ribu
04938a6c685c886148bf0cfa6b3b3f94f08d6dc0b9e7d340cd9f6602e176c6a2,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,a4b6ec004cd864f1fa960eac8ac68972515b06a34fea2033fa3bd3e5279c8bf7,true,false,
07d9fe88122a2fc9a477732258cfd8202be076104fc9b927dc225410b624ff81,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,48a80d358ec62f0d34e15d426102f4f047e04876b2c197cbc18a66b19dca345c,true,false,
091a0b5b461689b374e7f911d98d5ad14ea8b32cf06c822dc1d3d88364cabd63,5,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,4,31566be3c9bffef45a5044f20211a4d4a16cac27d2f5677a144f798b0f1ac987|bb8cdf66cb3c7df01e30154cdff5b899d524b7b9efc67dd4ae3cf42fb0c5caa1|de155c0916bddaba5d2ac946aae130fccf04784cc9c4efe15ba59cdff333b7ad|e2fe9716753d2b795896a2d9e7e2e200fbfec7f247471e640a79702951855c3b,false,false,investasi_rp_juta|investasi_us_ribu|tki
09770af77abc89eb334dd831949266776d605512676fda12eb0cc2376d4a4430,23,2,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json|data/processed/bkpm/m27_full_history/2024/q1/page-001000.json,10,3f6227c85689d21e3b49406d97959a09530bef628e2efe394fb6a2b7b99ffcb4|403905ffbdcbf309fe869cdf6512cf461ef557d6231b7819d9cf86fcc899be55|4df1ab8821061ed919d0ab62b70458b78bd3f115ed855a40c6c977c947cacb5a|5f45e061018d1861c768983a6420ac4450aa3ed0335aef877d04404efe8c4519|69e7b9affe9dea7d6eec0bb650e79da115b25cde1614db35f68f59723d83dcb3|7162b41bbb8b96b28ce8be8b7e28099c780f8fb36afc478eb82a16b88b306e6b|84e31dbcf7b2676fa2ffd71db50739b097d127f8c1b243aeaa98c03dd4e5a01f|9b9e271d693f2594c87168cd97a362f1606c2c52174a947f00f076a95f8c40f6|d3fd571c7cc64eb2d88747559571a3eb90a9b73c243d27daa6b97b480d310e19|eef3a6c8ee5c912575b590e5fc56b3d1b5d069bac35e9e9bd41d01c410d76151,false,true,investasi_rp_juta|investasi_us_ribu|tki
0a35f0815709f88799cb4d68a680ae3847d960c31c9208df50fb523ec26a9535,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,f2f6094043b47c5b2f923431e1cf2b0fd6ccf286e7da2c1d21830b7bc6bfeabe,true,false,
0a57c6cf52f3d1ee4ea54c4a7a6d213df1f9ad13254d333820cac46468acb95d,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,9368a18142e4d87678c66809f53081e5d1c3d2da108697bbcaaa5ac2fce7a714,true,false,
0ee7303a7b43a07d1a4d6c189eb01f8356d06d664d232ab6fb165006f71fd300,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,4b1647001a14db0c18451a15f2845db4d9fe480587e5419370f8cce384071105|87e70028ccf4a0ce93e656491168be9829d6bccb8b1f7c8b6940f94c1c618b2a,false,false,investasi_rp_juta|investasi_us_ribu|tki
1754d8c5ea78dad8fd67ef0c34fef65f7169f0ddf41bf19fe9430b7535260d1b,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,4f0ebc1c56f288d33c8ac44b1fb855883a43cb3db067e01a0856ff03e6122f72,true,false,
1a63a1915f87e859a0b3c2adc90afaa9ef7debf7add8728b0cbfdff26d3e06a5,10,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,6,2e08361e93fe694d03cb3ec18464d7094d765580bcfd8a1319692519fd7f4a08|7abca24c7698a0939b3666fa55cbd583acf6c21e1bc1f836da9fa3b2b6435159|92383caef6a6897d6e03ed96be3cc08b58a3d3660774ec039a3f95593283c263|992d0b35441a558c17ccec69d2d7fbc01a541006c9d994e732709561d6a48c96|b05da7f117325f47aafcbdce7a93425c5368e44f57af957e9afd522e6ac98eec|ee8596b2ca60bded5ac223df6a941e5a0713470d253d96ae7d4488599da21edd,false,false,investasi_rp_juta|investasi_us_ribu
1a9e7cd22e52faaeeaee91ffe3fe5641dda0b20b630dd229a6314d7be032831d,4,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,3,609ca872ecd2801f9a435352f8e230ee96f6f4d477467e26340983436eac841b|640d25e3f672d9e7d9c724b79378563c089fd63edf94713bb994018ac74edd56|e18d76e8a03c84f0a2534280796d6026f5879bdbdaeead6e6889df43584b9e5a,false,false,investasi_rp_juta|investasi_us_ribu
1d4aec33001aca86d43434dffa6e1f000ebc6f3e0c457d8386c31619ea02907b,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,7b9c1948c9cbbce69fd840938376d87c768b8b8599827cc1fa3e3e2d50d43074|f1def1c2e3aed5b271b9d631a7420055d13c93a35b14df4a6a8ebd36692685fe,false,false,investasi_rp_juta|investasi_us_ribu|tki
1f1c992c09569fb32e408083d0bdda8aa6af1d5b84c293fdb9259cdda68c5f45,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,56559039981b7d24888923ef56ca5e62c450529684ed02a4d32356923c4362f5|e70eae73c1029495a406132e7ff020d2e99c0c5c6919c2d406d5386dca54a4b7,false,false,investasi_rp_juta|investasi_us_ribu
229b50f8ba83229c7d0b75e0d41e7402afefd6884e54e63224571263339d0a31,7,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,da9f36148615524a0cfa3f832f4259e71adef80e264af274f51935aca9b981ad|fa96e400a3cd96e9a223c78772cadd2ffbbaa908ff463659e21514be11912a11,false,false,investasi_rp_juta|investasi_us_ribu|tki
22a19431443753d397a93cbfbcb8229b9fe825fce612c38c5087ff6fd72780a3,8,2,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json|data/processed/bkpm/m27_full_history/2024/q1/page-001000.json,5,23f2c818322f1fe99dc9c60ac8214c267a84dd5f9297c615909e7a0b7ba43e6e|2c3badf3ed536f145e54b849e36ae27713c0e5b9006e72f13e9112fe50f935e8|52eb29f0b722e4159d246e3ce1368d9033a3fabbbbb473d66cb4a6fb379beedf|864d78ad7cc1b2d932065feeb0cbab3f6d1660050a6366a9101df1ff5e371ad8|f0f61a09392970d460abc743c2beb0691a32660c23ae0d8974d5b2215e3add01,false,true,investasi_rp_juta|investasi_us_ribu|tki
232a77b2afc764c75ec7244d61451cb589a47c00989e0293313ee7746d19e80b,5,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,5,0dec60f61777214d758393ba3308fae4d752f0583d1f0335505cfe2959273018|18a04baac06a52cd1feb99d7575cf9d24f6c722aa3c35d9fe0e7ac090813c3de|233c607a8502e53f0150470e6ba9733ab82fcb8bf821de9022d19bcf00d47794|27ce565240a92d14fd768f25556db7c072d92b405246016e1715f819f99afe04|627232edf1664969e0687ba52608dfa171a1ab03ca47c254e46a817d137f1865,false,false,investasi_rp_juta|investasi_us_ribu
2344a57d795fb73910e75017e84bf15d3368d7f8f7b35005f17718c1cdc19512,4,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,4,1ff673dd09856dbd3f27e3f445d8bfca981934221bb01ff75ce2154d3716777d|42cc63efdc2bd32bb72735b6bc077e59a803a8bfa90f9f1e3e2f16ed9f1a4ce0|b73c3a4906434a160ff4b3920582a0e39a11986a2667ba61a7d6b371b56988db|fa06432d210503b3f392222c24ea266a7f63df74ebeaf519431153a683f39d22,false,false,investasi_rp_juta|investasi_us_ribu
235e1afb261ec67f650c18b2aa8c43f1c21de1f9d8b926b489cf074dec8c3bc5,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,d03980e9bd107b1648029f3b2209a8932ffac79ef8a3807b1df3b8bb966fbec5,true,false,
23a085c4c373f9f2a179f934ceb8cbf42ab4f2f840ed4ce10213ce9196dcb182,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,3,5435e3dd6a3d0222b751c6f65af0e95de714b2cec7109399a2710efb1b86d29f|84bdfce594359f8c42a33c83eb8343f496d18d1e3f7b0a62933a3bcb2f65b7fd|d0db2620e52c93f36c986b54d151561a50aa2730e63fe45b27d2424617f6be1b,false,false,investasi_rp_juta|investasi_us_ribu|tki
2403405a5cfbc21de0f6c31817e4d928ee6f516cce288dfd4d3ce2fef698f13c,92,2,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json|data/processed/bkpm/m27_full_history/2024/q1/page-001000.json,34,00060f3116d7e9153489ec576f25d23dca372370f838b5b3926ba383900b0638|04441038670858accbfe92f06bddd7008b0b2e0f8e498236980662946bc18657|06b90c22ce620ec56719d6585b3e9562588c19fc521b900575de0142b280edf2|0d5f5b189bc9ea498f0601688f15580203f69ee25c21441dd07870085760bc41|1dabfa50e29dda3c4cb6e7564c7d59c0772044761108b63a8154837a176f999d|250f1246df85d6ebf97343d9400f89961889ab32af58d510084748163e53b0a5|2b45400275df43e9ca6a812ddc694f3b7579aab85305a930ed40f26fa77ece28|33517fa1b8a603a2bd3927692a385c460da42b62c347dabc5de4e4f935e68ecc|403705026a5f1af1bcee1d5059bd7583a828013bf05e9581942227b5d2fabf63|41a7a9437812e88df901e1204d994257317fcadada7579c86eb6784abd2f21a1|459a9d7858f796aaebd587e853af50dcc274fa4c8b87f49b85a4375a58f33826|4d8e18a34d4b410f0c29b19dd431fcb5b0c868d553927fc34ffb3b786a9dbcfb|524ec8c407511c1f433f857079e17ca305cf149d8c035aa3b97a5fff94e86be6|5a137662b844db3011228a6e247e25dc935b6d6bc410964fe7b40f110e7f21e4|6430173ee5fc69ad41a63ede34a065fcae284229b9817daf8c0b07e8fca5583a|6df3244399effb89f57d3edc3f1e2ab23a6b97c4fe7834e36d6fd54334a99759|6ffb147ef06e4613629a039a9c460925c571ce27ec834ee9c28be8a3c08caba4|75dea37373b75e861acd8bf22dafcf5281dca51de20c69206ec62c39c8eb801a|7c382b364471a3326ce790e2cd4fbfccea4dc42b971bac81f94b76c663826e1d|7cf6490bf45df6f9f1edb4275e92e72e5b6fd8e3d1259fc31946b52d8a1b97ff|88e970d9101cd264b4b118286aa40f2c96e306e51ae8d1af8711d86f6a68cff0|94dfc45fc15c758f931c110075b31434a1800e2a910776d14fca4f13ca60618a|a2845c2b95c947e30d3fc941e6ab82bde54d0f5bb100f1c9e38547d787d4e8cd|c5b1b6ded3687fcedb7da7ecb26894f638b958a63dbb7ee972c310c957c53718|c867a340b2e7e937727797d636288fd452cc3292df9ea6c376ae0ea2610ecc98|ca635b5f3b9995f04251f29fffa8962f7e9b4ef15d0e22a42709f15e0d3aee97|cb7f7b0838e0da7c615ed93a7e3640a42e4638decbb878099d8a2b3517bd796c|d44076bf7f18caf18997550bf78091916d5516969f4875fe3db8af719b706b95|d463fb21d291d1d3daf2d6e0ff1bf8d2c58fa9e1bfa337585a59a2a674bff8f6|df436926bdfd41079df5cf45fbf2b5668b50b2b55c160390448fd9b50743a936|e15a5a81e2da6a5d9aac3b3eb7b7c60143a94b80925bba09a854117aa2e64e1a|e26ce514f6814e99107df4f01d48d226ebb590e4c63b226eeebd1064672b1ea5|f8f93c020824fe449bab1d5ed4aefd816c55485a3f130a36032fe09690eaee6f|fb4355da9c3fea140281fffa727a9664171c1f0a65bfd4e58e0622aeccdbda7e,false,true,investasi_rp_juta|investasi_us_ribu|tki
24c93ed056c86f6e8e805e2eccb8b7dce1bdbf2097e3f30cbc68aa3198e004f0,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,b4c99c0b2c76059d7dafdcd58c6a1b7cb73e1d5b9a0c126a1cf7ab78b2d4aebe|e94936be35969a6475f6d6684205ab61a39de0baf6cb33ce1d31588a3f3557e9,false,false,investasi_rp_juta|investasi_us_ribu
26beb0dad7a560122e248ad2d7c1b7d52ffd80709d09b0c0b4e4d60b3afb300f,9,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,9,085b1ed4136479cc2257d11b5d19170edef0a207e15f7b77a60b20cc15695879|0d7f5e0558c8c533b47b0e24f7bb5db9364bb86c41f94dd397dfe55700af1013|4615cb1add7fda3766ff6f9272cf67dbe99c33928e242f0378ea0e415eab0dff|4642e259d46977f2203d8a2b93e4d946dcd2521ffc0ef4bedc2b9129e9b147de|4de82d50371efa4b90b0b46660df1637317df96f2763603bbb630f03138da567|a0cd5330249db94a9c8f3359e227bc66dae0f5783783fa72a5a5da3fc9fcb408|a77dcc8d6233f4e2e4ada6b3d8e6ac9a6d57a5fa27cb74fb2f080bc482c98f4a|b6e601ecfaf0151edac5ab2539e391a6d7850c646967270e7050f0768b7f6515|dc6f14ee84c7288d090deed56ff3efeccc22d46936fba231ca4a1e0d9472f74b,false,false,investasi_rp_juta|investasi_us_ribu|tki
2ca14fdd2e96ce6e254bcd1c89af17652e10d90f3b9b0a0a142acab9938a6ced,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,6f305500cbf7e3d068fa25c9608c8464f3fa609ed770d0deac78e4c0ea8022a3|87568aba799ef469c97b9526b5ec9ed8d79bc3ed625226076d052630698abaab,false,false,investasi_rp_juta|investasi_us_ribu
2d8dcba9ecc9282294e95db06b3347249a1146681c43c0f5437a778ed637fa4d,6,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,4,05dc1db83b2277a6cf13e485f1b16220b30681627044492416cda5fb0e2e9c37|26e081dd90770883b126d90dfcf4cffed8bcd1b1c345e21bafacc944b2250f1d|b1aa0eb0f90620e7f3de3bbe9060f39d1e713e5701ee542eb180dde90646862e|f8d5b5ca150f46e9fc2f0d3e73a00744d642f33ebff41342d1d8fc10dcc7207f,false,false,investasi_rp_juta|investasi_us_ribu|tki
2f8c7fa193017571444eda0bdfc479684c87d980177e813af64e750d5d56a3c0,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-001000.json,2,0195cb18705631b5a19965df511199d106cbdcd29bae49668c0919e7917809e7|58ee66aaecd6ef2efc7955ef3c9af14099a95946d6b265760050ed49652e64ea,false,false,investasi_rp_juta|investasi_us_ribu|tki
3094dc116c57a93f068680a5e65869f68354420ae39e1a19f3b418684ccf34f8,5,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,ac1e5788891dd8f1ffa7a39fe1000f379bd544f89f5f47624f6d244eae2812d4,true,false,
30c39a9c4b2584c73a78760da738589ba40c4ba0b11b5deaba1e43b6ea4fed5e,2,2,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json|data/processed/bkpm/m27_full_history/2024/q1/page-001000.json,2,49b98332af3c904e621c1c76e32638f5e819f17a2a322bf779dff01412ecc615|81fab5371f8a0c8528d1b58c4e3e6f5c2127f723cbb2cb26e89919c3915c6aca,false,true,investasi_rp_juta|investasi_us_ribu
32b888c13908518c393a6a2cba75115e157741ec5efea70bd59681813ea4cb68,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,3,5b3fa7c73ea218caf2784ed527d854a131167ef4f634872d38fbfe7219a31c4b|733ef3ec12d287493b7ded99a65bec6ab202a0d866e0a25183ee95fccc1193d9|d7b8d8942c0efa8237345383b3f7aef8d8dba2a7b2027f2f03410f694599c50f,false,false,investasi_rp_juta|investasi_us_ribu|tki
3490e5cc7c70fde32eb8a35ac30e8c38d18797ce1ad6762d6be3840262f411a5,7,2,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json|data/processed/bkpm/m27_full_history/2024/q1/page-001000.json,4,061064a48a1076f59a98155d0de6b7195a8f994b5489acc0c41971d467154a9d|1d57893b1e24e7c89dd230a15d141aae7d25c3545e1b2a4f548a7b398a4b0a4c|a1599a475d3e0bc0ff9c09572521478bb5b3a976028151f55cb28f9820857345|d53ccc584bf05ff1f341c315c726fb3064eb8cfaab4a07cce49b20d9bb9e388e,false,true,investasi_rp_juta|investasi_us_ribu
3527a59c09abeeccba7f391d07584b671f41bf0a7daa08e659bf499b90b0550c,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,ab0b598b4d0f0cb6dcddfe291d000b5202eb4c5f3231f7707f35faa2ed3504e8|f096d932fe35a24bb7fff9d8d098cb51dd3a4d199d0d08ab20d31e6864af1fc7,false,false,investasi_rp_juta|investasi_us_ribu|tki
3666db4e24e9e6c2c95fca43d447b32a19c711ec10a14e7e8f970f1c57b0511f,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,38f6d1a9b857a76b72a438eb644f94cbf2ab8558082a5b429371f183d1408481|4e1e534e38b4d3d2bb83548392571bb89f8258a9c07c719f0a46b345840047c7,false,false,investasi_rp_juta|investasi_us_ribu
39f33bb92750e0bb54ffef2bd0ffc837f0f17c045ba65874c9cfd5479913924b,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,1f4be3e8c7414db5697313073d184bfa10200155ba2a875b5a6434760bcdb5f8|f2b1e6b96050c86b05ce91ad4a5de7cbe4f68be84f2d4f6580ee73343ce25522,false,false,investasi_rp_juta|investasi_us_ribu
3a2c74fbfcd38d769a58d331eb4a5f2f7863750ea60eedd74dfcf27d383ddcf0,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,c195f624d839b0e7803d27eb3807add82c13e94a922ed7f146b45567f639c235,true,false,
3aa691c966040a0a5c50e81aaa7c28866045d0463198b477a65647e43cf8eff0,6,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,3,0df4f792b93afa376df2cc2180de71595a4d05d7387b1f31fbea5eff07b2914a|26cc3397daef7fc8194013a979fd1195486826928fb11789a066431da8fbfaa2|320741e24a91d3687d7a1dd0126ed83052846b363ebc50632f5048e45df14346,false,false,investasi_rp_juta|investasi_us_ribu
3d3e3851eba5b8cd50365d073e52f9993a20a4c27684ac4e1d80128821030485,6,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,69f26a853e41cc0097196e5b769fe94e0535cad58b5d26e7758865e64424ba1d|8ab642a8549afbc961a5fbba63f06efb12a38bf67f406c1ecbb2e095432abc31,false,false,investasi_rp_juta|investasi_us_ribu
3dd75b2bbb44a88db143ef0b0b858b6dda48b451a0b8b767562f83e86b1191a5,2,2,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json|data/processed/bkpm/m27_full_history/2024/q1/page-001000.json,1,9e78ceecbfc4c7fe027d1778fdecf7d96fe015640f5196247b0903ff6c80dd4e,true,true,
3ee3e1938a2ec25bad07f7166ea30aa6ca8aa63cd0e5a1a3f13456ace48f0d2b,6,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,3642e300fd153d6bd3671951d4ddaa13d6c6672e5c307922cf9f4c00a8a606c8|4d309348b1afa5f4c4b3da1b29d05c59a375bb58ee2f17168b1f4279618f9096,false,false,investasi_rp_juta|investasi_us_ribu
437081f75de6bdf8a0e94c2b1d6489d3065afac7f2352bbed05c0d3d9f6c8513,7,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,d25344c90799521b45612b0f140e3239838053d8e98ca3831d35d9d8c36ddacb,true,false,
4529aeabf648ab2fa71b0869fb028542a7660dc048ecdb59fa3929d70f11aeae,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,4ac206a5016e7d2e48d9b09de4f22dda89186cf3722c83dd2c1ec7d392016057|6b75034a0979f06ae55059344588730e01a6eca390980d1a99f3532acb229651,false,false,investasi_rp_juta|investasi_us_ribu
45a129c7f96d365a9f0efede1e828cf7c8ede49e5d69c0e7dd4be774385cbc60,3,2,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json|data/processed/bkpm/m27_full_history/2024/q1/page-001000.json,1,55607cdc249659d81560721bb03710c8f5305946e263f8e6de4946bef4209dc3,true,true,
493025ba282f04859316afc13599908850ddd0b16c3ef88385774b9f70799a03,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,06b37bfe5d63cac777830ca6b669c8fa33be12f823476c9d7edd9424fca277dc|a804429349d334c7fb1f2ba920145df631710b2ebd6ccefdd824fc051ae06ac9,false,false,investasi_rp_juta|investasi_us_ribu
493370f630e261eec124c994748d149607ccfb9f505dafc9f8bab1a805e7210c,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,bbb049d0648294afb96f3923997a2046526f7e301f99554e66dd53e24599e8b7,true,false,
49c8f0816f5be68144863a64e26e8be1d473397f2d4e862a8444340ccd6481e4,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,006f7014ed8bc279ebbd3f408a881fa2744a6fcaae16a3e2001462519f020874|d231c3a5097a8c2ba3c346afc03642a209b6ceb1a96776deb77c7b64cca79c6b,false,false,investasi_rp_juta|investasi_us_ribu
4b4882d5e29d00336c7f628bcdb3096209fe653a9ecbd09377fcbf45f10a6a01,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,022b514f803266feaff13ce893f45b18b26403b455fbde85319f40798802ae39|45111fb8b3a15201dde6e80669b804a79a6a8f5050f85333f5a365620d012c3e,false,false,investasi_rp_juta|investasi_us_ribu
4b7ba881abed9020346fdca587191118ec464f92e0cc8673cdd07d3192bb1ee4,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,edec77fff8b74b6b29034ff0fcf5c34f08b288755235e47d1dc008054b766835,true,false,
4c6c6f94b25da995a57e55f5d69316fe8549a986fbda490eae97901fa3cea61b,4,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,3,4f241feab3d1f86b7bb6af3b2c5f942150f482c6b7cd866b59926e5448c2cc44|8b14db9ac500062cc0bcfbf479d548d38c5697342ee2f4aab678e95ec8bb66c1|a0156d2863b47ce5ab5abc8c8c9181784f15db4acc76b0eed568e48e6fa575b3,false,false,investasi_rp_juta|investasi_us_ribu
4d844d9c483b9a137f1fedf1d7a4b9c5bf9aac209399b5cf05029065499f2a8e,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,1656e0f3263608ea7838601867217075faffd474c4371fa7d5109f2627860d5c|4de71982ba1fd3629fc85b55421c28d7c6b506a64d0a26e5e1d9b9d95704067f,false,false,investasi_rp_juta|investasi_us_ribu
5000c79bb21c41dc9ad1b17a24d3f0fc7d20c93f8862a6b091eae4fb35b7234e,11,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,8,034dc102c0b6a97c0a43e7327e947d387fcb40edd972fdefab2ee99ce942ec77|604eccd87d06fd6ea190333cc133510cccc1807f938b9f434fd41d5eed379c82|6231af939fcc52a501b27cbdf6cbd5606d97fbe1fc2acc1cc272c968d3bd1daa|7d3aeb08dee7293286feb40407c6f6bb65738f936dfb538fee2184e46d8d8031|b2115a415344a85397f5f855ce42613940ef81e0dca4087df175cb6cf4f7dd0c|c8591a4e063fcb01cbe474b1d2eb06a488764e25ac8867f3d831aa32c7d69040|e36a052092af05c3d3edc5e54c6fcea68f1e2349095e43031e8306ddb4ac2cdf|efcd489db77115875ca160cb9677391b43d381d401566fef6dd7f6de50faaccf,false,false,investasi_rp_juta|investasi_us_ribu
502b2be4857b2757c57d9642df7300d78d684606c2c77d5ea09d34d17ec3d9cc,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,beb0e0117fd59eae8ebb2642b79b8db6e1bf4521049be179c49974db98de02f8|d07bf7d94a433488860590eac2aec63befddfe49e888e9f2b6c4a74a7ad1783e,false,false,investasi_rp_juta|investasi_us_ribu|tki
527a13e00af9779fc95741d304bb570b9c396086c945cf78535990f2b83cab42,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,6fc340652ceb09b1ee66fc726c50010c107974e1649ea6ae7ad9101743f94265,true,false,
596250a7320e958d78e4d8dbd391b10a61faab06ec4b72bbbe7edf04da94f559,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,332d3946262fd49a188a141790432199daae046acc935ac82a73d9e04592bd2b|ae3e89aab7710b2d9c3281bd3c673caf17b437f8990bb7b99ff85b5d54d52a4e,false,false,investasi_rp_juta|investasi_us_ribu|tki
5a10f211a7546a8e74c25d5d2aa1fd00b9538564ec0098c56aa2c763d0882887,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,4dcf1d4e1c19ea9f1763dc0bf7bc673b2ac3afe41d6d79b9dd623d9428047250,true,false,
5b2b9baff8cf905a31a32b10e55e97469d6a387f68fa0d82a3ddba55f4abbbca,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,340bfa5bc5f2ef4e87b9000c21de9c33b2b7e54d45faa1c43d20bc2e11a126a1,true,false,
5be098f5ee1bbc8e55d2b66231841ddb9d4d790b6bfc6e4ee7c88020c0c2e26a,3,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,34c81180ce7c282b09523c37b5c9525ed0c18fc62f8c3c8306e541a9f323e68f|59317f88fc316cbade62c950308543d44d4dfe3a1e0a13e32d7246e7d1e07794,false,false,investasi_rp_juta|investasi_us_ribu
5cd40c06f4a2cfabe18d8eac30ca042fec7ec1be06e97482bac2ecba6671cda1,2,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,aa3f00d91b68fc37c822d92d939b4e887ee400ecc434f9160460bdf5cd5c8c7b|efc7bb19c3aeb9256d4a014fbf7297e6c9252ec9c68efbf7e34b0e995e28b2c3,false,false,investasi_rp_juta|investasi_us_ribu
5d4b251b46583e75af0f15d8e459b138b80786d9d66ce7b0a1041f720760f40f,5,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,2,5bd62f73d212042555bd5e46ef98c0be395deb79bf606280488bfef421e298ba|b21f47f4e627cad2a5fd984013ff87e4c665de6e938e05d0abb1568063fcd118,false,false,investasi_rp_juta|investasi_us_ribu
5f2e12eb65ae7badc3b9c33cac6ea6a8088cbec969ab34c10b903ed5d1112681,8,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,7,069fbc48bb61f4259a468faca5893181ccc77b8af486388cb6dd468edc319c00|521015723882f378966f579a1ab99a951d7e7138538d1f4230a8f2e5fac850c4|608c21b87e3c6271edabeaede74e788d9a01c8743723c54e9a54781527c1b297|628bf6d4b2b0cf6e6e617c259704f565565ffa6fcb27e0fc138ce9e39b6b33dc|7baf53cd6e98fe7a98b3d996adeecd71d56a124f9db26bc8ef3a68e9d9048bb8|a942afd1c3921a29267cff760989093566ebf1501dd0060ee241cb25e1788fa5|e6efd85ebe334b8eadef403c42d0d987a4236334ee18c322c19d587d0467756d,false,false,investasi_rp_juta|investasi_us_ribu
61a19d06917216caff5f86c08f0c53ec4af1d3a05f15114e659b6e0deb8338cb,5,1,data/processed/bkpm/m27_full_history/2024/q1/page-000000.json,1,c6dc06d1b5307a144b89f67a5da827ed0cf986419dfa7948e7da719f31b3c0f3,true,false,
