penalty,mse,rmse,mae,naive_rmse,naive_mae
0,0.248585251428,0.498583244231,0.378812584882,0.609314834042,0.425807839953
0.01,0.248266323886,0.498263307786,0.378772203163,0.609314834042,0.425807839953
0.1,0.246170611098,0.496155833482,0.378429611355,0.609314834042,0.425807839953
1,0.246302458547,0.496288684686,0.378557266604,0.609314834042,0.425807839953
10,0.303864517796,0.55123907499,0.400097198777,0.609314834042,0.425807839953
100,0.367495064175,0.606213711636,0.43259102683,0.609314834042,0.425807839953
