panel_observation_id,indicator_id,geography_id,geography_name,bps_province_code,year,reference_period,value_numeric,unit,claim_type,source_series_id,panel_provenance_id,comparability_regime,methodology_version,price_basis,notes
m5obs_39c3da69d83929650fb1a004,gini_ratio,idn.36,Banten,36,2024,Maret,0.353,index,observed,m5_gini_march,m5prov_31575ab730cd1c8f44a59a31,bps_current_38_province_2024plus,susenas_gini_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:191:Perkotaan+Perdesaan|turtahun:61:Semester 1 (Maret); source universe=Population represented by the Susenas expenditure-welfare aggregate; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_bf73e798e23b78fc8bbebc1d,neet_rate,idn.36,Banten,36,2024,source_annual_period,23.79,percent,observed,m5_neet_source_period,m5prov_5f44d02b5481880e37d26d54,bps_current_38_province_2024plus,sakernas_neet_15_24_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=People age 15 to 24 not in employment education or training under the BPS Sakernas definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_568f2df00f6d0912a7887df4,poverty_rate,idn.36,Banten,36,2024,Maret,5.84,percent,observed,m5_poverty_march,m5prov_03abc8d1b5e9677c16c7cf31,bps_current_38_province_2024plus,susenas_poverty_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:434:Jumlah|turtahun:61:Semester 1 (Maret); source universe=Population under the official BPS poverty-line methodology; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_f588a1496160ac87c2c1d0f7,real_grdp_per_capita,idn.36,Banten,36,2024,Tahun,42.77359,million_rupiah_per_person_constant_2010,derived,m5_real_grdp_pc_adhk2010,m5prov_de3818b738ca6c01659133dd,bps_current_38_province_2024plus,bps_grdp_per_capita_series2010_adhk,constant_2010_prices,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:531:Harga Konstan 2010|turtahun:0:Tahun; source universe=Resident population denominator embedded in the official BPS per-capita statistic; transform=divide_1000; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_30b55069d4822c84bf9a703d,underemployment_rate,idn.36,Banten,36,2024,source_annual_period,6.77,percent,observed,m5_underemployment_source_period,m5prov_5d566b55a746582520c84604,bps_current_38_province_2024plus,sakernas_underemployment_source_period_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=Employed population meeting the BPS underemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_be94538d1e13bda17c4255f1,unemployment_rate,idn.36,Banten,36,2024,Agustus,6.68,percent,observed,m5_unemployment_august,m5prov_577c6c6aac737a31ac29f70b,bps_current_38_province_2024plus,sakernas_unemployment_august_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:190:Agustus; source universe=Labor force under the official Sakernas open-unemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_62339842c29b9cf5f9811742,gini_ratio,idn.51,Bali,51,2024,Maret,0.361,index,observed,m5_gini_march,m5prov_31575ab730cd1c8f44a59a31,bps_current_38_province_2024plus,susenas_gini_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:191:Perkotaan+Perdesaan|turtahun:61:Semester 1 (Maret); source universe=Population represented by the Susenas expenditure-welfare aggregate; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_ff0701f2c1b95c163940434a,neet_rate,idn.51,Bali,51,2024,source_annual_period,7.26,percent,observed,m5_neet_source_period,m5prov_5f44d02b5481880e37d26d54,bps_current_38_province_2024plus,sakernas_neet_15_24_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=People age 15 to 24 not in employment education or training under the BPS Sakernas definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_5d387eabdf1c73fca4fdab1d,poverty_rate,idn.51,Bali,51,2024,Maret,4,percent,observed,m5_poverty_march,m5prov_03abc8d1b5e9677c16c7cf31,bps_current_38_province_2024plus,susenas_poverty_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:434:Jumlah|turtahun:61:Semester 1 (Maret); source universe=Population under the official BPS poverty-line methodology; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_27cc7d68e13a5b87362dab9f,real_grdp_per_capita,idn.51,Bali,51,2024,Tahun,37.94016,million_rupiah_per_person_constant_2010,derived,m5_real_grdp_pc_adhk2010,m5prov_de3818b738ca6c01659133dd,bps_current_38_province_2024plus,bps_grdp_per_capita_series2010_adhk,constant_2010_prices,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:531:Harga Konstan 2010|turtahun:0:Tahun; source universe=Resident population denominator embedded in the official BPS per-capita statistic; transform=divide_1000; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_12447772625f2aba7c4da315,underemployment_rate,idn.51,Bali,51,2024,source_annual_period,2.35,percent,observed,m5_underemployment_source_period,m5prov_5d566b55a746582520c84604,bps_current_38_province_2024plus,sakernas_underemployment_source_period_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=Employed population meeting the BPS underemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_44d4668461efd4d02582fba5,unemployment_rate,idn.51,Bali,51,2024,Agustus,1.79,percent,observed,m5_unemployment_august,m5prov_577c6c6aac737a31ac29f70b,bps_current_38_province_2024plus,sakernas_unemployment_august_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:190:Agustus; source universe=Labor force under the official Sakernas open-unemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_326e7f64bf908f6db8042988,gini_ratio,idn.52,Nusa Tenggara Barat,52,2024,Maret,0.361,index,observed,m5_gini_march,m5prov_31575ab730cd1c8f44a59a31,bps_current_38_province_2024plus,susenas_gini_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:191:Perkotaan+Perdesaan|turtahun:61:Semester 1 (Maret); source universe=Population represented by the Susenas expenditure-welfare aggregate; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_97122fb2de58b4cb7d05a415,neet_rate,idn.52,Nusa Tenggara Barat,52,2024,source_annual_period,15.44,percent,observed,m5_neet_source_period,m5prov_5f44d02b5481880e37d26d54,bps_current_38_province_2024plus,sakernas_neet_15_24_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=People age 15 to 24 not in employment education or training under the BPS Sakernas definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_0b8f80f6f4fd27005691065f,poverty_rate,idn.52,Nusa Tenggara Barat,52,2024,Maret,12.91,percent,observed,m5_poverty_march,m5prov_03abc8d1b5e9677c16c7cf31,bps_current_38_province_2024plus,susenas_poverty_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:434:Jumlah|turtahun:61:Semester 1 (Maret); source universe=Population under the official BPS poverty-line methodology; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_3888ef8e75ee9a08ac911b0d,real_grdp_per_capita,idn.52,Nusa Tenggara Barat,52,2024,Tahun,19.3792,million_rupiah_per_person_constant_2010,derived,m5_real_grdp_pc_adhk2010,m5prov_de3818b738ca6c01659133dd,bps_current_38_province_2024plus,bps_grdp_per_capita_series2010_adhk,constant_2010_prices,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:531:Harga Konstan 2010|turtahun:0:Tahun; source universe=Resident population denominator embedded in the official BPS per-capita statistic; transform=divide_1000; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_6ca7a20545ea932e55337ed3,underemployment_rate,idn.52,Nusa Tenggara Barat,52,2024,source_annual_period,15.23,percent,observed,m5_underemployment_source_period,m5prov_5d566b55a746582520c84604,bps_current_38_province_2024plus,sakernas_underemployment_source_period_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=Employed population meeting the BPS underemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_88e9007534fdab2e8e9d5034,unemployment_rate,idn.52,Nusa Tenggara Barat,52,2024,Agustus,2.73,percent,observed,m5_unemployment_august,m5prov_577c6c6aac737a31ac29f70b,bps_current_38_province_2024plus,sakernas_unemployment_august_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:190:Agustus; source universe=Labor force under the official Sakernas open-unemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_32ffb0c6e9652b3dbc98d693,gini_ratio,idn.53,Nusa Tenggara Timur,53,2024,Maret,0.316,index,observed,m5_gini_march,m5prov_31575ab730cd1c8f44a59a31,bps_current_38_province_2024plus,susenas_gini_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:191:Perkotaan+Perdesaan|turtahun:61:Semester 1 (Maret); source universe=Population represented by the Susenas expenditure-welfare aggregate; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_a21fa31007c84b74a8266ad0,neet_rate,idn.53,Nusa Tenggara Timur,53,2024,source_annual_period,17.02,percent,observed,m5_neet_source_period,m5prov_5f44d02b5481880e37d26d54,bps_current_38_province_2024plus,sakernas_neet_15_24_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=People age 15 to 24 not in employment education or training under the BPS Sakernas definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_25bb465e74abd7e972381940,poverty_rate,idn.53,Nusa Tenggara Timur,53,2024,Maret,19.48,percent,observed,m5_poverty_march,m5prov_03abc8d1b5e9677c16c7cf31,bps_current_38_province_2024plus,susenas_poverty_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:434:Jumlah|turtahun:61:Semester 1 (Maret); source universe=Population under the official BPS poverty-line methodology; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_78e92c1f679a3faa0b23e43e,real_grdp_per_capita,idn.53,Nusa Tenggara Timur,53,2024,Tahun,13.81914,million_rupiah_per_person_constant_2010,derived,m5_real_grdp_pc_adhk2010,m5prov_de3818b738ca6c01659133dd,bps_current_38_province_2024plus,bps_grdp_per_capita_series2010_adhk,constant_2010_prices,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:531:Harga Konstan 2010|turtahun:0:Tahun; source universe=Resident population denominator embedded in the official BPS per-capita statistic; transform=divide_1000; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_406894584e41ef1f615beff8,underemployment_rate,idn.53,Nusa Tenggara Timur,53,2024,source_annual_period,14.9,percent,observed,m5_underemployment_source_period,m5prov_5d566b55a746582520c84604,bps_current_38_province_2024plus,sakernas_underemployment_source_period_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=Employed population meeting the BPS underemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_9126a9a4d7abe20c08cbe9d0,unemployment_rate,idn.53,Nusa Tenggara Timur,53,2024,Agustus,3.02,percent,observed,m5_unemployment_august,m5prov_577c6c6aac737a31ac29f70b,bps_current_38_province_2024plus,sakernas_unemployment_august_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:190:Agustus; source universe=Labor force under the official Sakernas open-unemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_d80c286146146b54cc1b39b8,gini_ratio,idn.61,Kalimantan Barat,61,2024,Maret,0.31,index,observed,m5_gini_march,m5prov_31575ab730cd1c8f44a59a31,bps_current_38_province_2024plus,susenas_gini_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:191:Perkotaan+Perdesaan|turtahun:61:Semester 1 (Maret); source universe=Population represented by the Susenas expenditure-welfare aggregate; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_ada746280e4facea6dc13d3c,neet_rate,idn.61,Kalimantan Barat,61,2024,source_annual_period,21.22,percent,observed,m5_neet_source_period,m5prov_5f44d02b5481880e37d26d54,bps_current_38_province_2024plus,sakernas_neet_15_24_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=People age 15 to 24 not in employment education or training under the BPS Sakernas definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_35bb0b0863c88b0b1f98b8de,poverty_rate,idn.61,Kalimantan Barat,61,2024,Maret,6.32,percent,observed,m5_poverty_march,m5prov_03abc8d1b5e9677c16c7cf31,bps_current_38_province_2024plus,susenas_poverty_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:434:Jumlah|turtahun:61:Semester 1 (Maret); source universe=Population under the official BPS poverty-line methodology; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_1e273f04b8370e92d76260bd,real_grdp_per_capita,idn.61,Kalimantan Barat,61,2024,Tahun,28.5445,million_rupiah_per_person_constant_2010,derived,m5_real_grdp_pc_adhk2010,m5prov_de3818b738ca6c01659133dd,bps_current_38_province_2024plus,bps_grdp_per_capita_series2010_adhk,constant_2010_prices,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:531:Harga Konstan 2010|turtahun:0:Tahun; source universe=Resident population denominator embedded in the official BPS per-capita statistic; transform=divide_1000; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_12488d14fd2c12aa8e79bf84,underemployment_rate,idn.61,Kalimantan Barat,61,2024,source_annual_period,8.25,percent,observed,m5_underemployment_source_period,m5prov_5d566b55a746582520c84604,bps_current_38_province_2024plus,sakernas_underemployment_source_period_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=Employed population meeting the BPS underemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_fb78e2db374b500aee80dc39,unemployment_rate,idn.61,Kalimantan Barat,61,2024,Agustus,4.86,percent,observed,m5_unemployment_august,m5prov_577c6c6aac737a31ac29f70b,bps_current_38_province_2024plus,sakernas_unemployment_august_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:190:Agustus; source universe=Labor force under the official Sakernas open-unemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_fef353a11a6461736f945aad,gini_ratio,idn.62,Kalimantan Tengah,62,2024,Maret,0.301,index,observed,m5_gini_march,m5prov_31575ab730cd1c8f44a59a31,bps_current_38_province_2024plus,susenas_gini_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:191:Perkotaan+Perdesaan|turtahun:61:Semester 1 (Maret); source universe=Population represented by the Susenas expenditure-welfare aggregate; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_253831938fae6b6e91704f3e,neet_rate,idn.62,Kalimantan Tengah,62,2024,source_annual_period,21.78,percent,observed,m5_neet_source_period,m5prov_5f44d02b5481880e37d26d54,bps_current_38_province_2024plus,sakernas_neet_15_24_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=People age 15 to 24 not in employment education or training under the BPS Sakernas definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_fe3c286e83e0714f59e78d00,poverty_rate,idn.62,Kalimantan Tengah,62,2024,Maret,5.17,percent,observed,m5_poverty_march,m5prov_03abc8d1b5e9677c16c7cf31,bps_current_38_province_2024plus,susenas_poverty_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:434:Jumlah|turtahun:61:Semester 1 (Maret); source universe=Population under the official BPS poverty-line methodology; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_133b6075c70bda894e958d45,real_grdp_per_capita,idn.62,Kalimantan Tengah,62,2024,Tahun,42.24024,million_rupiah_per_person_constant_2010,derived,m5_real_grdp_pc_adhk2010,m5prov_de3818b738ca6c01659133dd,bps_current_38_province_2024plus,bps_grdp_per_capita_series2010_adhk,constant_2010_prices,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:531:Harga Konstan 2010|turtahun:0:Tahun; source universe=Resident population denominator embedded in the official BPS per-capita statistic; transform=divide_1000; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_e0b5aec9d8110a9159da12be,underemployment_rate,idn.62,Kalimantan Tengah,62,2024,source_annual_period,5.89,percent,observed,m5_underemployment_source_period,m5prov_5d566b55a746582520c84604,bps_current_38_province_2024plus,sakernas_underemployment_source_period_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=Employed population meeting the BPS underemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_e8d9be62f820e31bbdef35e1,unemployment_rate,idn.62,Kalimantan Tengah,62,2024,Agustus,4.01,percent,observed,m5_unemployment_august,m5prov_577c6c6aac737a31ac29f70b,bps_current_38_province_2024plus,sakernas_unemployment_august_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:190:Agustus; source universe=Labor force under the official Sakernas open-unemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_611b93a5076b442809563236,gini_ratio,idn.63,Kalimantan Selatan,63,2024,Maret,0.302,index,observed,m5_gini_march,m5prov_31575ab730cd1c8f44a59a31,bps_current_38_province_2024plus,susenas_gini_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:191:Perkotaan+Perdesaan|turtahun:61:Semester 1 (Maret); source universe=Population represented by the Susenas expenditure-welfare aggregate; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_77fa2c1fd78a18221098ff70,neet_rate,idn.63,Kalimantan Selatan,63,2024,source_annual_period,18.69,percent,observed,m5_neet_source_period,m5prov_5f44d02b5481880e37d26d54,bps_current_38_province_2024plus,sakernas_neet_15_24_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=People age 15 to 24 not in employment education or training under the BPS Sakernas definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_8a87e90c37633bb1c1829172,poverty_rate,idn.63,Kalimantan Selatan,63,2024,Maret,4.11,percent,observed,m5_poverty_march,m5prov_03abc8d1b5e9677c16c7cf31,bps_current_38_province_2024plus,susenas_poverty_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:434:Jumlah|turtahun:61:Semester 1 (Maret); source universe=Population under the official BPS poverty-line methodology; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_e5c78f78deedda95d578c72c,real_grdp_per_capita,idn.63,Kalimantan Selatan,63,2024,Tahun,36.68506,million_rupiah_per_person_constant_2010,derived,m5_real_grdp_pc_adhk2010,m5prov_de3818b738ca6c01659133dd,bps_current_38_province_2024plus,bps_grdp_per_capita_series2010_adhk,constant_2010_prices,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:531:Harga Konstan 2010|turtahun:0:Tahun; source universe=Resident population denominator embedded in the official BPS per-capita statistic; transform=divide_1000; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_38abeabe295014a430a83f16,underemployment_rate,idn.63,Kalimantan Selatan,63,2024,source_annual_period,7.61,percent,observed,m5_underemployment_source_period,m5prov_5d566b55a746582520c84604,bps_current_38_province_2024plus,sakernas_underemployment_source_period_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=Employed population meeting the BPS underemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_fabd99b9b64c017e0e268419,unemployment_rate,idn.63,Kalimantan Selatan,63,2024,Agustus,4.2,percent,observed,m5_unemployment_august,m5prov_577c6c6aac737a31ac29f70b,bps_current_38_province_2024plus,sakernas_unemployment_august_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:190:Agustus; source universe=Labor force under the official Sakernas open-unemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_0973762e24f339ec8aa2120a,gini_ratio,idn.64,Kalimantan Timur,64,2024,Maret,0.321,index,observed,m5_gini_march,m5prov_31575ab730cd1c8f44a59a31,bps_current_38_province_2024plus,susenas_gini_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:191:Perkotaan+Perdesaan|turtahun:61:Semester 1 (Maret); source universe=Population represented by the Susenas expenditure-welfare aggregate; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_0282ba63fb2fe0d598369e42,neet_rate,idn.64,Kalimantan Timur,64,2024,source_annual_period,19.35,percent,observed,m5_neet_source_period,m5prov_5f44d02b5481880e37d26d54,bps_current_38_province_2024plus,sakernas_neet_15_24_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=People age 15 to 24 not in employment education or training under the BPS Sakernas definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_6fddde34acd4961878431300,poverty_rate,idn.64,Kalimantan Timur,64,2024,Maret,5.78,percent,observed,m5_poverty_march,m5prov_03abc8d1b5e9677c16c7cf31,bps_current_38_province_2024plus,susenas_poverty_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:434:Jumlah|turtahun:61:Semester 1 (Maret); source universe=Population under the official BPS poverty-line methodology; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_d089646f878feeadd8e171b9,real_grdp_per_capita,idn.64,Kalimantan Timur,64,2024,Tahun,141.08849,million_rupiah_per_person_constant_2010,derived,m5_real_grdp_pc_adhk2010,m5prov_de3818b738ca6c01659133dd,bps_current_38_province_2024plus,bps_grdp_per_capita_series2010_adhk,constant_2010_prices,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:531:Harga Konstan 2010|turtahun:0:Tahun; source universe=Resident population denominator embedded in the official BPS per-capita statistic; transform=divide_1000; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_f4f656eb426e2d106a3d71fd,underemployment_rate,idn.64,Kalimantan Timur,64,2024,source_annual_period,4.61,percent,observed,m5_underemployment_source_period,m5prov_5d566b55a746582520c84604,bps_current_38_province_2024plus,sakernas_underemployment_source_period_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=Employed population meeting the BPS underemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_c58eee23c4bda12787f4caa4,unemployment_rate,idn.64,Kalimantan Timur,64,2024,Agustus,5.14,percent,observed,m5_unemployment_august,m5prov_577c6c6aac737a31ac29f70b,bps_current_38_province_2024plus,sakernas_unemployment_august_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:190:Agustus; source universe=Labor force under the official Sakernas open-unemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_eb67e59fb54a80efef6317a7,gini_ratio,idn.65,Kalimantan Utara,65,2024,Maret,0.264,index,observed,m5_gini_march,m5prov_31575ab730cd1c8f44a59a31,bps_current_38_province_2024plus,susenas_gini_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:191:Perkotaan+Perdesaan|turtahun:61:Semester 1 (Maret); source universe=Population represented by the Susenas expenditure-welfare aggregate; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_0ddfb1e9054c6ba2f0c940dc,neet_rate,idn.65,Kalimantan Utara,65,2024,source_annual_period,16.87,percent,observed,m5_neet_source_period,m5prov_5f44d02b5481880e37d26d54,bps_current_38_province_2024plus,sakernas_neet_15_24_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=People age 15 to 24 not in employment education or training under the BPS Sakernas definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_22d9d0f7e9b05e875f5cb7ea,poverty_rate,idn.65,Kalimantan Utara,65,2024,Maret,6.32,percent,observed,m5_poverty_march,m5prov_03abc8d1b5e9677c16c7cf31,bps_current_38_province_2024plus,susenas_poverty_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:434:Jumlah|turtahun:61:Semester 1 (Maret); source universe=Population under the official BPS poverty-line methodology; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_ca5be025599700bb44a47930,real_grdp_per_capita,idn.65,Kalimantan Utara,65,2024,Tahun,98.85994,million_rupiah_per_person_constant_2010,derived,m5_real_grdp_pc_adhk2010,m5prov_de3818b738ca6c01659133dd,bps_current_38_province_2024plus,bps_grdp_per_capita_series2010_adhk,constant_2010_prices,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:531:Harga Konstan 2010|turtahun:0:Tahun; source universe=Resident population denominator embedded in the official BPS per-capita statistic; transform=divide_1000; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_ad7ba230e5d4f7c474cab9e8,underemployment_rate,idn.65,Kalimantan Utara,65,2024,source_annual_period,6.73,percent,observed,m5_underemployment_source_period,m5prov_5d566b55a746582520c84604,bps_current_38_province_2024plus,sakernas_underemployment_source_period_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:0:Tahun; source universe=Employed population meeting the BPS underemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_3c1ee86118aa8b8ed818ec7f,unemployment_rate,idn.65,Kalimantan Utara,65,2024,Agustus,3.9,percent,observed,m5_unemployment_august,m5prov_577c6c6aac737a31ac29f70b,bps_current_38_province_2024plus,sakernas_unemployment_august_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:0:Tidak ada|turtahun:190:Agustus; source universe=Labor force under the official Sakernas open-unemployment definition; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
m5obs_6977cb0432ab0569110e198a,gini_ratio,idn.71,Sulawesi Utara,71,2024,Maret,0.36,index,observed,m5_gini_march,m5prov_31575ab730cd1c8f44a59a31,bps_current_38_province_2024plus,susenas_gini_march_current38,,BPS national domain 0000; source vertical=38 Provinsi; source selector=turvar:191:Perkotaan+Perdesaan|turtahun:61:Semester 1 (Maret); source universe=Population represented by the Susenas expenditure-welfare aggregate; transform=identity; current-boundary panel begins 2024 to avoid silent pre-DOB Papua harmonization
