target_id,outer_holdout_geography_id,model_variant,selected_penalty,parameter_type,parameter_id,coefficient
unemployment_rate,idn.13.1309,primary,10,standardized_continuous_feature,manufacturing_share_grdp,0.616981929788
unemployment_rate,idn.13.1309,primary,10,standardized_continuous_feature,mean_years_schooling,0.154827788437
unemployment_rate,idn.13.1309,primary,10,standardized_continuous_feature,rice_yield,-0.501068951286
unemployment_rate,idn.13.1309,primary,10,target_year_effect,2019,0
unemployment_rate,idn.13.1309,primary,10,target_year_effect,2020,1.5072624416
unemployment_rate,idn.13.1309,primary,10,target_year_effect,2021,0.808743815883
unemployment_rate,idn.13.1309,primary,10,target_year_effect,2022,0.333526812593
unemployment_rate,idn.13.1309,primary,10,target_year_effect,2023,0.518524412436
unemployment_rate,idn.13.1309,primary,10,target_year_effect,2024,0.42886478599
unemployment_rate,idn.13.1310,primary,100,intercept,intercept_base_2019,4.97513348679
unemployment_rate,idn.13.1310,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.246909233859
unemployment_rate,idn.13.1310,primary,100,standardized_continuous_feature,labor_force_participation,-0.422884498598
unemployment_rate,idn.13.1310,primary,100,standardized_continuous_feature,manufacturing_share_grdp,0.340821937681
unemployment_rate,idn.13.1310,primary,100,standardized_continuous_feature,mean_years_schooling,0.215797478892
unemployment_rate,idn.13.1310,primary,100,standardized_continuous_feature,rice_yield,-0.0369331098458
unemployment_rate,idn.13.1310,primary,100,target_year_effect,2019,0
unemployment_rate,idn.13.1310,primary,100,target_year_effect,2020,1.36062818301
unemployment_rate,idn.13.1310,primary,100,target_year_effect,2021,0.697883923319
unemployment_rate,idn.13.1310,primary,100,target_year_effect,2022,0.3032738632
unemployment_rate,idn.13.1310,primary,100,target_year_effect,2023,0.315580139588
unemployment_rate,idn.13.1310,primary,100,target_year_effect,2024,0.264610747938
unemployment_rate,idn.13.1311,primary,100,intercept,intercept_base_2019,4.98983476804
unemployment_rate,idn.13.1311,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.237602203258
unemployment_rate,idn.13.1311,primary,100,standardized_continuous_feature,labor_force_participation,-0.449210733041
unemployment_rate,idn.13.1311,primary,100,standardized_continuous_feature,manufacturing_share_grdp,0.359530952743
unemployment_rate,idn.13.1311,primary,100,standardized_continuous_feature,mean_years_schooling,0.231154664458
unemployment_rate,idn.13.1311,primary,100,standardized_continuous_feature,rice_yield,-0.0189989601402
unemployment_rate,idn.13.1311,primary,100,target_year_effect,2019,0
unemployment_rate,idn.13.1311,primary,100,target_year_effect,2020,1.36334404478
unemployment_rate,idn.13.1311,primary,100,target_year_effect,2021,0.662325509668
unemployment_rate,idn.13.1311,primary,100,target_year_effect,2022,0.124350700079
unemployment_rate,idn.13.1311,primary,100,target_year_effect,2023,0.114080596927
unemployment_rate,idn.13.1311,primary,100,target_year_effect,2024,0.0402238736302
unemployment_rate,idn.13.1312,primary,100,intercept,intercept_base_2019,4.96996203673
unemployment_rate,idn.13.1312,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.215666849414
unemployment_rate,idn.13.1312,primary,100,standardized_continuous_feature,labor_force_participation,-0.438094719235
unemployment_rate,idn.13.1312,primary,100,standardized_continuous_feature,manufacturing_share_grdp,0.390082523253
unemployment_rate,idn.13.1312,primary,100,standardized_continuous_feature,mean_years_schooling,0.205161274133
unemployment_rate,idn.13.1312,primary,100,standardized_continuous_feature,rice_yield,-0.0268548097799
unemployment_rate,idn.13.1312,primary,100,target_year_effect,2019,0
unemployment_rate,idn.13.1312,primary,100,target_year_effect,2020,1.41398733513
unemployment_rate,idn.13.1312,primary,100,target_year_effect,2021,0.677693165539
unemployment_rate,idn.13.1312,primary,100,target_year_effect,2022,0.142372005306
unemployment_rate,idn.13.1312,primary,100,target_year_effect,2023,0.166421529644
unemployment_rate,idn.13.1312,primary,100,target_year_effect,2024,0.0625315217849
unemployment_rate,idn.13.1371,primary,10,intercept,intercept_base_2019,4.74581403933
unemployment_rate,idn.13.1371,primary,10,standardized_continuous_feature,agriculture_share_grdp,-0.361813371071
unemployment_rate,idn.13.1371,primary,10,standardized_continuous_feature,labor_force_participation,-0.530989100281
unemployment_rate,idn.13.1371,primary,10,standardized_continuous_feature,manufacturing_share_grdp,0.206598991592
unemployment_rate,idn.13.1371,primary,10,standardized_continuous_feature,mean_years_schooling,-0.224967542151
unemployment_rate,idn.13.1371,primary,10,standardized_continuous_feature,rice_yield,0.125204278398
unemployment_rate,idn.13.1371,primary,10,target_year_effect,2019,0
unemployment_rate,idn.13.1371,primary,10,target_year_effect,2020,1.10450742645
unemployment_rate,idn.13.1371,primary,10,target_year_effect,2021,0.46387478963
unemployment_rate,idn.13.1371,primary,10,target_year_effect,2022,0.0473239831159
unemployment_rate,idn.13.1371,primary,10,target_year_effect,2023,0.113857475281
unemployment_rate,idn.13.1371,primary,10,target_year_effect,2024,0.131107645124
unemployment_rate,idn.13.1372,primary,100,intercept,intercept_base_2019,4.894651122
unemployment_rate,idn.13.1372,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.253060564616
unemployment_rate,idn.13.1372,primary,100,standardized_continuous_feature,labor_force_participation,-0.42005815183
unemployment_rate,idn.13.1372,primary,100,standardized_continuous_feature,manufacturing_share_grdp,0.323820651995
unemployment_rate,idn.13.1372,primary,100,standardized_continuous_feature,mean_years_schooling,0.231711526259
unemployment_rate,idn.13.1372,primary,100,standardized_continuous_feature,rice_yield,0.0107649117456
unemployment_rate,idn.13.1372,primary,100,target_year_effect,2019,0
unemployment_rate,idn.13.1372,primary,100,target_year_effect,2020,1.30995924405
unemployment_rate,idn.13.1372,primary,100,target_year_effect,2021,0.75665419525
unemployment_rate,idn.13.1372,primary,100,target_year_effect,2022,0.360289521654
unemployment_rate,idn.13.1372,primary,100,target_year_effect,2023,0.316786750017
unemployment_rate,idn.13.1372,primary,100,target_year_effect,2024,0.245070223717
unemployment_rate,idn.13.1373,primary,100,intercept,intercept_base_2019,4.86712803469
unemployment_rate,idn.13.1373,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.23703923905
unemployment_rate,idn.13.1373,primary,100,standardized_continuous_feature,labor_force_participation,-0.43955343444
unemployment_rate,idn.13.1373,primary,100,standardized_continuous_feature,manufacturing_share_grdp,0.345600864025
unemployment_rate,idn.13.1373,primary,100,standardized_continuous_feature,mean_years_schooling,0.215875883081
unemployment_rate,idn.13.1373,primary,100,standardized_continuous_feature,rice_yield,-0.00970980114967
unemployment_rate,idn.13.1373,primary,100,target_year_effect,2019,0
unemployment_rate,idn.13.1373,primary,100,target_year_effect,2020,1.32051763364
unemployment_rate,idn.13.1373,primary,100,target_year_effect,2021,0.712417596509
unemployment_rate,idn.13.1373,primary,100,target_year_effect,2022,0.338940854337
unemployment_rate,idn.13.1373,primary,100,target_year_effect,2023,0.296804031097
unemployment_rate,idn.13.1373,primary,100,target_year_effect,2024,0.199107231814
unemployment_rate,idn.13.1374,primary,100,intercept,intercept_base_2019,5.03578949392
unemployment_rate,idn.13.1374,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.253734017989
unemployment_rate,idn.13.1374,primary,100,standardized_continuous_feature,labor_force_participation,-0.435811037925
unemployment_rate,idn.13.1374,primary,100,standardized_continuous_feature,manufacturing_share_grdp,0.356301684983
unemployment_rate,idn.13.1374,primary,100,standardized_continuous_feature,mean_years_schooling,0.268883074082
unemployment_rate,idn.13.1374,primary,100,standardized_continuous_feature,rice_yield,-0.00694012181871
unemployment_rate,idn.13.1374,primary,100,target_year_effect,2019,0
unemployment_rate,idn.13.1374,primary,100,target_year_effect,2020,1.19848747266
unemployment_rate,idn.13.1374,primary,100,target_year_effect,2021,0.613639266268
unemployment_rate,idn.13.1374,primary,100,target_year_effect,2022,0.16786464251
unemployment_rate,idn.13.1374,primary,100,target_year_effect,2023,0.110941001734
unemployment_rate,idn.13.1374,primary,100,target_year_effect,2024,0.0526639866169
unemployment_rate,idn.13.1375,primary,100,intercept,intercept_base_2019,4.91500785459
unemployment_rate,idn.13.1375,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.247375009954
unemployment_rate,idn.13.1375,primary,100,standardized_continuous_feature,labor_force_participation,-0.436250406337
unemployment_rate,idn.13.1375,primary,100,standardized_continuous_feature,manufacturing_share_grdp,0.337385787149
unemployment_rate,idn.13.1375,primary,100,standardized_continuous_feature,mean_years_schooling,0.222955209852
unemployment_rate,idn.13.1375,primary,100,standardized_continuous_feature,rice_yield,-0.00991290389216
unemployment_rate,idn.13.1375,primary,100,target_year_effect,2019,0
unemployment_rate,idn.13.1375,primary,100,target_year_effect,2020,1.32323508238
unemployment_rate,idn.13.1375,primary,100,target_year_effect,2021,0.671259568113
unemployment_rate,idn.13.1375,primary,100,target_year_effect,2022,0.283101179046
unemployment_rate,idn.13.1375,primary,100,target_year_effect,2023,0.268184701622
unemployment_rate,idn.13.1375,primary,100,target_year_effect,2024,0.175839007949
unemployment_rate,idn.13.1376,primary,100,intercept,intercept_base_2019,5.02856347221
unemployment_rate,idn.13.1376,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.251369454906
unemployment_rate,idn.13.1376,primary,100,standardized_continuous_feature,labor_force_participation,-0.426763377145
unemployment_rate,idn.13.1376,primary,100,standardized_continuous_feature,manufacturing_share_grdp,0.345546739081
unemployment_rate,idn.13.1376,primary,100,standardized_continuous_feature,mean_years_schooling,0.22365490537
unemployment_rate,idn.13.1376,primary,100,standardized_continuous_feature,rice_yield,-0.0233866558
unemployment_rate,idn.13.1376,primary,100,target_year_effect,2019,0
unemployment_rate,idn.13.1376,primary,100,target_year_effect,2020,1.25310641382
unemployment_rate,idn.13.1376,primary,100,target_year_effect,2021,0.553525957515
unemployment_rate,idn.13.1376,primary,100,target_year_effect,2022,0.150982390287
unemployment_rate,idn.13.1376,primary,100,target_year_effect,2023,0.148249159276
unemployment_rate,idn.13.1376,primary,100,target_year_effect,2024,0.0599774680784
unemployment_rate,idn.13.1377,primary,100,intercept,intercept_base_2019,4.95104110463
unemployment_rate,idn.13.1377,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.237145134142
unemployment_rate,idn.13.1377,primary,100,standardized_continuous_feature,labor_force_participation,-0.44683450099
unemployment_rate,idn.13.1377,primary,100,standardized_continuous_feature,manufacturing_share_grdp,0.34527647194
unemployment_rate,idn.13.1377,primary,100,standardized_continuous_feature,mean_years_schooling,0.230352599256
unemployment_rate,idn.13.1377,primary,100,standardized_continuous_feature,rice_yield,-0.0234531093113
unemployment_rate,idn.13.1377,primary,100,target_year_effect,2019,0
unemployment_rate,idn.13.1377,primary,100,target_year_effect,2020,1.35463512077
unemployment_rate,idn.13.1377,primary,100,target_year_effect,2021,0.662695773959
unemployment_rate,idn.13.1377,primary,100,target_year_effect,2022,0.254751203374
unemployment_rate,idn.13.1377,primary,100,target_year_effect,2023,0.179514630036
unemployment_rate,idn.13.1377,primary,100,target_year_effect,2024,0.104934421879
real_grdp_growth,idn.13.1301,primary,10,intercept,intercept_base_2019,5.09429889035
real_grdp_growth,idn.13.1301,primary,10,standardized_continuous_feature,agriculture_share_grdp,0.261089240451
real_grdp_growth,idn.13.1301,primary,10,standardized_continuous_feature,labor_force_participation,0.212752828714
real_grdp_growth,idn.13.1301,primary,10,standardized_continuous_feature,manufacturing_share_grdp,-0.00409176910037
real_grdp_growth,idn.13.1301,primary,10,standardized_continuous_feature,mean_years_schooling,0.501954377477
real_grdp_growth,idn.13.1301,primary,10,standardized_continuous_feature,rice_yield,-0.0131402648817
real_grdp_growth,idn.13.1301,primary,10,target_year_effect,2019,0
real_grdp_growth,idn.13.1301,primary,10,target_year_effect,2020,-6.85110162597
real_grdp_growth,idn.13.1301,primary,10,target_year_effect,2021,-1.79044598417
real_grdp_growth,idn.13.1301,primary,10,target_year_effect,2022,-0.646914119671
real_grdp_growth,idn.13.1301,primary,10,target_year_effect,2023,-0.597683534709
real_grdp_growth,idn.13.1301,primary,10,target_year_effect,2024,-1.03853696649
real_grdp_growth,idn.13.1302,primary,100,intercept,intercept_base_2019,5.04049173449
real_grdp_growth,idn.13.1302,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.00168036384287
real_grdp_growth,idn.13.1302,primary,100,standardized_continuous_feature,labor_force_participation,0.0718582219706
real_grdp_growth,idn.13.1302,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0219414858095
real_grdp_growth,idn.13.1302,primary,100,standardized_continuous_feature,mean_years_schooling,0.122626590462
real_grdp_growth,idn.13.1302,primary,100,standardized_continuous_feature,rice_yield,0.0285395555087
real_grdp_growth,idn.13.1302,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1302,primary,100,target_year_effect,2020,-6.89297111536
real_grdp_growth,idn.13.1302,primary,100,target_year_effect,2021,-1.74479502514
real_grdp_growth,idn.13.1302,primary,100,target_year_effect,2022,-0.592115195301
real_grdp_growth,idn.13.1302,primary,100,target_year_effect,2023,-0.504515512609
real_grdp_growth,idn.13.1302,primary,100,target_year_effect,2024,-0.887442447411
real_grdp_growth,idn.13.1303,primary,100,intercept,intercept_base_2019,5.02413702642
real_grdp_growth,idn.13.1303,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.00135433978737
real_grdp_growth,idn.13.1303,primary,100,standardized_continuous_feature,labor_force_participation,0.0763442423668
real_grdp_growth,idn.13.1303,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.020211632253
real_grdp_growth,idn.13.1303,primary,100,standardized_continuous_feature,mean_years_schooling,0.124381629146
real_grdp_growth,idn.13.1303,primary,100,standardized_continuous_feature,rice_yield,0.0293487183182
real_grdp_growth,idn.13.1303,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1303,primary,100,target_year_effect,2020,-6.8781487804
real_grdp_growth,idn.13.1303,primary,100,target_year_effect,2021,-1.7216541993
real_grdp_growth,idn.13.1303,primary,100,target_year_effect,2022,-0.590333877175
real_grdp_growth,idn.13.1303,primary,100,target_year_effect,2023,-0.498305706526
real_grdp_growth,idn.13.1303,primary,100,target_year_effect,2024,-0.872490706234
real_grdp_growth,idn.13.1304,primary,10,intercept,intercept_base_2019,5.11425883282
real_grdp_growth,idn.13.1304,primary,10,standardized_continuous_feature,agriculture_share_grdp,0.258176253423
real_grdp_growth,idn.13.1304,primary,10,standardized_continuous_feature,labor_force_participation,0.234953781808
real_grdp_growth,idn.13.1304,primary,10,standardized_continuous_feature,manufacturing_share_grdp,0.0205015095479
real_grdp_growth,idn.13.1304,primary,10,standardized_continuous_feature,mean_years_schooling,0.473501962779
real_grdp_growth,idn.13.1304,primary,10,standardized_continuous_feature,rice_yield,0.0812813382109
real_grdp_growth,idn.13.1304,primary,10,target_year_effect,2019,0
real_grdp_growth,idn.13.1304,primary,10,target_year_effect,2020,-6.91265550513
real_grdp_growth,idn.13.1304,primary,10,target_year_effect,2021,-1.80152534963
real_grdp_growth,idn.13.1304,primary,10,target_year_effect,2022,-0.629733054165
real_grdp_growth,idn.13.1304,primary,10,target_year_effect,2023,-0.652710205827
real_grdp_growth,idn.13.1304,primary,10,target_year_effect,2024,-1.06059554882
real_grdp_growth,idn.13.1305,primary,100,intercept,intercept_base_2019,5.02821088475
real_grdp_growth,idn.13.1305,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.00181418098875
real_grdp_growth,idn.13.1305,primary,100,standardized_continuous_feature,labor_force_participation,0.071277826583
real_grdp_growth,idn.13.1305,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0247711096135
real_grdp_growth,idn.13.1305,primary,100,standardized_continuous_feature,mean_years_schooling,0.123692176756
real_grdp_growth,idn.13.1305,primary,100,standardized_continuous_feature,rice_yield,0.0267473965656
real_grdp_growth,idn.13.1305,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1305,primary,100,target_year_effect,2020,-6.88344158821
real_grdp_growth,idn.13.1305,primary,100,target_year_effect,2021,-1.726427183
real_grdp_growth,idn.13.1305,primary,100,target_year_effect,2022,-0.589796828376
real_grdp_growth,idn.13.1305,primary,100,target_year_effect,2023,-0.50462074704
real_grdp_growth,idn.13.1305,primary,100,target_year_effect,2024,-0.873312295191
real_grdp_growth,idn.13.1306,primary,10,intercept,intercept_base_2019,5.17070314571
real_grdp_growth,idn.13.1306,primary,10,standardized_continuous_feature,agriculture_share_grdp,-0.00129603848038
real_grdp_growth,idn.13.1306,primary,10,standardized_continuous_feature,labor_force_participation,0.0380416423209
real_grdp_growth,idn.13.1306,primary,10,standardized_continuous_feature,manufacturing_share_grdp,-0.0296440698767
real_grdp_growth,idn.13.1306,primary,10,standardized_continuous_feature,mean_years_schooling,0.131558626977
real_grdp_growth,idn.13.1306,primary,10,standardized_continuous_feature,rice_yield,0.0428961054014
real_grdp_growth,idn.13.1306,primary,10,target_year_effect,2019,0
real_grdp_growth,idn.13.1306,primary,10,target_year_effect,2020,-6.50857600107
real_grdp_growth,idn.13.1306,primary,10,target_year_effect,2021,-1.80011791381
real_grdp_growth,idn.13.1306,primary,10,target_year_effect,2022,-0.887821116388
real_grdp_growth,idn.13.1306,primary,10,target_year_effect,2023,-0.704200975888
real_grdp_growth,idn.13.1306,primary,10,target_year_effect,2024,-1.05183620041
real_grdp_growth,idn.13.1307,primary,100,intercept,intercept_base_2019,5.03976881623
real_grdp_growth,idn.13.1307,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.00253536263571
real_grdp_growth,idn.13.1307,primary,100,standardized_continuous_feature,labor_force_participation,0.0715263235046
real_grdp_growth,idn.13.1307,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0253701234166
real_grdp_growth,idn.13.1307,primary,100,standardized_continuous_feature,mean_years_schooling,0.122353112496
real_grdp_growth,idn.13.1307,primary,100,standardized_continuous_feature,rice_yield,0.0288323185767
real_grdp_growth,idn.13.1307,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1307,primary,100,target_year_effect,2020,-6.88088247164
real_grdp_growth,idn.13.1307,primary,100,target_year_effect,2021,-1.76021257329
real_grdp_growth,idn.13.1307,primary,100,target_year_effect,2022,-0.604482405309
real_grdp_growth,idn.13.1307,primary,100,target_year_effect,2023,-0.520497095887
real_grdp_growth,idn.13.1307,primary,100,target_year_effect,2024,-0.90142724011
real_grdp_growth,idn.13.1308,primary,10,intercept,intercept_base_2019,5.09584276743
real_grdp_growth,idn.13.1308,primary,10,standardized_continuous_feature,agriculture_share_grdp,0.237010336202
real_grdp_growth,idn.13.1308,primary,10,standardized_continuous_feature,labor_force_participation,0.194779903436
real_grdp_growth,idn.13.1308,primary,10,standardized_continuous_feature,manufacturing_share_grdp,-0.00764513288792
real_grdp_growth,idn.13.1308,primary,10,standardized_continuous_feature,mean_years_schooling,0.457907140089
real_grdp_growth,idn.13.1308,primary,10,standardized_continuous_feature,rice_yield,0.0523533901434
real_grdp_growth,idn.13.1308,primary,10,target_year_effect,2019,0
real_grdp_growth,idn.13.1308,primary,10,target_year_effect,2020,-6.90192861895
real_grdp_growth,idn.13.1308,primary,10,target_year_effect,2021,-1.80183578376
real_grdp_growth,idn.13.1308,primary,10,target_year_effect,2022,-0.626566737447
real_grdp_growth,idn.13.1308,primary,10,target_year_effect,2023,-0.628535526109
real_grdp_growth,idn.13.1308,primary,10,target_year_effect,2024,-1.03785660497
real_grdp_growth,idn.13.1309,primary,100,intercept,intercept_base_2019,5.03530117153
real_grdp_growth,idn.13.1309,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.00446366748272
real_grdp_growth,idn.13.1309,primary,100,standardized_continuous_feature,labor_force_participation,0.0739833064757
real_grdp_growth,idn.13.1309,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0201286156472
real_grdp_growth,idn.13.1309,primary,100,standardized_continuous_feature,mean_years_schooling,0.12307135595
real_grdp_growth,idn.13.1309,primary,100,standardized_continuous_feature,rice_yield,0.0295700519354
real_grdp_growth,idn.13.1309,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1309,primary,100,target_year_effect,2020,-6.90396117422
real_grdp_growth,idn.13.1309,primary,100,target_year_effect,2021,-1.73549203716
real_grdp_growth,idn.13.1309,primary,100,target_year_effect,2022,-0.591281640513
real_grdp_growth,idn.13.1309,primary,100,target_year_effect,2023,-0.509651312004
real_grdp_growth,idn.13.1309,primary,100,target_year_effect,2024,-0.886976420851
real_grdp_growth,idn.13.1310,primary,100,intercept,intercept_base_2019,5.03864169556
real_grdp_growth,idn.13.1310,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.000601682678908
real_grdp_growth,idn.13.1310,primary,100,standardized_continuous_feature,labor_force_participation,0.0749630306373
real_grdp_growth,idn.13.1310,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0213220798813
real_grdp_growth,idn.13.1310,primary,100,standardized_continuous_feature,mean_years_schooling,0.123449391974
real_grdp_growth,idn.13.1310,primary,100,standardized_continuous_feature,rice_yield,0.0302580785766
real_grdp_growth,idn.13.1310,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1310,primary,100,target_year_effect,2020,-6.887362997
real_grdp_growth,idn.13.1310,primary,100,target_year_effect,2021,-1.74229746662
real_grdp_growth,idn.13.1310,primary,100,target_year_effect,2022,-0.591159169034
real_grdp_growth,idn.13.1310,primary,100,target_year_effect,2023,-0.523068849715
real_grdp_growth,idn.13.1310,primary,100,target_year_effect,2024,-0.897406135435
real_grdp_growth,idn.13.1311,primary,100,intercept,intercept_base_2019,5.02851137998
real_grdp_growth,idn.13.1311,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.00118573881
real_grdp_growth,idn.13.1311,primary,100,standardized_continuous_feature,labor_force_participation,0.0746841324866
real_grdp_growth,idn.13.1311,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0217648582991
real_grdp_growth,idn.13.1311,primary,100,standardized_continuous_feature,mean_years_schooling,0.122328493778
real_grdp_growth,idn.13.1311,primary,100,standardized_continuous_feature,rice_yield,0.0298906437793
real_grdp_growth,idn.13.1311,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1311,primary,100,target_year_effect,2020,-6.86839761042
real_grdp_growth,idn.13.1311,primary,100,target_year_effect,2021,-1.73294077742
real_grdp_growth,idn.13.1311,primary,100,target_year_effect,2022,-0.591546007665
real_grdp_growth,idn.13.1311,primary,100,target_year_effect,2023,-0.503467326504
real_grdp_growth,idn.13.1311,primary,100,target_year_effect,2024,-0.874161002333
real_grdp_growth,idn.13.1312,primary,10,intercept,intercept_base_2019,5.13633612287
real_grdp_growth,idn.13.1312,primary,10,standardized_continuous_feature,agriculture_share_grdp,0.206173647363
real_grdp_growth,idn.13.1312,primary,10,standardized_continuous_feature,labor_force_participation,0.214967489701
real_grdp_growth,idn.13.1312,primary,10,standardized_continuous_feature,manufacturing_share_grdp,-0.0262847790103
real_grdp_growth,idn.13.1312,primary,10,standardized_continuous_feature,mean_years_schooling,0.450676069372
real_grdp_growth,idn.13.1312,primary,10,standardized_continuous_feature,rice_yield,0.0602557307619
real_grdp_growth,idn.13.1312,primary,10,target_year_effect,2019,0
real_grdp_growth,idn.13.1312,primary,10,target_year_effect,2020,-6.93708783923
real_grdp_growth,idn.13.1312,primary,10,target_year_effect,2021,-1.862563977
real_grdp_growth,idn.13.1312,primary,10,target_year_effect,2022,-0.663781289105
real_grdp_growth,idn.13.1312,primary,10,target_year_effect,2023,-0.669790649712
real_grdp_growth,idn.13.1312,primary,10,target_year_effect,2024,-1.08034853775
real_grdp_growth,idn.13.1371,primary,100,intercept,intercept_base_2019,4.99599899612
real_grdp_growth,idn.13.1371,primary,100,standardized_continuous_feature,agriculture_share_grdp,0.00735479301784
real_grdp_growth,idn.13.1371,primary,100,standardized_continuous_feature,labor_force_participation,0.0787693194892
real_grdp_growth,idn.13.1371,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.028874121124
real_grdp_growth,idn.13.1371,primary,100,standardized_continuous_feature,mean_years_schooling,0.118257943206
real_grdp_growth,idn.13.1371,primary,100,standardized_continuous_feature,rice_yield,0.0358827060947
real_grdp_growth,idn.13.1371,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1371,primary,100,target_year_effect,2020,-6.81010314121
real_grdp_growth,idn.13.1371,primary,100,target_year_effect,2021,-1.71513149021
real_grdp_growth,idn.13.1371,primary,100,target_year_effect,2022,-0.560906189068
real_grdp_growth,idn.13.1371,primary,100,target_year_effect,2023,-0.485360452046
real_grdp_growth,idn.13.1371,primary,100,target_year_effect,2024,-0.887270481986
real_grdp_growth,idn.13.1372,primary,100,intercept,intercept_base_2019,4.99811809367
real_grdp_growth,idn.13.1372,primary,100,standardized_continuous_feature,agriculture_share_grdp,0.00599377847914
real_grdp_growth,idn.13.1372,primary,100,standardized_continuous_feature,labor_force_participation,0.0786927013801
real_grdp_growth,idn.13.1372,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0148092228492
real_grdp_growth,idn.13.1372,primary,100,standardized_continuous_feature,mean_years_schooling,0.11982643401
real_grdp_growth,idn.13.1372,primary,100,standardized_continuous_feature,rice_yield,0.0262511469473
real_grdp_growth,idn.13.1372,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1372,primary,100,target_year_effect,2020,-6.83932097093
real_grdp_growth,idn.13.1372,primary,100,target_year_effect,2021,-1.71197135844
real_grdp_growth,idn.13.1372,primary,100,target_year_effect,2022,-0.581351415473
real_grdp_growth,idn.13.1372,primary,100,target_year_effect,2023,-0.494267596118
real_grdp_growth,idn.13.1372,primary,100,target_year_effect,2024,-0.880686109948
real_grdp_growth,idn.13.1373,primary,100,intercept,intercept_base_2019,5.01288125289
real_grdp_growth,idn.13.1373,primary,100,standardized_continuous_feature,agriculture_share_grdp,-0.00506828558809
real_grdp_growth,idn.13.1373,primary,100,standardized_continuous_feature,labor_force_participation,0.0755145430492
real_grdp_growth,idn.13.1373,primary,100,standardized_continuous_feature,manufacturing_share_grdp,-0.0155294371215
real_grdp_growth,idn.13.1373,primary,100,standardized_continuous_feature,mean_years_schooling,0.124341067483
real_grdp_growth,idn.13.1373,primary,100,standardized_continuous_feature,rice_yield,0.0298940517789
real_grdp_growth,idn.13.1373,primary,100,target_year_effect,2019,0
real_grdp_growth,idn.13.1373,primary,100,target_year_effect,2020,-6.8599370271
real_grdp_growth,idn.13.1373,primary,100,target_year_effect,2021,-1.66812762756
real_grdp_growth,idn.13.1373,primary,100,target_year_effect,2022,-0.562371748744
real_grdp_growth,idn.13.1373,primary,100,target_year_effect,2023,-0.49163934053
real_grdp_growth,idn.13.1373,primary,100,target_year_effect,2024,-0.868545106756
real_grdp_growth,idn.13.1374,primary,10,intercept,intercept_base_2019,5.06496680378
real_grdp_growth,idn.13.1374,primary,10,standardized_continuous_feature,agriculture_share_grdp,0.247204030485
real_grdp_growth,idn.13.1374,primary,10,standardized_continuous_feature,labor_force_participation,0.21125033231
real_grdp_growth,idn.13.1374,primary,10,standardized_continuous_feature,manufacturing_share_grdp,-0.00331674415575
real_grdp_growth,idn.13.1374,primary,10,standardized_continuous_feature,mean_years_schooling,0.453469372401
real_grdp_growth,idn.13.1374,primary,10,standardized_continuous_feature,rice_yield,0.059339727006
real_grdp_growth,idn.13.1374,primary,10,target_year_effect,2019,0
real_grdp_growth,idn.13.1374,primary,10,target_year_effect,2020,-6.84937715713
real_grdp_growth,idn.13.1374,primary,10,target_year_effect,2021,-1.76973221956
real_grdp_growth,idn.13.1374,primary,10,target_year_effect,2022,-0.611103600033
real_grdp_growth,idn.13.1374,primary,10,target_year_effect,2023,-0.624934424729
real_grdp_growth,idn.13.1374,primary,10,target_year_effect,2024,-1.0396534212
real_grdp_growth,idn.13.1375,primary,100,intercept,intercept_base_2019,4.98133583786
