target_id,dimension_id,geography_id,geography_name,target_year,feature_year,expected_gap_rmse_units,favorable_peer_gap_rmse_units,m11_support_warning,gap_interpretation_authorized,expected_interval_classification,lag1_expected_years_schooling,lag1_life_expectancy,lag1_underemployment_rate,lag1_annual_rainfall
real_grdp_growth,economic_dynamism,idn.13.1303,Solok,2021,2020,-0.000571152008574,0.663150868161,false,true,within_expected_interval,13.04,71.51,12.76,2824.854401
real_grdp_growth,economic_dynamism,idn.13.1303,Solok,2022,2021,0.088936479904,0.752658500073,false,true,within_expected_interval,13.05,71.72,8.19,3100.123998
real_grdp_growth,economic_dynamism,idn.13.1303,Solok,2023,2022,0.168070134587,0.831792154756,false,true,within_expected_interval,13.3,72.12,8.16,3648.037132
real_grdp_growth,economic_dynamism,idn.13.1303,Solok,2024,2023,0.281532085107,0.945254105277,false,true,within_expected_interval,13.55,72.31,8.31,2818.463029
real_grdp_growth,economic_dynamism,idn.13.1304,Sijunjung,2021,2020,-0.208449261797,0.455272758372,false,true,within_expected_interval,12.37,71.78,13.42,2803.058049
real_grdp_growth,economic_dynamism,idn.13.1304,Sijunjung,2022,2021,0.115453036748,0.779175056917,false,true,within_expected_interval,12.38,71.93,13.09,3087.590832
real_grdp_growth,economic_dynamism,idn.13.1304,Sijunjung,2023,2022,-0.279548352999,0.384173667171,false,true,within_expected_interval,12.64,72.27,12.67,3743.084717
real_grdp_growth,economic_dynamism,idn.13.1304,Sijunjung,2024,2023,-0.23048683305,0.433235187119,false,true,within_expected_interval,12.72,72.59,11.69,2940.515772
real_grdp_growth,economic_dynamism,idn.13.1305,Tanah Datar,2021,2020,-0.0416074831789,0.62211453699,false,true,within_expected_interval,14.33,73.5,11.47,2639.181013
real_grdp_growth,economic_dynamism,idn.13.1305,Tanah Datar,2022,2021,0.17181792156,0.835539941729,false,true,within_expected_interval,14.34,73.69,7.86,2757.306452
real_grdp_growth,economic_dynamism,idn.13.1305,Tanah Datar,2023,2022,0.0621740213789,0.725896041548,false,true,within_expected_interval,14.59,73.84,5.54,3501.612179
real_grdp_growth,economic_dynamism,idn.13.1305,Tanah Datar,2024,2023,0.271248174697,0.934970194866,false,true,within_expected_interval,14.78,74.19,8.47,2729.635347
real_grdp_growth,economic_dynamism,idn.13.1306,Padang Pariaman,2021,2020,1.0230839686,1.67691989286,false,true,materially_less_favorable_than_expected,13.67,73.48,12.39,4146.372331
real_grdp_growth,economic_dynamism,idn.13.1306,Padang Pariaman,2022,2021,-2.7986037312,-2.14476780694,false,true,materially_more_favorable_than_expected,13.68,73.58,11.73,4501.844729
real_grdp_growth,economic_dynamism,idn.13.1306,Padang Pariaman,2023,2022,-1.1304536367,-0.476617712447,false,true,materially_more_favorable_than_expected,13.93,73.67,8.45,5260.041094
real_grdp_growth,economic_dynamism,idn.13.1306,Padang Pariaman,2024,2023,-0.609017140421,0.0448187838366,false,true,within_expected_interval,14.19,73.77,9.38,3949.497823
real_grdp_growth,economic_dynamism,idn.13.1307,Agam,2021,2020,-0.447567059416,0.242924961827,false,true,within_expected_interval,13.87,73.79,17.42,2943.171289
real_grdp_growth,economic_dynamism,idn.13.1307,Agam,2022,2021,0.133934898048,0.824426919292,false,true,within_expected_interval,13.88,73.91,10.92,3054.359145
real_grdp_growth,economic_dynamism,idn.13.1307,Agam,2023,2022,0.0114690688143,0.701961090059,false,true,within_expected_interval,13.88,74.07,8.73,3760.57359
real_grdp_growth,economic_dynamism,idn.13.1307,Agam,2024,2023,-0.0192773156189,0.671214705625,false,true,within_expected_interval,13.89,74.22,11.25,2907.477107
real_grdp_growth,economic_dynamism,idn.13.1308,Lima Puluh Kota,2021,2020,-0.171412887849,0.49230913232,false,true,within_expected_interval,13.29,72.74,12.84,2625.799332
real_grdp_growth,economic_dynamism,idn.13.1308,Lima Puluh Kota,2022,2021,0.262714061392,0.926436081561,false,true,within_expected_interval,13.3,72.79,10.23,2740.063992
real_grdp_growth,economic_dynamism,idn.13.1308,Lima Puluh Kota,2023,2022,-0.117731666652,0.545990353517,false,true,within_expected_interval,13.4,73.03,8.46,3506.769514
real_grdp_growth,economic_dynamism,idn.13.1308,Lima Puluh Kota,2024,2023,-0.0789002320916,0.584821788078,false,true,within_expected_interval,13.41,73.25,7.11,2875.883297
real_grdp_growth,economic_dynamism,idn.13.1309,Pasaman,2021,2020,-0.0930798810405,0.570642139129,false,true,within_expected_interval,12.8,71.15,16.52,3188.559896
real_grdp_growth,economic_dynamism,idn.13.1309,Pasaman,2022,2021,0.262907733532,0.926629753701,false,true,within_expected_interval,12.81,71.34,15.45,3303.601986
real_grdp_growth,economic_dynamism,idn.13.1309,Pasaman,2023,2022,0.1225526133,0.786274633469,false,true,within_expected_interval,13.05,71.71,15.06,3965.730773
real_grdp_growth,economic_dynamism,idn.13.1309,Pasaman,2024,2023,0.167111946618,0.830833966787,false,true,within_expected_interval,13.25,72.04,13.25,3431.683071
real_grdp_growth,economic_dynamism,idn.13.1310,Solok Selatan,2021,2020,-0.0749899641636,0.615502057081,false,true,within_expected_interval,12.71,71.32,15.06,2839.225367
real_grdp_growth,economic_dynamism,idn.13.1310,Solok Selatan,2022,2021,0.395824650593,1.08631667184,false,true,within_expected_interval,12.72,71.52,14.69,3128.814974
real_grdp_growth,economic_dynamism,idn.13.1310,Solok Selatan,2023,2022,0.0219634634468,0.712455484691,false,true,within_expected_interval,12.73,71.89,8.67,3535.487002
real_grdp_growth,economic_dynamism,idn.13.1310,Solok Selatan,2024,2023,0.124573410789,0.815065432033,false,true,within_expected_interval,12.8,72.22,10.4,2800.576874
real_grdp_growth,economic_dynamism,idn.13.1311,Dharmasraya,2021,2020,-0.115622691739,0.574869329506,false,true,within_expected_interval,12.43,73.04,9.79,3039.796046
real_grdp_growth,economic_dynamism,idn.13.1311,Dharmasraya,2022,2021,0.180656773915,0.871148795158,false,true,within_expected_interval,12.44,73.47,9.97,3360.740287
real_grdp_growth,economic_dynamism,idn.13.1311,Dharmasraya,2023,2022,0.161932693022,0.852424714266,false,true,within_expected_interval,12.51,73.84,6.6,3815.293034
real_grdp_growth,economic_dynamism,idn.13.1311,Dharmasraya,2024,2023,0.329134388013,1.01962640926,false,true,within_expected_interval,12.68,74.04,7.79,3199.790741
real_grdp_growth,economic_dynamism,idn.13.1312,Pasaman Barat,2021,2020,-0.727579469355,-0.0737435450969,true,false,within_expected_interval,13.61,71.71,15.6,3748.958598
real_grdp_growth,economic_dynamism,idn.13.1312,Pasaman Barat,2022,2021,0.0483749141616,0.702210838419,true,false,within_expected_interval,13.68,71.83,10.28,3718.636822
real_grdp_growth,economic_dynamism,idn.13.1312,Pasaman Barat,2023,2022,-0.218714918799,0.435121005458,true,false,within_expected_interval,13.69,72.14,9.91,4331.760164
real_grdp_growth,economic_dynamism,idn.13.1312,Pasaman Barat,2024,2023,-0.178706308476,0.475129615781,true,false,within_expected_interval,13.7,72.44,10.88,3782.060938
real_grdp_growth,economic_dynamism,idn.13.1371,Padang,2021,2020,-0.340205799587,0.339410841202,false,true,within_expected_interval,16.52,74.43,9.9,3833.450096
real_grdp_growth,economic_dynamism,idn.13.1371,Padang,2022,2021,0.16686128859,0.846477929379,false,true,within_expected_interval,16.53,74.47,7.67,4272.073887
real_grdp_growth,economic_dynamism,idn.13.1371,Padang,2023,2022,0.000792036439666,0.680408677229,true,false,within_expected_interval,16.54,74.71,6.29,4965.282037
real_grdp_growth,economic_dynamism,idn.13.1371,Padang,2024,2023,-0.420383252029,0.25923338876,false,true,within_expected_interval,16.56,74.94,7.99,3578.425027
real_grdp_growth,economic_dynamism,idn.13.1372,Solok,2021,2020,-0.106910986742,0.583581034501,true,false,within_expected_interval,14.32,73.86,6.96,3004.073527
real_grdp_growth,economic_dynamism,idn.13.1372,Solok,2022,2021,-0.0485623692391,0.641929652005,false,true,within_expected_interval,14.33,73.98,6.29,3274.03972
real_grdp_growth,economic_dynamism,idn.13.1372,Solok,2023,2022,-0.0723967137808,0.618095307463,false,true,within_expected_interval,14.34,74.31,5.04,3916.840246
real_grdp_growth,economic_dynamism,idn.13.1372,Solok,2024,2023,-0.190823196311,0.499668824934,false,true,within_expected_interval,14.36,74.56,7.02,2938.237223
real_grdp_growth,economic_dynamism,idn.13.1373,Sawahlunto,2021,2020,0.936679272925,1.62717129417,false,true,within_expected_interval,13.17,72.81,12.71,2803.900303
real_grdp_growth,economic_dynamism,idn.13.1373,Sawahlunto,2022,2021,0.564005573035,1.25449759428,false,true,within_expected_interval,13.18,73.2,11.56,3005.110378
real_grdp_growth,economic_dynamism,idn.13.1373,Sawahlunto,2023,2022,0.221574162955,0.912066184198,false,true,within_expected_interval,13.42,73.5,7.75,3756.138973
real_grdp_growth,economic_dynamism,idn.13.1373,Sawahlunto,2024,2023,0.270992844939,0.961484866183,false,true,within_expected_interval,13.69,73.79,8.26,2942.35941
real_grdp_growth,economic_dynamism,idn.13.1374,Padang Panjang,2021,2020,0.386805038238,1.07729705948,true,false,within_expected_interval,15.06,73.83,6.44,2811.671422
real_grdp_growth,economic_dynamism,idn.13.1374,Padang Panjang,2022,2021,0.460392206907,1.15088422815,true,false,within_expected_interval,15.07,73.93,6.58,3026.15477
real_grdp_growth,economic_dynamism,idn.13.1374,Padang Panjang,2023,2022,0.0425761067993,0.733068128043,true,false,within_expected_interval,15.07,74.03,2.04,3651.476589
real_grdp_growth,economic_dynamism,idn.13.1374,Padang Panjang,2024,2023,0.0140227164508,0.704514737695,true,false,within_expected_interval,15.29,74.24,5.75,2824.530171
real_grdp_growth,economic_dynamism,idn.13.1375,Bukittinggi,2021,2020,-0.101382427837,0.589109593406,true,false,within_expected_interval,14.97,74.58,8.89,2266.408824
real_grdp_growth,economic_dynamism,idn.13.1375,Bukittinggi,2022,2021,-0.0486458822169,0.641846139026,true,false,within_expected_interval,14.98,74.7,7.9,2376.071718
real_grdp_growth,economic_dynamism,idn.13.1375,Bukittinggi,2023,2022,-0.11586599181,0.574626029433,true,false,within_expected_interval,14.99,75.02,4.25,3069.58042
real_grdp_growth,economic_dynamism,idn.13.1375,Bukittinggi,2024,2023,-0.135078526839,0.555413494405,true,false,within_expected_interval,15.01,75.33,7.07,2354.011592
real_grdp_growth,economic_dynamism,idn.13.1376,Payakumbuh,2021,2020,-0.178084079755,0.485637940414,false,true,within_expected_interval,14.26,74.08,7.25,2261.885902
real_grdp_growth,economic_dynamism,idn.13.1376,Payakumbuh,2022,2021,0.0901881658411,0.75391018601,false,true,within_expected_interval,14.27,74.18,8.24,2362.419395
real_grdp_growth,economic_dynamism,idn.13.1376,Payakumbuh,2023,2022,-0.0252824793986,0.638439540771,false,true,within_expected_interval,14.29,74.48,5.37,3156.634559
real_grdp_growth,economic_dynamism,idn.13.1376,Payakumbuh,2024,2023,-0.218733271391,0.444988748778,false,true,within_expected_interval,14.3,74.77,6.66,2473.81129
real_grdp_growth,economic_dynamism,idn.13.1377,Pariaman,2021,2020,-0.209841145816,0.480650875429,true,false,within_expected_interval,14.54,73.59,13.36,4428.394673
real_grdp_growth,economic_dynamism,idn.13.1377,Pariaman,2022,2021,-0.125704605185,0.564787416058,true,false,within_expected_interval,14.55,73.69,11.43,4955.780563
real_grdp_growth,economic_dynamism,idn.13.1377,Pariaman,2023,2022,-0.184256380538,0.506235640705,false,true,within_expected_interval,14.61,73.98,6.97,5719.996265
real_grdp_growth,economic_dynamism,idn.13.1377,Pariaman,2024,2023,-0.232142459603,0.458349561641,false,true,within_expected_interval,14.79,74.2,8.81,4147.905615
