target_id,dimension_id,geography_id,geography_name,target_year,feature_year,expected_gap_rmse_units,favorable_peer_gap_rmse_units,m11_support_warning,gap_interpretation_authorized,expected_interval_classification,lag1_expected_years_schooling,lag1_life_expectancy,lag1_underemployment_rate,lag1_annual_rainfall
unemployment_rate,labor_market,idn.13.1376,Payakumbuh,2023,2022,-0.363332311706,0.758033222246,false,true,within_expected_interval,14.29,74.48,5.37,3156.634559
unemployment_rate,labor_market,idn.13.1376,Payakumbuh,2024,2023,-0.195438222289,0.925927311663,false,true,within_expected_interval,14.3,74.77,6.66,2473.81129
unemployment_rate,labor_market,idn.13.1377,Pariaman,2021,2020,-0.242308748101,0.879056785851,true,false,within_expected_interval,14.54,73.59,13.36,4428.394673
unemployment_rate,labor_market,idn.13.1377,Pariaman,2022,2021,-0.643639039126,0.477726494826,true,false,within_expected_interval,14.55,73.69,11.43,4955.780563
unemployment_rate,labor_market,idn.13.1377,Pariaman,2023,2022,-0.000792773597237,1.12057276036,false,true,within_expected_interval,14.61,73.98,6.97,5719.996265
unemployment_rate,labor_market,idn.13.1377,Pariaman,2024,2023,0.0469239348029,1.16828946876,false,true,within_expected_interval,14.79,74.2,8.81,4147.905615
real_grdp_growth,economic_dynamism,idn.13.1301,Kepulauan Mentawai,2021,2020,0.964560938925,1.65505296017,true,false,within_expected_interval,12.82,70.73,20.72,3626.960488
real_grdp_growth,economic_dynamism,idn.13.1301,Kepulauan Mentawai,2022,2021,0.134005839091,0.824497860334,true,false,within_expected_interval,12.89,70.73,21.96,3704.889656
real_grdp_growth,economic_dynamism,idn.13.1301,Kepulauan Mentawai,2023,2022,0.904637175519,1.59512919676,true,false,within_expected_interval,12.89,70.91,21.67,3782.009938
real_grdp_growth,economic_dynamism,idn.13.1301,Kepulauan Mentawai,2024,2023,0.750785842732,1.44127786398,true,false,within_expected_interval,12.9,71.06,19.5,2625.301919
real_grdp_growth,economic_dynamism,idn.13.1302,Pesisir Selatan,2021,2020,-0.221855239165,0.441866781005,false,true,within_expected_interval,13.32,73.02,14.28,3086.659964
real_grdp_growth,economic_dynamism,idn.13.1302,Pesisir Selatan,2022,2021,0.298544454136,0.962266474305,false,true,within_expected_interval,13.33,73.12,10.02,3436.715819
real_grdp_growth,economic_dynamism,idn.13.1302,Pesisir Selatan,2023,2022,0.250366511452,0.914088531621,false,true,within_expected_interval,13.35,73.2,11.58,3619.80713
real_grdp_growth,economic_dynamism,idn.13.1302,Pesisir Selatan,2024,2023,0.184424385397,0.848146405566,true,false,within_expected_interval,13.36,73.27,14.04,2705.082515
