target_id,dimension_id,target_direction,geography_id,geography_name,target_year,observed,m11_expected,m11_prediction_interval_lower,m11_prediction_interval_upper,expected_interval_classification,expected_adverse_gap,m11_target_crossfit_rmse,expected_gap_rmse_units,m12_primary_favorable_reference,favorable_peer_gap,favorable_peer_gap_rmse_units,m12_alternative_favorable_reference,alternative_favorable_peer_gap,alternative_gap_rmse_units,frontier_gap_primary_sign,frontier_gap_alternative_sign,frontier_gap_sign_agreement,m11_benchmark_qualified,m11_support_warning,m12_primary_frontier_calibrated,gap_interpretation_authorized,expected_gap_claim_type,favorable_peer_gap_claim_type,causal_claim,theoretical_maximum_claim,policy_counterfactual_claim,monetary_wasted_potential_claim
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1306,Padang Pariaman,2021,7.22,6.19094975249,3.23422041974,12.7049750939,within_expected_interval,1.02905024751,1.9592487017,0.5252269641,4.51500854762,2.70499145238,1.38062689542,3.46,3.76,1.91910296877,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1306,Padang Pariaman,2022,6.25,5.623800121,2.66707078825,12.1378254624,within_expected_interval,0.626199879,1.9592487017,0.319612246499,3.94785891613,2.30214108387,1.17501217782,3.27,2.98,1.5209911827,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1306,Padang Pariaman,2023,6.34,5.92583884424,2.96910951149,12.4398641856,within_expected_interval,0.41416115576,1.9592487017,0.211387740311,4.24989763937,2.09010236063,1.06678767163,4.86,1.48,0.755391594092,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1306,Padang Pariaman,2024,6.27,5.35235455114,2.3956252184,11.8663798925,within_expected_interval,0.91764544886,1.9592487017,0.468365985423,3.67641334627,2.59358665373,1.32376591674,3.305,2.965,1.51333518681,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1307,Agam,2019,6.75,6.12300099825,3.1662716655,12.6370263396,within_expected_interval,0.62699900175,1.9592487017,0.320020118531,4.44705979338,2.30294020662,1.17542004985,4.71,2.04,1.04121544051,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1307,Agam,2020,6.75,6.17532601246,3.21859667972,12.6893513538,within_expected_interval,0.57467398754,1.9592487017,0.293313445629,4.49938480759,2.25061519241,1.14871337695,3.28,3.47,1.77108704831,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1307,Agam,2021,6.85,6.31375424866,3.35702491591,12.82777959,within_expected_interval,0.53624575134,1.9592487017,0.273699684412,4.63781304379,2.21218695621,1.12909961573,5.605,1.245,0.635447658544,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1307,Agam,2022,6.22,5.63164110394,2.67491177119,12.1456664453,within_expected_interval,0.58835889606,1.9592487017,0.300298219184,3.95569989907,2.26430010093,1.1556981505,3.27,2.95,1.50567919093,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1307,Agam,2023,6.6,6.29148907862,3.33475974587,12.80551442,within_expected_interval,0.30851092138,1.9592487017,0.157463889659,4.61554787375,1.98445212625,1.01286382098,4.86,1.74,0.888095522784,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1307,Agam,2024,6.83,5.8478292464,2.89109991365,12.3618545878,within_expected_interval,0.9821707536,1.9592487017,0.501299683265,4.17188804153,2.65811195847,1.35669961458,4.27,2.56,1.30662329789,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1308,Lima Puluh Kota,2019,6.97,7.60156648809,4.64483715535,14.1155918295,within_expected_interval,-0.63156648809,1.9592487017,-0.322351362306,5.92562528322,1.04437471678,0.533048569012,6.52,0.45,0.229679876582,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1308,Lima Puluh Kota,2020,6.86,7.569262503,4.61253317025,14.0832878444,within_expected_interval,-0.709262503,1.9592487017,-0.362007387007,5.89332129813,0.966678701868,0.49339254431,6.505,0.355,0.181191902637,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1308,Lima Puluh Kota,2021,7.29,7.63561796443,4.67888863168,14.1496433058,within_expected_interval,-0.34561796443,1.9592487017,-0.176403314255,5.95967675956,1.33032324044,0.678996617063,6.735,0.555,0.283271847785,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1308,Lima Puluh Kota,2022,6.59,7.04366203419,4.08693270145,13.5576873756,within_expected_interval,-0.45366203419,1.9592487017,-0.231548977828,5.36772082932,1.22227917068,0.62385095349,5.78,0.81,0.413423777848,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1308,Lima Puluh Kota,2023,6.8,7.19681851963,4.24008918688,13.710843861,within_expected_interval,-0.39681851963,1.9592487017,-0.202536063587,5.52087731476,1.27912268524,0.652863867732,5.95,0.85,0.433839766877,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1308,Lima Puluh Kota,2024,6.92,6.8417844852,3.88505515246,13.3558098266,within_expected_interval,0.0782155148,1.9592487017,0.0399211773024,5.16584328033,1.75415671967,0.895321108621,4.8,2.12,1.08204741856,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1309,Pasaman,2019,7.21,8.04840587412,5.09167654137,14.5624312155,within_expected_interval,-0.83840587412,1.9592487017,-0.427922128208,6.37246466925,0.837535330748,0.42747780311,6.63,0.58,0.296031840928,1,1,true,true,true,true,false,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1309,Pasaman,2020,7.16,8.06311800116,5.10638866841,14.5771433425,within_expected_interval,-0.90311800116,1.9592487017,-0.460951180101,6.38717679629,0.772823203708,0.394448751216,6.505,0.655,0.334311820358,1,1,true,true,true,true,false,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1309,Pasaman,2021,7.48,8.37806215932,5.42133282658,14.8920875007,within_expected_interval,-0.89806215932,1.9592487017,-0.458370679813,6.70212095445,0.777879045548,0.397029251505,6.735,0.745,0.380247795675,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1309,Pasaman,2022,6.85,7.58261503107,4.62588569832,14.0966403724,within_expected_interval,-0.73261503107,1.9592487017,-0.37392651093,5.9066738262,0.943326173798,0.481473420388,5.78,1.07,0.54612770654,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1309,Pasaman,2023,6.8,7.917202237,4.96047290425,14.4312275784,within_expected_interval,-1.117202237,1.9592487017,-0.570219715359,6.24126103213,0.558738967868,0.285180215959,5.72,1.08,0.551231703797,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1309,Pasaman,2024,6.74,7.82441822845,4.8676888957,14.3384435698,within_expected_interval,-1.08441822845,1.9592487017,-0.553486766386,6.14847702358,0.591522976418,0.301913164931,5.55,1.19,0.607375673628,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1310,Solok Selatan,2019,7.33,7.86574191168,4.90901257893,14.3797672531,within_expected_interval,-0.53574191168,1.9592487017,-0.273442524788,6.18980070681,1.14019929319,0.581957406531,5.985,1.345,0.686487631117,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1310,Solok Selatan,2020,7.15,7.41226020281,4.45553087006,13.9262855442,within_expected_interval,-0.26226020281,1.9592487017,-0.133857535586,5.73631899794,1.41368100206,0.721542395732,6.505,0.645,0.329207823101,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1310,Solok Selatan,2021,7.52,8.04725838988,5.09052905713,14.5612837313,within_expected_interval,-0.52725838988,1.9592487017,-0.269112537588,6.37131718501,1.14868281499,0.586287393731,6.735,0.785,0.400663784704,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1310,Solok Selatan,2022,6.51,7.33255687224,4.37582753949,13.8465822136,within_expected_interval,-0.82255687224,1.9592487017,-0.419832801995,5.65661566737,0.853384332628,0.435567129322,5.78,0.73,0.372591799789,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1310,Solok Selatan,2023,6.45,7.82169556535,4.8649662326,14.3357209067,within_expected_interval,-1.37169556535,1.9592487017,-0.700113040351,6.14575436048,0.304245639518,0.155286890967,5.72,0.73,0.372591799789,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1310,Solok Selatan,2024,6.56,7.54664867856,4.58991934581,14.0606740199,within_expected_interval,-0.98664867856,1.9592487017,-0.503585214937,5.87070747369,0.689292526308,0.351814716381,4.79,1.77,0.903407514556,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1311,Dharmasraya,2019,6.29,7.09321225906,4.13648292631,13.6072376004,within_expected_interval,-0.80321225906,1.9592487017,-0.409959316734,5.41727105419,0.872728945808,0.445440614584,7.005,-0.715,-0.364935803903,1,-1,false,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1311,Dharmasraya,2020,6.23,6.85910296595,3.9023736332,13.3731283073,within_expected_interval,-0.62910296595,1.9592487017,-0.321093981282,5.18316176108,1.04683823892,0.534305950037,6.82,-0.59,-0.301135838185,1,-1,false,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1311,Dharmasraya,2021,6.67,7.37763392129,4.42090458854,13.8916592627,within_expected_interval,-0.70763392129,1.9592487017,-0.361176159349,5.70169271642,0.968307283578,0.494223771968,6.825,-0.155,-0.0791119574894,1,-1,false,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1311,Dharmasraya,2022,5.56,6.75740507481,3.80067574206,13.2714304162,within_expected_interval,-1.19740507481,1.9592487017,-0.61115522178,5.08146386994,0.478536130058,0.244244709537,6.255,-0.695,-0.354727809388,1,-1,false,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1311,Dharmasraya,2023,5.56,6.74260457986,3.78587524711,13.2566299212,within_expected_interval,-1.18260457986,1.9592487017,-0.603601053217,5.06666337499,0.493336625008,0.251798878101,6.165,-0.605,-0.308791834071,1,-1,false,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1311,Dharmasraya,2024,5.32,6.95204597426,3.99531664151,13.4660713156,within_expected_interval,-1.63204597426,1.9592487017,-0.832995817654,5.27610476939,0.043895230608,0.0224041136635,5.02,0.3,0.153119917721,1,1,true,true,false,true,true,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
poverty_rate,living_standards_inclusion,lower_is_favorable,idn.13.1312,Pasaman Barat,2019,7.14,6.18017772453,3.22344839179,12.6942030659,within_expected_interval,0.95982227547,1.9592487017,0.489893026157,4.50423651966,2.63576348034,1.34529295748,5.475,1.665,0.849815543354,1,1,true,true,true,true,false,model_estimate_difference,model_estimate_empirical_peer_reference_difference,false,false,false,false
