year,geography_id,geography_name,irbi_hazard_id,irbi_source_hazard_label,risk_score,risk_class,krb_hazard_id,krb_source_hazard_label,mitigation_action_count,recommendation_action_detail_status,bridge_status,claim_type,numeric_value_equivalence_authorized,event_taxonomy_join_authorized,prediction_claim_authorized
2024,idn.13.1308,Lima Puluh Kota,forest_and_land_fire,Kebakaran Hutan dan Lahan,36.00,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1309,Pasaman,forest_and_land_fire,Kebakaran Hutan dan Lahan,36.00,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1310,Solok Selatan,forest_and_land_fire,Kebakaran Hutan dan Lahan,28.24,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1311,Dharmasraya,forest_and_land_fire,Kebakaran Hutan dan Lahan,29.97,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1312,Pasaman Barat,forest_and_land_fire,Kebakaran Hutan dan Lahan,29.89,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1371,Padang,forest_and_land_fire,Kebakaran Hutan dan Lahan,22.41,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1372,Solok,forest_and_land_fire,Kebakaran Hutan dan Lahan,32.20,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1373,Sawahlunto,forest_and_land_fire,Kebakaran Hutan dan Lahan,22.51,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1374,Padang Panjang,forest_and_land_fire,Kebakaran Hutan dan Lahan,24.00,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1375,Bukittinggi,forest_and_land_fire,Kebakaran Hutan dan Lahan,36.00,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1376,Payakumbuh,forest_and_land_fire,Kebakaran Hutan dan Lahan,34.80,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1377,Pariaman,forest_and_land_fire,Kebakaran Hutan dan Lahan,16.49,tinggi,forest_and_land_fire,KEBAKARAN HUTAN DAN LAHAN,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1301,Kepulauan Mentawai,landslide,Tanah Longsor,19.73,tinggi,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1302,Pesisir Selatan,landslide,Tanah Longsor,14.94,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1303,Solok,landslide,Tanah Longsor,24.00,tinggi,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1304,Sijunjung,landslide,Tanah Longsor,11.83,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1305,Tanah Datar,landslide,Tanah Longsor,12.00,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1306,Padang Pariaman,landslide,Tanah Longsor,7.96,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1307,Agam,landslide,Tanah Longsor,11.78,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1308,Lima Puluh Kota,landslide,Tanah Longsor,24.00,tinggi,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1309,Pasaman,landslide,Tanah Longsor,36.00,tinggi,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1310,Solok Selatan,landslide,Tanah Longsor,18.83,tinggi,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1311,Dharmasraya,landslide,Tanah Longsor,9.99,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1312,Pasaman Barat,landslide,Tanah Longsor,19.93,tinggi,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1371,Padang,landslide,Tanah Longsor,14.94,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1372,Solok,landslide,Tanah Longsor,10.73,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1373,Sawahlunto,landslide,Tanah Longsor,18.01,tinggi,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1374,Padang Panjang,landslide,Tanah Longsor,12.00,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1375,Bukittinggi,landslide,Tanah Longsor,24.00,tinggi,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1376,Payakumbuh,landslide,Tanah Longsor,11.60,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1377,Pariaman,landslide,Tanah Longsor,8.24,sedang,landslide,TANAH LONGSOR,4,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1301,Kepulauan Mentawai,tsunami,Tsunami,15.78,tinggi,tsunami,TSUNAMI,8,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1302,Pesisir Selatan,tsunami,Tsunami,14.94,tinggi,tsunami,TSUNAMI,8,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1306,Padang Pariaman,tsunami,Tsunami,15.91,tinggi,tsunami,TSUNAMI,8,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1307,Agam,tsunami,Tsunami,23.55,tinggi,tsunami,TSUNAMI,8,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1312,Pasaman Barat,tsunami,Tsunami,19.93,tinggi,tsunami,TSUNAMI,8,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1371,Padang,tsunami,Tsunami,14.94,tinggi,tsunami,TSUNAMI,8,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1377,Pariaman,tsunami,Tsunami,17.66,tinggi,tsunami,TSUNAMI,8,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1303,Solok,volcanic_eruption,Letusan Gunung Api,7.20,sedang,volcanic_eruption,LETUSAN GUNUNGAPI,7,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1305,Tanah Datar,volcanic_eruption,Letusan Gunung Api,7.20,sedang,volcanic_eruption,LETUSAN GUNUNGAPI,7,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
2024,idn.13.1306,Padang Pariaman,volcanic_eruption,Letusan Gunung Api,4.77,rendah,volcanic_eruption,LETUSAN GUNUNGAPI,7,flat_actions_materialized,authorized_lookup_bridge,official_risk_index_with_recommendation_lookup,false,false,false
