target_id,target_direction,geography_id,geography_name,target_year,feature_year,observed,m11_expected,m11_prediction_interval_lower,m11_prediction_interval_upper,m11_benchmark_qualified,m11_support_warning,primary_method,primary_favorable_quantile,primary_focal_excluded_calibration_residual_count,primary_favorable_residual_quantile_value,primary_favorable_reference,primary_distance_to_favorable_reference,primary_observed_meets_or_exceeds_favorable_reference,primary_frontier_calibrated,primary_frontier_interpretation_authorized,alternative_method,alternative_k_neighbors,alternative_favorable_neighbor_count,alternative_favorable_neighbor_ids,alternative_favorable_neighbor_outcomes,alternative_favorable_neighbor_distances,alternative_favorable_reference,alternative_distance_to_favorable_reference,claim_type,frontier_scope,theoretical_maximum_claim,causal_claim,policy_counterfactual_claim,monetary_wasted_potential_claim
poverty_rate,lower_is_favorable,idn.13.1302,Pesisir Selatan,2024,2023,7.49,5.89596265943,2.93923332669,12.4099880008,true,true,conditional_favorable_residual_quantile,0.1,108,-1.67594120487,4.22002145456,3.26997854544,false,true,false,structural_neighbor_favorable_envelope,6,2,idn.13.1305|idn.13.1304,4.28|5.78,1.80786403304|2.29169763003,5.03,2.46,model_estimate,empirical_favorable_peer_reference,false,false,false,false
poverty_rate,lower_is_favorable,idn.13.1303,Solok,2019,2018,7.98,6.86195586456,3.90522653181,13.3759812059,true,false,conditional_favorable_residual_quantile,0.1,108,-1.67594120487,5.18601465969,2.79398534031,false,true,true,structural_neighbor_favorable_envelope,6,2,idn.13.1305|idn.13.1311,4.66|6.29,1.79071669948|1.23183877469,5.475,2.505,model_estimate,empirical_favorable_peer_reference,false,false,false,false
poverty_rate,lower_is_favorable,idn.13.1303,Solok,2020,2019,7.81,6.99180367064,4.03507433789,13.505829012,true,false,conditional_favorable_residual_quantile,0.1,108,-1.67594120487,5.31586246577,2.49413753423,false,true,true,structural_neighbor_favorable_envelope,6,2,idn.13.1311|idn.13.1307,6.23|6.75,0.722011420388|1.79858061726,6.49,1.32,model_estimate,empirical_favorable_peer_reference,false,false,false,false
poverty_rate,lower_is_favorable,idn.13.1303,Solok,2021,2020,8.01,7.76719431278,4.81046498003,14.2812196542,true,false,conditional_favorable_residual_quantile,0.1,108,-1.67594120487,6.09125310791,1.91874689209,false,true,true,structural_neighbor_favorable_envelope,6,2,idn.13.1311|idn.13.1304,6.67|6.8,0.85677269069|1.53351415089,6.735,1.275,model_estimate,empirical_favorable_peer_reference,false,false,false,false
poverty_rate,lower_is_favorable,idn.13.1303,Solok,2022,2021,7.12,6.69402674837,3.73729741562,13.2080520897,true,false,conditional_favorable_residual_quantile,0.1,108,-1.67594120487,5.0180855435,2.1019144565,false,true,true,structural_neighbor_favorable_envelope,6,2,idn.13.1311|idn.13.1304,5.56|6,0.881508938313|1.85486447592,5.78,1.34,model_estimate,empirical_favorable_peer_reference,false,false,false,false
poverty_rate,lower_is_favorable,idn.13.1303,Solok,2023,2022,7.13,6.88928146533,3.93255213258,13.4033068067,true,false,conditional_favorable_residual_quantile,0.1,108,-1.67594120487,5.21334026046,1.91665973954,false,true,true,structural_neighbor_favorable_envelope,6,2,idn.13.1311|idn.13.1310,5.56|6.45,1.11726738718|1.56783971659,6.005,1.125,model_estimate,empirical_favorable_peer_reference,false,false,false,false
poverty_rate,lower_is_favorable,idn.13.1303,Solok,2024,2023,7.31,7.12047477346,4.16374544071,13.6345001148,true,false,conditional_favorable_residual_quantile,0.1,108,-1.67594120487,5.44453356859,1.86546643141,false,true,true,structural_neighbor_favorable_envelope,6,2,idn.13.1305|idn.13.1311,4.28|5.32,2.77411484324|1.28085776819,4.8,2.51,model_estimate,empirical_favorable_peer_reference,false,false,false,false
poverty_rate,lower_is_favorable,idn.13.1304,Sijunjung,2019,2018,7.04,7.6641855589,4.70745622615,14.1782109003,true,false,conditional_favorable_residual_quantile,0.1,108,-1.65937081185,6.00481474705,1.03518525295,false,true,true,structural_neighbor_favorable_envelope,6,2,idn.13.1311|idn.13.1308,6.29|6.97,1.02323437707|1.92946712999,6.63,0.41,model_estimate,empirical_favorable_peer_reference,false,false,false,false
poverty_rate,lower_is_favorable,idn.13.1304,Sijunjung,2020,2019,6.78,7.95038753052,4.99365819777,14.4644128719,true,false,conditional_favorable_residual_quantile,0.1,108,-1.65937081185,6.29101671867,0.488983281327,false,true,true,structural_neighbor_favorable_envelope,6,2,idn.13.1311|idn.13.1308,6.23|6.86,1.68811310224|1.69040801803,6.545,0.235,model_estimate,empirical_favorable_peer_reference,false,false,false,false
poverty_rate,lower_is_favorable,idn.13.1304,Sijunjung,2021,2020,6.8,7.93397171318,4.97724238043,14.4479970546,true,false,conditional_favorable_residual_quantile,0.1,108,-1.65937081185,6.27460090133,0.525399098667,false,true,true,structural_neighbor_favorable_envelope,6,2,idn.13.1311|idn.13.1308,6.67|7.29,1.12897449204|1.43168934995,6.98,-0.18,model_estimate,empirical_favorable_peer_reference,false,false,false,false
