target_id,geography_id,target_year,k_neighbors,favorable_neighbor_count,favorable_neighbor_ids,favorable_neighbor_outcomes,favorable_neighbor_distances,favorable_reference,distance_to_favorable_reference,difference_vs_locked_k6_reference,sensitivity_can_replace_locked_k6
poverty_rate,idn.13.1374,2020,5,2,idn.13.1373|idn.13.1377,2.16|4.1,1.62978254354|1.3237661766,3.13,2.11,0.665,false
poverty_rate,idn.13.1374,2020,7,2,idn.13.1373|idn.13.1372,2.16|2.77,1.62978254354|1.99574566551,2.465,2.775,0,false
poverty_rate,idn.13.1374,2021,5,2,idn.13.1373|idn.13.1372,2.38|3.12,2.17174282062|1.75299668671,2.75,3.17,0,false
poverty_rate,idn.13.1374,2021,7,2,idn.13.1373|idn.13.1372,2.38|3.12,2.17174282062|1.75299668671,2.75,3.17,0,false
poverty_rate,idn.13.1374,2022,5,2,idn.13.1373|idn.13.1372,2.28|3.02,1.67241249896|1.38310832018,2.65,2.49,0,false
poverty_rate,idn.13.1374,2022,7,2,idn.13.1373|idn.13.1372,2.28|3.02,1.67241249896|1.38310832018,2.65,2.49,0,false
poverty_rate,idn.13.1374,2023,5,2,idn.13.1373|idn.13.1372,2.27|3.05,2.20125526714|1.89034476026,2.66,2.58,0,false
poverty_rate,idn.13.1374,2023,7,2,idn.13.1373|idn.13.1372,2.27|3.05,2.20125526714|1.89034476026,2.66,2.58,0,false
poverty_rate,idn.13.1374,2024,5,2,idn.13.1373|idn.13.1372,2.33|3.07,1.71313574896|1.71698266426,2.7,2.61,0,false
poverty_rate,idn.13.1374,2024,7,2,idn.13.1373|idn.13.1372,2.33|3.07,1.71313574896|1.71698266426,2.7,2.61,0,false
poverty_rate,idn.13.1375,2019,5,2,idn.13.1373|idn.13.1372,2.17|3.24,3.06215113628|1.77143551146,2.705,1.895,0,false
poverty_rate,idn.13.1375,2019,7,2,idn.13.1373|idn.13.1372,2.17|3.24,3.06215113628|1.77143551146,2.705,1.895,0,false
poverty_rate,idn.13.1375,2020,5,2,idn.13.1372|idn.13.1377,2.77|4.1,1.2965947787|2.08014768066,3.435,1.105,0.97,false
poverty_rate,idn.13.1375,2020,7,2,idn.13.1373|idn.13.1372,2.16|2.77,3.29318451206|1.2965947787,2.465,2.075,0,false
poverty_rate,idn.13.1375,2021,5,2,idn.13.1373|idn.13.1372,2.38|3.12,2.94210339851|1.00073012792,2.75,2.39,0,false
poverty_rate,idn.13.1375,2021,7,2,idn.13.1373|idn.13.1372,2.38|3.12,2.94210339851|1.00073012792,2.75,2.39,0,false
poverty_rate,idn.13.1375,2022,5,2,idn.13.1373|idn.13.1372,2.28|3.02,2.72899548223|1.36470925057,2.65,1.81,0,false
poverty_rate,idn.13.1375,2022,7,2,idn.13.1373|idn.13.1372,2.28|3.02,2.72899548223|1.36470925057,2.65,1.81,0,false
poverty_rate,idn.13.1375,2023,5,2,idn.13.1372|idn.13.1371,3.05|4.17,1.22491673932|2.48726433506,3.61,0.5,0.95,false
poverty_rate,idn.13.1375,2023,7,2,idn.13.1373|idn.13.1372,2.27|3.05,2.55413705392|1.22491673932,2.66,1.45,0,false
poverty_rate,idn.13.1375,2024,5,2,idn.13.1373|idn.13.1372,2.33|3.07,2.1138259694|0.444531561003,2.7,1.38,0,false
poverty_rate,idn.13.1375,2024,7,2,idn.13.1373|idn.13.1372,2.33|3.07,2.1138259694|0.444531561003,2.7,1.38,0,false
poverty_rate,idn.13.1376,2019,5,2,idn.13.1373|idn.13.1372,2.17|3.24,2.17269256692|2.03180647645,2.705,2.975,0,false
poverty_rate,idn.13.1376,2019,7,2,idn.13.1373|idn.13.1372,2.17|3.24,2.17269256692|2.03180647645,2.705,2.975,0,false
poverty_rate,idn.13.1376,2020,5,2,idn.13.1373|idn.13.1372,2.16|2.77,1.94552283293|1.93434357752,2.465,3.185,0,false
poverty_rate,idn.13.1376,2020,7,2,idn.13.1373|idn.13.1372,2.16|2.77,1.94552283293|1.93434357752,2.465,3.185,0,false
poverty_rate,idn.13.1376,2021,5,2,idn.13.1373|idn.13.1372,2.38|3.12,2.03541980183|1.82998033742,2.75,3.41,0,false
poverty_rate,idn.13.1376,2021,7,2,idn.13.1373|idn.13.1372,2.38|3.12,2.03541980183|1.82998033742,2.75,3.41,0,false
poverty_rate,idn.13.1376,2022,5,2,idn.13.1373|idn.13.1372,2.28|3.02,2.09654881125|1.52087336108,2.65,3.01,0,false
poverty_rate,idn.13.1376,2022,7,2,idn.13.1373|idn.13.1372,2.28|3.02,2.09654881125|1.52087336108,2.65,3.01,0,false
poverty_rate,idn.13.1376,2023,5,2,idn.13.1373|idn.13.1372,2.27|3.05,1.97745467894|1.01054371754,2.66,2.78,0,false
poverty_rate,idn.13.1376,2023,7,2,idn.13.1373|idn.13.1372,2.27|3.05,1.97745467894|1.01054371754,2.66,2.78,0,false
poverty_rate,idn.13.1376,2024,5,2,idn.13.1372|idn.13.1375,3.07|4.08,1.24703074553|1.35271567618,3.575,1.615,0.875,false
poverty_rate,idn.13.1376,2024,7,2,idn.13.1373|idn.13.1372,2.33|3.07,2.28896929077|1.24703074553,2.7,2.49,0,false
poverty_rate,idn.13.1377,2019,5,2,idn.13.1372|idn.13.1305,3.24|4.66,1.4427855067|1.97891826326,3.95,0.81,0,false
poverty_rate,idn.13.1377,2019,7,2,idn.13.1372|idn.13.1305,3.24|4.66,1.4427855067|1.97891826326,3.95,0.81,0,false
poverty_rate,idn.13.1377,2020,5,2,idn.13.1373|idn.13.1305,2.16|4.4,1.75395625402|1.91323659913,3.28,0.82,0,false
poverty_rate,idn.13.1377,2020,7,2,idn.13.1373|idn.13.1372,2.16|2.77,1.75395625402|1.9660604284,2.465,1.635,-0.815,false
poverty_rate,idn.13.1377,2021,5,2,idn.13.1372|idn.13.1371,3.12|4.94,2.24514017447|1.90047914336,4.03,0.35,1.28,false
poverty_rate,idn.13.1377,2021,7,2,idn.13.1373|idn.13.1372,2.38|3.12,2.25406786924|2.24514017447,2.75,1.63,0,false
poverty_rate,idn.13.1377,2022,5,2,idn.13.1373|idn.13.1372,2.28|3.02,2.02159791439|1.93123853575,2.65,1.48,0,false
poverty_rate,idn.13.1377,2022,7,2,idn.13.1373|idn.13.1372,2.28|3.02,2.02159791439|1.93123853575,2.65,1.48,0,false
poverty_rate,idn.13.1377,2023,5,2,idn.13.1373|idn.13.1372,2.27|3.05,1.80064886387|1.77596804438,2.66,1.54,0,false
poverty_rate,idn.13.1377,2023,7,2,idn.13.1373|idn.13.1372,2.27|3.05,1.80064886387|1.77596804438,2.66,1.54,0,false
poverty_rate,idn.13.1377,2024,5,2,idn.13.1372|idn.13.1305,3.07|4.28,1.94959113503|1.95180134456,3.675,0.585,0.11,false
poverty_rate,idn.13.1377,2024,7,2,idn.13.1372|idn.13.1371,3.07|4.06,1.94959113503|1.95805161537,3.565,0.695,0,false
unemployment_rate,idn.13.1301,2019,5,2,idn.13.1308|idn.13.1304,2.3|3.64,4.15312336896|3.99019925986,2.97,-0.05,0,false
unemployment_rate,idn.13.1301,2019,7,2,idn.13.1308|idn.13.1304,2.3|3.64,4.15312336896|3.99019925986,2.97,-0.05,0,false
unemployment_rate,idn.13.1301,2020,5,2,idn.13.1308|idn.13.1309,3.03|5.04,4.22152331987|4.70179825861,4.035,-0.055,0.195,false
unemployment_rate,idn.13.1301,2020,7,2,idn.13.1308|idn.13.1303,3.03|4.65,4.22152331987|5.3257483824,3.84,0.14,0,false
unemployment_rate,idn.13.1301,2021,5,2,idn.13.1308|idn.13.1304,2.25|3.57,4.36507132098|4.46854278748,2.91,-0.12,0,false
unemployment_rate,idn.13.1301,2021,7,2,idn.13.1308|idn.13.1304,2.25|3.57,4.36507132098|4.46854278748,2.91,-0.12,0,false
unemployment_rate,idn.13.1301,2022,5,2,idn.13.1310|idn.13.1308,3.71|3.72,4.45896326678|4.92877114757,3.715,-2.325,0,false
unemployment_rate,idn.13.1301,2022,7,2,idn.13.1310|idn.13.1308,3.71|3.72,4.45896326678|4.92877114757,3.715,-2.325,0,false
unemployment_rate,idn.13.1301,2023,5,2,idn.13.1310|idn.13.1308,2.57|3.95,2.85878082215|3.54129835469,3.26,-1.93,0,false
unemployment_rate,idn.13.1301,2023,7,2,idn.13.1310|idn.13.1308,2.57|3.95,2.85878082215|3.54129835469,3.26,-1.93,0,false
unemployment_rate,idn.13.1301,2024,5,2,idn.13.1310|idn.13.1304,2.3|4.73,3.0306375983|4.09578194307,3.515,-2.075,0.525,false
unemployment_rate,idn.13.1301,2024,7,2,idn.13.1310|idn.13.1308,2.3|3.68,3.0306375983|4.24613855663,2.99,-1.55,0,false
unemployment_rate,idn.13.1302,2019,5,2,idn.13.1305|idn.13.1303,3.2|4.72,1.37860562432|0.922705167676,3.96,2.06,0,false
unemployment_rate,idn.13.1302,2019,7,2,idn.13.1305|idn.13.1303,3.2|4.72,1.37860562432|0.922705167676,3.96,2.06,0,false
unemployment_rate,idn.13.1302,2020,5,2,idn.13.1308|idn.13.1307,3.03|4.61,1.49541180012|1.29593950961,3.82,3.18,0,false
unemployment_rate,idn.13.1302,2020,7,2,idn.13.1308|idn.13.1307,3.03|4.61,1.49541180012|1.29593950961,3.82,3.18,0,false
unemployment_rate,idn.13.1302,2021,5,2,idn.13.1308|idn.13.1305,2.25|4.63,2.04997311386|1.8546435286,3.44,2.53,0,false
unemployment_rate,idn.13.1302,2021,7,2,idn.13.1308|idn.13.1305,2.25|4.63,2.04997311386|1.8546435286,3.44,2.53,0,false
unemployment_rate,idn.13.1302,2022,5,2,idn.13.1308|idn.13.1307,3.72|4.93,1.21626425579|1.20320222402,4.325,0.285,0,false
unemployment_rate,idn.13.1302,2022,7,2,idn.13.1310|idn.13.1308,3.71|3.72,1.76358828435|1.21626425579,3.715,0.895,-0.61,false
unemployment_rate,idn.13.1302,2023,5,2,idn.13.1307|idn.13.1303,4.96|4.99,1.8955124205|1.82275517991,4.975,-0.225,0.52,false
unemployment_rate,idn.13.1302,2023,7,2,idn.13.1308|idn.13.1307,3.95|4.96,1.95900568281|1.8955124205,4.455,0.295,0,false
unemployment_rate,idn.13.1302,2024,5,2,idn.13.1308|idn.13.1307,3.68|4.73,2.0622030949|1.74219606121,4.205,0.855,0,false
unemployment_rate,idn.13.1302,2024,7,2,idn.13.1308|idn.13.1304,3.68|4.73,2.0622030949|2.29169763003,4.205,0.855,0,false
unemployment_rate,idn.13.1303,2019,5,2,idn.13.1305|idn.13.1307,3.2|4.78,1.79071669948|1.71479108286,3.99,0.73,0.57,false
unemployment_rate,idn.13.1303,2019,7,2,idn.13.1308|idn.13.1305,2.3|3.2,1.89648477688|1.79071669948,2.75,1.97,-0.67,false
unemployment_rate,idn.13.1303,2020,5,2,idn.13.1308|idn.13.1309,3.03|5.04,1.14527918398|1.12488477166,4.035,0.615,0.215,false
unemployment_rate,idn.13.1303,2020,7,2,idn.13.1308|idn.13.1307,3.03|4.61,1.14527918398|1.79858061726,3.82,0.83,0,false
unemployment_rate,idn.13.1303,2021,5,2,idn.13.1308|idn.13.1304,2.25|3.57,0.771813674135|1.53351415089,2.91,1.76,0,false
unemployment_rate,idn.13.1303,2021,7,2,idn.13.1308|idn.13.1304,2.25|3.57,0.771813674135|1.53351415089,2.91,1.76,0,false
unemployment_rate,idn.13.1303,2022,5,2,idn.13.1310|idn.13.1308,3.71|3.72,1.41903240185|1.05107309707,3.715,2.175,0,false
unemployment_rate,idn.13.1303,2022,7,2,idn.13.1310|idn.13.1308,3.71|3.72,1.41903240185|1.05107309707,3.715,2.175,0,false
unemployment_rate,idn.13.1303,2023,5,2,idn.13.1310|idn.13.1308,2.57|3.95,1.56783971659|0.940337601534,3.26,1.73,0,false
unemployment_rate,idn.13.1303,2023,7,2,idn.13.1310|idn.13.1308,2.57|3.95,1.56783971659|0.940337601534,3.26,1.73,0,false
unemployment_rate,idn.13.1303,2024,5,2,idn.13.1310|idn.13.1308,2.3|3.68,1.39566979972|1.31018244409,2.99,1.92,0,false
unemployment_rate,idn.13.1303,2024,7,2,idn.13.1310|idn.13.1308,2.3|3.68,1.39566979972|1.31018244409,2.99,1.92,0,false
unemployment_rate,idn.13.1304,2019,5,2,idn.13.1308|idn.13.1303,2.3|4.72,1.92946712999|1.84759622412,3.51,0.13,0,false
unemployment_rate,idn.13.1304,2019,7,2,idn.13.1308|idn.13.1303,2.3|4.72,1.92946712999|1.84759622412,3.51,0.13,0,false
unemployment_rate,idn.13.1304,2020,5,2,idn.13.1308|idn.13.1303,3.03|4.65,1.69040801803|2.04491956717,3.84,1.46,0,false
unemployment_rate,idn.13.1304,2020,7,2,idn.13.1308|idn.13.1303,3.03|4.65,1.69040801803|2.04491956717,3.84,1.46,0,false
unemployment_rate,idn.13.1304,2021,5,2,idn.13.1308|idn.13.1303,2.25|4.67,1.43168934995|1.53163016119,3.46,0.11,0,false
unemployment_rate,idn.13.1304,2021,7,2,idn.13.1308|idn.13.1303,2.25|4.67,1.43168934995|1.53163016119,3.46,0.11,0,false
unemployment_rate,idn.13.1304,2022,5,2,idn.13.1310|idn.13.1308,3.71|3.72,0.800554330228|1.47212429985,3.715,1.155,0,false
unemployment_rate,idn.13.1304,2022,7,2,idn.13.1310|idn.13.1308,3.71|3.72,0.800554330228|1.47212429985,3.715,1.155,0,false
unemployment_rate,idn.13.1304,2023,5,2,idn.13.1310|idn.13.1308,2.57|3.95,2.21287856904|2.01690278837,3.26,1.45,0,false
unemployment_rate,idn.13.1304,2023,7,2,idn.13.1310|idn.13.1308,2.57|3.95,2.21287856904|2.01690278837,3.26,1.45,0,false
unemployment_rate,idn.13.1304,2024,5,2,idn.13.1310|idn.13.1308,2.3|3.68,2.07791889594|2.08529143529,2.99,1.74,0,false
unemployment_rate,idn.13.1304,2024,7,2,idn.13.1310|idn.13.1308,2.3|3.68,2.07791889594|2.08529143529,2.99,1.74,0,false
unemployment_rate,idn.13.1305,2019,5,2,idn.13.1303|idn.13.1312,4.72|4.74,1.81267885142|1.60845503558,4.73,-1.53,0,false
unemployment_rate,idn.13.1305,2019,7,2,idn.13.1303|idn.13.1312,4.72|4.74,1.81267885142|1.60845503558,4.73,-1.53,0,false
unemployment_rate,idn.13.1305,2020,5,2,idn.13.1307|idn.13.1312,4.61|4.69,0.863599378633|1.82704361942,4.65,0.14,0,false
unemployment_rate,idn.13.1305,2020,7,2,idn.13.1307|idn.13.1303,4.61|4.65,0.863599378633|2.11973502107,4.63,0.16,-0.02,false
unemployment_rate,idn.13.1305,2021,5,2,idn.13.1308|idn.13.1312,2.25|5.02,1.93063129793|1.42591514466,3.635,0.995,0,false
unemployment_rate,idn.13.1305,2021,7,2,idn.13.1308|idn.13.1311,2.25|5,1.93063129793|2.13553685915,3.625,1.005,-0.01,false
unemployment_rate,idn.13.1305,2022,5,2,idn.13.1302|idn.13.1307,4.61|4.93,1.60702741699|0.638599034642,4.77,1.14,0.605,false
unemployment_rate,idn.13.1305,2022,7,2,idn.13.1308|idn.13.1302,3.72|4.61,2.13524555726|1.60702741699,4.165,1.745,0,false
unemployment_rate,idn.13.1305,2023,5,2,idn.13.1308|idn.13.1302,3.95|4.75,1.8283218005|1.65164697094,4.35,1,0,false
unemployment_rate,idn.13.1305,2023,7,2,idn.13.1308|idn.13.1302,3.95|4.75,1.8283218005|1.65164697094,4.35,1,0,false
unemployment_rate,idn.13.1305,2024,5,2,idn.13.1308|idn.13.1307,3.68|4.73,1.76600972349|0.633873763361,4.205,1.095,0,false
unemployment_rate,idn.13.1305,2024,7,2,idn.13.1308|idn.13.1307,3.68|4.73,1.76600972349|0.633873763361,4.205,1.095,0,false
unemployment_rate,idn.13.1306,2019,5,2,idn.13.1305|idn.13.1303,3.2|4.72,1.81573418434|2.02852820129,3.96,2.12,0,false
unemployment_rate,idn.13.1306,2019,7,2,idn.13.1305|idn.13.1303,3.2|4.72,1.81573418434|2.02852820129,3.96,2.12,0,false
unemployment_rate,idn.13.1306,2020,5,2,idn.13.1307|idn.13.1312,4.61|4.69,1.76781939546|1.97827217411,4.65,3.48,0,false
unemployment_rate,idn.13.1306,2020,7,2,idn.13.1307|idn.13.1303,4.61|4.65,1.76781939546|2.49347870182,4.63,3.5,-0.02,false
unemployment_rate,idn.13.1306,2021,5,2,idn.13.1305|idn.13.1312,4.63|5.02,1.16013484116|1.33907001743,4.825,3.585,1.385,false
unemployment_rate,idn.13.1306,2021,7,2,idn.13.1308|idn.13.1305,2.25|4.63,2.1916603915|1.16013484116,3.44,4.97,0,false
unemployment_rate,idn.13.1306,2022,5,2,idn.13.1302|idn.13.1307,4.61|4.93,1.96405643217|1.32655167407,4.77,1.83,0.605,false
unemployment_rate,idn.13.1306,2022,7,2,idn.13.1308|idn.13.1302,3.72|4.61,2.38971331706|1.96405643217,4.165,2.435,0,false
unemployment_rate,idn.13.1306,2023,5,2,idn.13.1308|idn.13.1302,3.95|4.75,1.8234606287|1.95183132391,4.35,2.34,0,false
unemployment_rate,idn.13.1306,2023,7,2,idn.13.1308|idn.13.1302,3.95|4.75,1.8234606287|1.95183132391,4.35,2.34,0,false
unemployment_rate,idn.13.1306,2024,5,2,idn.13.1308|idn.13.1307,3.68|4.73,2.41734757005|1.28432202448,4.205,2.385,0,false
unemployment_rate,idn.13.1306,2024,7,2,idn.13.1308|idn.13.1307,3.68|4.73,2.41734757005|1.28432202448,4.205,2.385,0,false
unemployment_rate,idn.13.1307,2019,5,2,idn.13.1305|idn.13.1303,3.2|4.72,0.284936361221|1.72586725336,3.96,0.82,0,false
unemployment_rate,idn.13.1307,2019,7,2,idn.13.1305|idn.13.1303,3.2|4.72,0.284936361221|1.72586725336,3.96,0.82,0,false
unemployment_rate,idn.13.1307,2020,5,2,idn.13.1312|idn.13.1305,4.69|4.79,1.65550298704|0.844753400092,4.74,-0.13,0,false
unemployment_rate,idn.13.1307,2020,7,2,idn.13.1308|idn.13.1312,3.03|4.69,1.76823777423|1.65550298704,3.86,0.75,-0.88,false
unemployment_rate,idn.13.1307,2021,5,2,idn.13.1308|idn.13.1305,2.25|4.63,1.69065140801|0.407160970773,3.44,1.62,0,false
unemployment_rate,idn.13.1307,2021,7,2,idn.13.1308|idn.13.1305,2.25|4.63,1.69065140801|0.407160970773,3.44,1.62,0,false
unemployment_rate,idn.13.1307,2022,5,2,idn.13.1302|idn.13.1373,4.61|5,1.20937227557|1.76188108643,4.805,0.125,0.64,false
unemployment_rate,idn.13.1307,2022,7,2,idn.13.1308|idn.13.1302,3.72|4.61,1.79641673116|1.20937227557,4.165,0.765,0,false
unemployment_rate,idn.13.1307,2023,5,2,idn.13.1308|idn.13.1303,3.95|4.99,1.33274806943|1.89242118517,4.47,0.49,0.12,false
unemployment_rate,idn.13.1307,2023,7,2,idn.13.1308|idn.13.1302,3.95|4.75,1.33274806943|1.89844210149,4.35,0.61,0,false
unemployment_rate,idn.13.1307,2024,5,2,idn.13.1308|idn.13.1302,3.68|5.06,1.66135534749|1.72572004711,4.37,0.36,0,false
unemployment_rate,idn.13.1307,2024,7,2,idn.13.1308|idn.13.1302,3.68|5.06,1.66135534749|1.72572004711,4.37,0.36,0,false
unemployment_rate,idn.13.1308,2019,5,2,idn.13.1304|idn.13.1303,3.64|4.72,1.94899388883|1.95329008956,4.18,-1.88,0,false
unemployment_rate,idn.13.1308,2019,7,2,idn.13.1305|idn.13.1304,3.2|3.64,2.30857347395|1.94899388883,3.42,-1.12,-0.76,false
unemployment_rate,idn.13.1308,2020,5,2,idn.13.1303|idn.13.1309,4.65|5.04,1.15798438752|1.33932946642,4.845,-1.815,0,false
unemployment_rate,idn.13.1308,2020,7,2,idn.13.1307|idn.13.1303,4.61|4.65,1.7685484164|1.15798438752,4.63,-1.6,-0.215,false
unemployment_rate,idn.13.1308,2021,5,2,idn.13.1304|idn.13.1303,3.57|4.67,1.38109601909|0.761090072786,4.12,-1.87,0,false
unemployment_rate,idn.13.1308,2021,7,2,idn.13.1304|idn.13.1305,3.57|4.63,1.38109601909|1.90317407133,4.1,-1.85,-0.02,false
unemployment_rate,idn.13.1308,2022,5,2,idn.13.1310|idn.13.1302,3.71|4.61,0.817269563906|1.21819433581,4.16,-0.44,0,false
unemployment_rate,idn.13.1308,2022,7,2,idn.13.1310|idn.13.1302,3.71|4.61,0.817269563906|1.21819433581,4.16,-0.44,0,false
unemployment_rate,idn.13.1308,2023,5,2,idn.13.1310|idn.13.1307,2.57|4.96,1.17971767315|1.31946181922,3.765,0.185,0,false
unemployment_rate,idn.13.1308,2023,7,2,idn.13.1310|idn.13.1307,2.57|4.96,1.17971767315|1.31946181922,3.765,0.185,0,false
unemployment_rate,idn.13.1308,2024,5,2,idn.13.1310|idn.13.1307,2.3|4.73,1.48037980351|1.64629242867,3.515,0.165,0,false
unemployment_rate,idn.13.1308,2024,7,2,idn.13.1310|idn.13.1307,2.3|4.73,1.48037980351|1.64629242867,3.515,0.165,0,false
unemployment_rate,idn.13.1309,2019,5,2,idn.13.1308|idn.13.1304,2.3|3.64,2.20411815589|1.52799098632,2.97,2.31,0,false
unemployment_rate,idn.13.1309,2019,7,2,idn.13.1308|idn.13.1304,2.3|3.64,2.20411815589|1.52799098632,2.97,2.31,0,false
unemployment_rate,idn.13.1309,2020,5,2,idn.13.1308|idn.13.1303,3.03|4.65,1.3944815464|1.17457123002,3.84,1.2,0,false
unemployment_rate,idn.13.1309,2020,7,2,idn.13.1308|idn.13.1307,3.03|4.61,1.3944815464|2.47853816018,3.82,1.22,-0.02,false
unemployment_rate,idn.13.1309,2021,5,2,idn.13.1308|idn.13.1304,2.25|3.57,1.32363525454|1.73052715095,2.91,2.01,0,false
unemployment_rate,idn.13.1309,2021,7,2,idn.13.1308|idn.13.1304,2.25|3.57,1.32363525454|1.73052715095,2.91,2.01,0,false
unemployment_rate,idn.13.1309,2022,5,2,idn.13.1310|idn.13.1308,3.71|3.72,1.61703023622|1.40155518567,3.715,1.665,0,false
unemployment_rate,idn.13.1309,2022,7,2,idn.13.1310|idn.13.1308,3.71|3.72,1.61703023622|1.40155518567,3.715,1.665,0,false
unemployment_rate,idn.13.1309,2023,5,2,idn.13.1310|idn.13.1308,2.57|3.95,1.70530605964|1.37775493062,3.26,1.83,0,false
unemployment_rate,idn.13.1309,2023,7,2,idn.13.1310|idn.13.1308,2.57|3.95,1.70530605964|1.37775493062,3.26,1.83,0,false
unemployment_rate,idn.13.1309,2024,5,2,idn.13.1310|idn.13.1308,2.3|3.68,1.77529762286|1.4069146539,2.99,2.26,0,false
unemployment_rate,idn.13.1309,2024,7,2,idn.13.1310|idn.13.1308,2.3|3.68,1.77529762286|1.4069146539,2.99,2.26,0,false
unemployment_rate,idn.13.1310,2019,5,2,idn.13.1308|idn.13.1304,2.3|3.64,0.789547031149|2.33460598771,2.97,1.94,0,false
unemployment_rate,idn.13.1310,2019,7,2,idn.13.1308|idn.13.1301,2.3|2.92,0.789547031149|2.81378792109,2.61,2.3,-0.36,false
unemployment_rate,idn.13.1310,2020,5,2,idn.13.1308|idn.13.1303,3.03|4.65,0.732977547603|0.998919838372,3.84,1.78,0,false
unemployment_rate,idn.13.1310,2020,7,2,idn.13.1308|idn.13.1307,3.03|4.61,0.732977547603|2.10780981874,3.82,1.8,-0.02,false
unemployment_rate,idn.13.1310,2021,5,2,idn.13.1308|idn.13.1304,2.25|3.57,1.19563791448|0.834723252684,2.91,1.93,0,false
unemployment_rate,idn.13.1310,2021,7,2,idn.13.1308|idn.13.1304,2.25|3.57,1.19563791448|0.834723252684,2.91,1.93,0,false
unemployment_rate,idn.13.1310,2022,5,2,idn.13.1308|idn.13.1304,3.72|4.87,0.829151696797|0.789549226127,4.295,-0.585,0.13,false
unemployment_rate,idn.13.1310,2022,7,2,idn.13.1308|idn.13.1302,3.72|4.61,0.829151696797|1.78335526022,4.165,-0.455,0,false
unemployment_rate,idn.13.1310,2023,5,2,idn.13.1308|idn.13.1307,3.95|4.96,1.22446030179|2.30099108122,4.455,-1.885,0.125,false
unemployment_rate,idn.13.1310,2023,7,2,idn.13.1301|idn.13.1308,1.33|3.95,2.39791669525|1.22446030179,2.64,-0.07,-1.69,false
unemployment_rate,idn.13.1310,2024,5,2,idn.13.1308|idn.13.1304,3.68|4.73,1.53031324761|2.17393591565,4.205,-1.905,0,false
unemployment_rate,idn.13.1310,2024,7,2,idn.13.1301|idn.13.1308,1.44|3.68,2.58337094262|1.53031324761,2.56,-0.26,-1.645,false
unemployment_rate,idn.13.1311,2019,5,2,idn.13.1308|idn.13.1304,2.3|3.64,1.44698523544|0.987034447594,2.97,2.09,0,false
unemployment_rate,idn.13.1311,2019,7,2,idn.13.1308|idn.13.1304,2.3|3.64,1.44698523544|0.987034447594,2.97,2.09,0,false
unemployment_rate,idn.13.1311,2020,5,2,idn.13.1308|idn.13.1303,3.03|4.65,1.03159493753|0.714140040708,3.84,1.47,0,false
unemployment_rate,idn.13.1311,2020,7,2,idn.13.1308|idn.13.1307,3.03|4.61,1.03159493753|1.61594756779,3.82,1.49,-0.02,false
unemployment_rate,idn.13.1311,2021,5,2,idn.13.1308|idn.13.1304,2.25|3.57,0.66790849324|1.10208551758,2.91,2.09,0,false
unemployment_rate,idn.13.1311,2021,7,2,idn.13.1308|idn.13.1304,2.25|3.57,0.66790849324|1.10208551758,2.91,2.09,0,false
unemployment_rate,idn.13.1311,2022,5,2,idn.13.1310|idn.13.1308,3.71|3.72,0.994089633762|0.85392458163,3.715,2.515,0,false
unemployment_rate,idn.13.1311,2022,7,2,idn.13.1310|idn.13.1308,3.71|3.72,0.994089633762|0.85392458163,3.715,2.515,0,false
unemployment_rate,idn.13.1311,2023,5,2,idn.13.1310|idn.13.1308,2.57|3.95,1.53553096994|0.871285332077,3.26,2.96,0,false
unemployment_rate,idn.13.1311,2023,7,2,idn.13.1310|idn.13.1308,2.57|3.95,1.53553096994|0.871285332077,3.26,2.96,0,false
unemployment_rate,idn.13.1311,2024,5,2,idn.13.1310|idn.13.1308,2.3|3.68,0.862650001202|0.798757643878,2.99,3.03,0,false
unemployment_rate,idn.13.1311,2024,7,2,idn.13.1310|idn.13.1308,2.3|3.68,0.862650001202|0.798757643878,2.99,3.03,0,false
unemployment_rate,idn.13.1312,2019,5,2,idn.13.1305|idn.13.1303,3.2|4.72,1.71351713105|3.18462834629,3.96,0.78,0,false
unemployment_rate,idn.13.1312,2019,7,2,idn.13.1305|idn.13.1303,3.2|4.72,1.71351713105|3.18462834629,3.96,0.78,0,false
unemployment_rate,idn.13.1312,2020,5,2,idn.13.1307|idn.13.1305,4.61|4.79,1.74456078654|1.85974506401,4.7,-0.01,0.88,false
unemployment_rate,idn.13.1312,2020,7,2,idn.13.1308|idn.13.1307,3.03|4.61,3.00145874467|1.74456078654,3.82,0.87,0,false
unemployment_rate,idn.13.1312,2021,5,2,idn.13.1308|idn.13.1305,2.25|4.63,2.7344146096|1.47985821795,3.44,1.58,0,false
unemployment_rate,idn.13.1312,2021,7,2,idn.13.1308|idn.13.1305,2.25|4.63,2.7344146096|1.47985821795,3.44,1.58,0,false
unemployment_rate,idn.13.1312,2022,5,2,idn.13.1308|idn.13.1302,3.72|4.61,2.67915320922|2.30793143383,4.165,2.165,0,false
unemployment_rate,idn.13.1312,2022,7,2,idn.13.1308|idn.13.1302,3.72|4.61,2.67915320922|2.30793143383,4.165,2.165,0,false
unemployment_rate,idn.13.1312,2023,5,2,idn.13.1302|idn.13.1307,4.75|4.96,2.53653473487|2.58009240373,4.855,1.155,0,false
unemployment_rate,idn.13.1312,2023,7,2,idn.13.1302|idn.13.1307,4.75|4.96,2.53653473487|2.58009240373,4.855,1.155,0,false
unemployment_rate,idn.13.1312,2024,5,2,idn.13.1308|idn.13.1307,3.68|4.73,2.92106908676|1.49302523442,4.205,2.135,0,false
