observation_id,indicator_id,geography_id,time_start,time_end,frequency,value_numeric,unit,claim_type,provenance_id,suppressed,comparable,methodology_version,price_basis,notes
bnpbtotalobs_c8b2591372aca267a5b624ad,total_disaster_events,idn.13.1303,2023-01-01,2023-12-31,annual,4,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1302.0:SOLOK; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_8b0986b797932c359fa3d03a,total_disaster_events,idn.13.1303,2024-01-01,2024-12-31,annual,5,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1302.0:SOLOK; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_b40f4a2f9e2217447269948d,total_disaster_events,idn.13.1304,2010-01-01,2010-12-31,annual,0,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_8c9d3c7d55bcb6f0a8949fda,total_disaster_events,idn.13.1304,2011-01-01,2011-12-31,annual,2,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_49e3c4f87101700edf1e4316,total_disaster_events,idn.13.1304,2012-01-01,2012-12-31,annual,5,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_14e73b4c1390cd39d24b79d6,total_disaster_events,idn.13.1304,2013-01-01,2013-12-31,annual,3,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_a43d912a01314bcf3a10cf87,total_disaster_events,idn.13.1304,2014-01-01,2014-12-31,annual,1,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_6689597325d19b2e76810508,total_disaster_events,idn.13.1304,2015-01-01,2015-12-31,annual,3,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_daafb556efdec984c57c66f4,total_disaster_events,idn.13.1304,2016-01-01,2016-12-31,annual,1,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_141be41007977ed86a16d91a,total_disaster_events,idn.13.1304,2017-01-01,2017-12-31,annual,5,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_fe8a7a0187c05b48004ffac9,total_disaster_events,idn.13.1304,2018-01-01,2018-12-31,annual,5,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_b8f9ea266f3836a1005f3840,total_disaster_events,idn.13.1304,2019-01-01,2019-12-31,annual,2,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_a04c4a13e8b3d7a43105dac7,total_disaster_events,idn.13.1304,2020-01-01,2020-12-31,annual,11,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_91b5874ada2051045128c204,total_disaster_events,idn.13.1304,2021-01-01,2021-12-31,annual,15,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_c0b8f19d0051a97d2b6ffe1c,total_disaster_events,idn.13.1304,2022-01-01,2022-12-31,annual,1,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_ffc4e2bda250dde02082faf7,total_disaster_events,idn.13.1304,2023-01-01,2023-12-31,annual,5,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_3c5ef30572fc69c98d4da5ed,total_disaster_events,idn.13.1304,2024-01-01,2024-12-31,annual,8,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1303.0:SIJUNJUNG; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_592a42f7938db495f2b38f5e,total_disaster_events,idn.13.1305,2010-01-01,2010-12-31,annual,2,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_d0cf9216aa2efb8f329be0c3,total_disaster_events,idn.13.1305,2011-01-01,2011-12-31,annual,4,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_b90e081ea879e28e82ceba3b,total_disaster_events,idn.13.1305,2012-01-01,2012-12-31,annual,14,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_6fc5425bcd48fc09185c5ce4,total_disaster_events,idn.13.1305,2013-01-01,2013-12-31,annual,2,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_a570e657eb10b99726c0b7a7,total_disaster_events,idn.13.1305,2014-01-01,2014-12-31,annual,5,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_42e537ba592cf1325097efb2,total_disaster_events,idn.13.1305,2015-01-01,2015-12-31,annual,3,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_9856fda3204100fd6de5941f,total_disaster_events,idn.13.1305,2016-01-01,2016-12-31,annual,2,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_08f8bfca852a4a21019fdf3e,total_disaster_events,idn.13.1305,2017-01-01,2017-12-31,annual,0,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_fd3e918a23e0eb2dc397a267,total_disaster_events,idn.13.1305,2018-01-01,2018-12-31,annual,4,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_16f2a3e68b3c240115cb7de2,total_disaster_events,idn.13.1305,2019-01-01,2019-12-31,annual,8,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_5110bc3525af0ba153b57107,total_disaster_events,idn.13.1305,2020-01-01,2020-12-31,annual,5,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_473b7c9a3070b5705fc47586,total_disaster_events,idn.13.1305,2021-01-01,2021-12-31,annual,8,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_b9669a3f6f0e243538cf2354,total_disaster_events,idn.13.1305,2022-01-01,2022-12-31,annual,2,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_734b095405929f57929fc8d3,total_disaster_events,idn.13.1305,2023-01-01,2023-12-31,annual,0,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_c117cbcf0ea58f7ff37a3a9d,total_disaster_events,idn.13.1305,2024-01-01,2024-12-31,annual,6,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1304.0:TANAH DATAR; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_f9ee604c1314180a3ef80c2a,total_disaster_events,idn.13.1306,2010-01-01,2010-12-31,annual,7,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_d956ec2db7226053027eb799,total_disaster_events,idn.13.1306,2011-01-01,2011-12-31,annual,3,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_5ca4bf6afa610727f05394d0,total_disaster_events,idn.13.1306,2012-01-01,2012-12-31,annual,6,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_95b4ae8e49c6a3b2ae9a5f98,total_disaster_events,idn.13.1306,2013-01-01,2013-12-31,annual,2,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_6f1e471e228d70246d36b178,total_disaster_events,idn.13.1306,2014-01-01,2014-12-31,annual,3,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_caa65df75db807723997f3cf,total_disaster_events,idn.13.1306,2015-01-01,2015-12-31,annual,3,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_dd3979a4cdbac9ee025a7020,total_disaster_events,idn.13.1306,2016-01-01,2016-12-31,annual,19,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_6cab01d63b0162eba4e281ce,total_disaster_events,idn.13.1306,2017-01-01,2017-12-31,annual,20,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_d1a3ac5fd60f370696e6e148,total_disaster_events,idn.13.1306,2018-01-01,2018-12-31,annual,26,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_561ca4b95da9f4ce10ed732c,total_disaster_events,idn.13.1306,2019-01-01,2019-12-31,annual,26,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_73b7775290acc97b8e7d5123,total_disaster_events,idn.13.1306,2020-01-01,2020-12-31,annual,68,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_67049b010315de16a2d9cbe8,total_disaster_events,idn.13.1306,2021-01-01,2021-12-31,annual,57,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_945fa3f91cf9218dd6e4631c,total_disaster_events,idn.13.1306,2022-01-01,2022-12-31,annual,26,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_0953cd480b0a8f0d5030d537,total_disaster_events,idn.13.1306,2023-01-01,2023-12-31,annual,22,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_b4f93ee440271c1dc1afedfd,total_disaster_events,idn.13.1306,2024-01-01,2024-12-31,annual,8,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1305.0:PADANG PARIAMAN; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_ed73b5eab66324bf63da566e,total_disaster_events,idn.13.1307,2010-01-01,2010-12-31,annual,8,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1306.0:AGAM; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_c0a1da949a2af2d4caf9db8b,total_disaster_events,idn.13.1307,2011-01-01,2011-12-31,annual,5,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1306.0:AGAM; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_6648b62125c4c77e050ef7c3,total_disaster_events,idn.13.1307,2012-01-01,2012-12-31,annual,4,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1306.0:AGAM; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_de013bb34e2b233e6d76aa08,total_disaster_events,idn.13.1307,2013-01-01,2013-12-31,annual,7,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1306.0:AGAM; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
bnpbtotalobs_077908ec67a76104e2dc4257,total_disaster_events,idn.13.1307,2014-01-01,2014-12-31,annual,5,count,observed,bnpbprov_total_2c685281d98ff22015683a15,false,,BNPB/DIBI total-event matrix 2010-2024 release,,"source_record=bnpb_total_events_kab_2010_2024; source_geography=1306.0:AGAM; mapping=explicit_current_Permendagri_entity_crosswalk; entity_set_continuity_2010_2024=qualified; exact_polygon_harmonization=not_proven; release_revision_provenance=M44; recorded-event counts may reflect reporting intensity, classification practice, and retrospective source revision."
